"nut","Plot","type","val","extract"
"Calcium",273,"soil_rawdiffgm2_0.20cm",89.61,"aa"
"Calcium",278,"soil_rawdiffgm2_0.20cm",2.77,"aa"
"Calcium",280,"soil_rawdiffgm2_0.20cm",9.03,"aa"
"Calcium",282,"soil_rawdiffgm2_0.20cm",-10.67,"aa"
"Calcium",283,"soil_rawdiffgm2_0.20cm",-3.91,"aa"
"Calcium",286,"soil_rawdiffgm2_0.20cm",7.88,"aa"
"Calcium",287,"soil_rawdiffgm2_0.20cm",9.11,"aa"
"Calcium",290,"soil_rawdiffgm2_0.20cm",11.47,"aa"
"Calcium",291,"soil_rawdiffgm2_0.20cm",7.44,"aa"
"Calcium",292,"soil_rawdiffgm2_0.20cm",59.78,"aa"
"Calcium",293,"soil_rawdiffgm2_0.20cm",42.28,"aa"
"Calcium",299,"soil_rawdiffgm2_0.20cm",78.22,"aa"
"Calcium",300,"soil_rawdiffgm2_0.20cm",60.75,"aa"
"Calcium",301,"soil_rawdiffgm2_0.20cm",29.13,"aa"
"Calcium",302,"soil_rawdiffgm2_0.20cm",25.66,"aa"
"Calcium",303,"soil_rawdiffgm2_0.20cm",47.37,"aa"
"Calcium",304,"soil_rawdiffgm2_0.20cm",-14.24,"aa"
"Calcium",307,"soil_rawdiffgm2_0.20cm",54.8,"aa"
"Calcium",308,"soil_rawdiffgm2_0.20cm",28.07,"aa"
"Calcium",311,"soil_rawdiffgm2_0.20cm",4.68,"aa"
"Calcium",313,"soil_rawdiffgm2_0.20cm",98.58,"aa"
"Calcium",318,"soil_rawdiffgm2_0.20cm",60.88,"aa"
"Calcium",324,"soil_rawdiffgm2_0.20cm",4.94,"aa"
"Calcium",325,"soil_rawdiffgm2_0.20cm",27.2,"aa"
"Calcium",328,"soil_rawdiffgm2_0.20cm",58.56,"aa"
"Calcium",329,"soil_rawdiffgm2_0.20cm",44.51,"aa"
"Calcium",330,"soil_rawdiffgm2_0.20cm",-8.84,"aa"
"Calcium",331,"soil_rawdiffgm2_0.20cm",46.86,"aa"
"Calcium",334,"soil_rawdiffgm2_0.20cm",21.45,"aa"
"Calcium",335,"soil_rawdiffgm2_0.20cm",29.79,"aa"
"Calcium",336,"soil_rawdiffgm2_0.20cm",69.7,"aa"
"Calcium",338,"soil_rawdiffgm2_0.20cm",29.55,"aa"
"Calcium",339,"soil_rawdiffgm2_0.20cm",85.57,"aa"
"Calcium",342,"soil_rawdiffgm2_0.20cm",58.54,"aa"
"Magnesium",2,"gm2_1994_0.20cm",19.37,"aa"
"Magnesium",3,"gm2_1994_0.20cm",28.62,"aa"
"Magnesium",5,"gm2_1994_0.20cm",8.64,"aa"
"Magnesium",6,"gm2_1994_0.20cm",9.32,"aa"
"Magnesium",9,"gm2_1994_0.20cm",8.97,"aa"
"Magnesium",11,"gm2_1994_0.20cm",23.94,"aa"
"Magnesium",12,"gm2_1994_0.20cm",21.39,"aa"
"Magnesium",14,"gm2_1994_0.20cm",17.16,"aa"
"Magnesium",15,"gm2_1994_0.20cm",19.68,"aa"
"Magnesium",16,"gm2_1994_0.20cm",23.53,"aa"
"Magnesium",20,"gm2_1994_0.20cm",21.3,"aa"
"Magnesium",22,"gm2_1994_0.20cm",19.07,"aa"
"Magnesium",24,"gm2_1994_0.20cm",18.88,"aa"
"Magnesium",26,"gm2_1994_0.20cm",26.04,"aa"
"Magnesium",27,"gm2_1994_0.20cm",23.49,"aa"
"Magnesium",28,"gm2_1994_0.20cm",22.09,"aa"
"Magnesium",29,"gm2_1994_0.20cm",10.42,"aa"
"Magnesium",30,"gm2_1994_0.20cm",9.95,"aa"
"Magnesium",31,"gm2_1994_0.20cm",8.61,"aa"
"Magnesium",33,"gm2_1994_0.20cm",8.22,"aa"
"Magnesium",34,"gm2_1994_0.20cm",9.51,"aa"
"Magnesium",35,"gm2_1994_0.20cm",18.04,"aa"
"Magnesium",44,"gm2_1994_0.20cm",9.25,"aa"
"Magnesium",45,"gm2_1994_0.20cm",10.21,"aa"
"Magnesium",46,"gm2_1994_0.20cm",8.43,"aa"
"Magnesium",48,"gm2_1994_0.20cm",10.48,"aa"
"Magnesium",50,"gm2_1994_0.20cm",25.88,"aa"
"Magnesium",53,"gm2_1994_0.20cm",19.47,"aa"
"Magnesium",56,"gm2_1994_0.20cm",24.44,"aa"
"Magnesium",57,"gm2_1994_0.20cm",18.77,"aa"
"Magnesium",58,"gm2_1994_0.20cm",21.65,"aa"
"Magnesium",62,"gm2_1994_0.20cm",22.76,"aa"
"Magnesium",67,"gm2_1994_0.20cm",9.56,"aa"
"Magnesium",68,"gm2_1994_0.20cm",10.19,"aa"
"Magnesium",69,"gm2_1994_0.20cm",9.13,"aa"
"Magnesium",70,"gm2_1994_0.20cm",9.14,"aa"
"Magnesium",74,"gm2_1994_0.20cm",18.13,"aa"
"Magnesium",75,"gm2_1994_0.20cm",19.36,"aa"
"Magnesium",81,"gm2_1994_0.20cm",7.45,"aa"
"Magnesium",82,"gm2_1994_0.20cm",8.55,"aa"
"Magnesium",83,"gm2_1994_0.20cm",11.02,"aa"
"Magnesium",87,"gm2_1994_0.20cm",21.7,"aa"
"Magnesium",89,"gm2_1994_0.20cm",20.97,"aa"
"Magnesium",92,"gm2_1994_0.20cm",24.07,"aa"
"Magnesium",93,"gm2_1994_0.20cm",24.02,"aa"
"Magnesium",94,"gm2_1994_0.20cm",18.88,"aa"
"Magnesium",98,"gm2_1994_0.20cm",20.28,"aa"
"Magnesium",104,"gm2_1994_0.20cm",19.67,"aa"
"Magnesium",107,"gm2_1994_0.20cm",7.68,"aa"
"Magnesium",108,"gm2_1994_0.20cm",9.65,"aa"
"Magnesium",109,"gm2_1994_0.20cm",9.7,"aa"
"Magnesium",110,"gm2_1994_0.20cm",8.66,"aa"
"Magnesium",111,"gm2_1994_0.20cm",19.94,"aa"
"Magnesium",115,"gm2_1994_0.20cm",24.26,"aa"
"Magnesium",117,"gm2_1994_0.20cm",16.51,"aa"
"Magnesium",118,"gm2_1994_0.20cm",16.57,"aa"
"Magnesium",125,"gm2_1994_0.20cm",24.85,"aa"
"Magnesium",129,"gm2_1994_0.20cm",18.94,"aa"
"Magnesium",130,"gm2_1994_0.20cm",20.64,"aa"
"Magnesium",133,"gm2_1994_0.20cm",23.89,"aa"
"Magnesium",135,"gm2_1994_0.20cm",18.71,"aa"
"Magnesium",136,"gm2_1994_0.20cm",19.76,"aa"
"Magnesium",137,"gm2_1994_0.20cm",21.14,"aa"
"Magnesium",138,"gm2_1994_0.20cm",21.42,"aa"
"Magnesium",139,"gm2_1994_0.20cm",19.15,"aa"
"Magnesium",142,"gm2_1994_0.20cm",20.91,"aa"
"Magnesium",146,"gm2_1994_0.20cm",8.76,"aa"
"Magnesium",149,"gm2_1994_0.20cm",20.21,"aa"
"Magnesium",156,"gm2_1994_0.20cm",19.44,"aa"
"Magnesium",157,"gm2_1994_0.20cm",10.57,"aa"
"Magnesium",160,"gm2_1994_0.20cm",7.42,"aa"
"Magnesium",163,"gm2_1994_0.20cm",24.85,"aa"
"Magnesium",164,"gm2_1994_0.20cm",32.32,"aa"
"Magnesium",165,"gm2_1994_0.20cm",26.45,"aa"
"Magnesium",167,"gm2_1994_0.20cm",20.37,"aa"
"Magnesium",168,"gm2_1994_0.20cm",23.42,"aa"
"Magnesium",169,"gm2_1994_0.20cm",21.22,"aa"
"Magnesium",170,"gm2_1994_0.20cm",21.29,"aa"
"Magnesium",171,"gm2_1994_0.20cm",23.48,"aa"
"Magnesium",174,"gm2_1994_0.20cm",21.13,"aa"
"Magnesium",175,"gm2_1994_0.20cm",20.87,"aa"
"Magnesium",176,"gm2_1994_0.20cm",22.99,"aa"
"Magnesium",177,"gm2_1994_0.20cm",18.89,"aa"
"Magnesium",178,"gm2_1994_0.20cm",26.96,"aa"
"Magnesium",185,"gm2_1994_0.20cm",10.7,"aa"
"Magnesium",186,"gm2_1994_0.20cm",11.08,"aa"
"Magnesium",190,"gm2_1994_0.20cm",17.31,"aa"
"Magnesium",193,"gm2_1994_0.20cm",17.04,"aa"
"Magnesium",197,"gm2_1994_0.20cm",10.85,"aa"
"Magnesium",199,"gm2_1994_0.20cm",8.37,"aa"
"Magnesium",201,"gm2_1994_0.20cm",28.08,"aa"
"Magnesium",202,"gm2_1994_0.20cm",37.85,"aa"
"Magnesium",205,"gm2_1994_0.20cm",25.88,"aa"
"Magnesium",206,"gm2_1994_0.20cm",19.98,"aa"
"Magnesium",208,"gm2_1994_0.20cm",26.08,"aa"
"Magnesium",210,"gm2_1994_0.20cm",20.25,"aa"
"Magnesium",211,"gm2_1994_0.20cm",22.6,"aa"
"Magnesium",213,"gm2_1994_0.20cm",19.13,"aa"
"Magnesium",220,"gm2_1994_0.20cm",6.77,"aa"
"Magnesium",223,"gm2_1994_0.20cm",10.42,"aa"
"Magnesium",224,"gm2_1994_0.20cm",10.04,"aa"
"Magnesium",225,"gm2_1994_0.20cm",19.89,"aa"
"Magnesium",227,"gm2_1994_0.20cm",25.07,"aa"
"Magnesium",229,"gm2_1994_0.20cm",16.83,"aa"
"Magnesium",230,"gm2_1994_0.20cm",17.93,"aa"
"Magnesium",232,"gm2_1994_0.20cm",26.14,"aa"
"Magnesium",233,"gm2_1994_0.20cm",11.3,"aa"
"Magnesium",234,"gm2_1994_0.20cm",9.13,"aa"
"Magnesium",235,"gm2_1994_0.20cm",8.48,"aa"
"Magnesium",236,"gm2_1994_0.20cm",6.75,"aa"
"Magnesium",237,"gm2_1994_0.20cm",11.05,"aa"
"Magnesium",239,"gm2_1994_0.20cm",23.92,"aa"
"Magnesium",242,"gm2_1994_0.20cm",18.56,"aa"
"Magnesium",253,"gm2_1994_0.20cm",23.97,"aa"
"Magnesium",257,"gm2_1994_0.20cm",10.42,"aa"
"Magnesium",259,"gm2_1994_0.20cm",7.78,"aa"
"Magnesium",265,"gm2_1994_0.20cm",22.12,"aa"
"Magnesium",266,"gm2_1994_0.20cm",16.81,"aa"
"Magnesium",267,"gm2_1994_0.20cm",20.47,"aa"
"Magnesium",268,"gm2_1994_0.20cm",24.01,"aa"
"Magnesium",273,"gm2_1994_0.20cm",11.74,"aa"
"Magnesium",278,"gm2_1994_0.20cm",29.04,"aa"
"Magnesium",280,"gm2_1994_0.20cm",28.06,"aa"
"Magnesium",282,"gm2_1994_0.20cm",16.67,"aa"
"Magnesium",283,"gm2_1994_0.20cm",19.33,"aa"
"Magnesium",286,"gm2_1994_0.20cm",20.4,"aa"
"Magnesium",287,"gm2_1994_0.20cm",17.31,"aa"
"Magnesium",290,"gm2_1994_0.20cm",13.29,"aa"
"Magnesium",291,"gm2_1994_0.20cm",16.75,"aa"
"Magnesium",292,"gm2_1994_0.20cm",19.29,"aa"
"Magnesium",293,"gm2_1994_0.20cm",27.73,"aa"
"Magnesium",299,"gm2_1994_0.20cm",7.86,"aa"
"Magnesium",300,"gm2_1994_0.20cm",10.82,"aa"
"Magnesium",301,"gm2_1994_0.20cm",19.16,"aa"
"Magnesium",302,"gm2_1994_0.20cm",29.24,"aa"
"Magnesium",303,"gm2_1994_0.20cm",21.18,"aa"
"Magnesium",304,"gm2_1994_0.20cm",21.44,"aa"
"Magnesium",307,"gm2_1994_0.20cm",19.22,"aa"
"Magnesium",308,"gm2_1994_0.20cm",15.37,"aa"
"Magnesium",311,"gm2_1994_0.20cm",9.61,"aa"
"Magnesium",313,"gm2_1994_0.20cm",5.88,"aa"
"Magnesium",318,"gm2_1994_0.20cm",17.59,"aa"
"Magnesium",324,"gm2_1994_0.20cm",21.24,"aa"
"Magnesium",325,"gm2_1994_0.20cm",21.45,"aa"
"Magnesium",328,"gm2_1994_0.20cm",14.04,"aa"
"Magnesium",329,"gm2_1994_0.20cm",18.41,"aa"
"Magnesium",330,"gm2_1994_0.20cm",28.46,"aa"
"Magnesium",331,"gm2_1994_0.20cm",24.06,"aa"
"Magnesium",334,"gm2_1994_0.20cm",6.37,"aa"
"Magnesium",335,"gm2_1994_0.20cm",6.18,"aa"
"Magnesium",336,"gm2_1994_0.20cm",9.64,"aa"
"Magnesium",338,"gm2_1994_0.20cm",10.61,"aa"
"Magnesium",339,"gm2_1994_0.20cm",18.49,"aa"
"Magnesium",342,"gm2_1994_0.20cm",18.23,"aa"
"Magnesium",2,"gm2_2017_0.20cm",18.77,"aa"
"Magnesium",3,"gm2_2017_0.20cm",19.9,"aa"
"Magnesium",5,"gm2_2017_0.20cm",17.11,"aa"
"Magnesium",6,"gm2_2017_0.20cm",14.24,"aa"
"Magnesium",9,"gm2_2017_0.20cm",20.67,"aa"
"Magnesium",11,"gm2_2017_0.20cm",23.39,"aa"
"Magnesium",12,"gm2_2017_0.20cm",27.12,"aa"
"Magnesium",14,"gm2_2017_0.20cm",18.58,"aa"
"Magnesium",15,"gm2_2017_0.20cm",26.34,"aa"
"Magnesium",16,"gm2_2017_0.20cm",18.52,"aa"
"Magnesium",20,"gm2_2017_0.20cm",19.54,"aa"
"Magnesium",22,"gm2_2017_0.20cm",21.51,"aa"
"Magnesium",24,"gm2_2017_0.20cm",23.17,"aa"
"Magnesium",26,"gm2_2017_0.20cm",24.36,"aa"
"Magnesium",27,"gm2_2017_0.20cm",27.45,"aa"
"Magnesium",28,"gm2_2017_0.20cm",22.85,"aa"
"Magnesium",29,"gm2_2017_0.20cm",15.33,"aa"
"Magnesium",30,"gm2_2017_0.20cm",22.33,"aa"
"Magnesium",31,"gm2_2017_0.20cm",13.63,"aa"
"Magnesium",33,"gm2_2017_0.20cm",16.92,"aa"
"Magnesium",34,"gm2_2017_0.20cm",22.43,"aa"
"Magnesium",35,"gm2_2017_0.20cm",29.09,"aa"
"Magnesium",44,"gm2_2017_0.20cm",17.89,"aa"
"Magnesium",45,"gm2_2017_0.20cm",16.14,"aa"
"Magnesium",46,"gm2_2017_0.20cm",21.18,"aa"
"Magnesium",48,"gm2_2017_0.20cm",19.09,"aa"
"Magnesium",50,"gm2_2017_0.20cm",24,"aa"
"Magnesium",53,"gm2_2017_0.20cm",23.77,"aa"
"Magnesium",56,"gm2_2017_0.20cm",24.95,"aa"
"Magnesium",57,"gm2_2017_0.20cm",22.95,"aa"
"Magnesium",58,"gm2_2017_0.20cm",19.48,"aa"
"Magnesium",62,"gm2_2017_0.20cm",24.37,"aa"
"Magnesium",67,"gm2_2017_0.20cm",23.79,"aa"
"Magnesium",68,"gm2_2017_0.20cm",21.4,"aa"
"Magnesium",69,"gm2_2017_0.20cm",14.01,"aa"
"Magnesium",70,"gm2_2017_0.20cm",24.06,"aa"
"Magnesium",74,"gm2_2017_0.20cm",25.35,"aa"
"Magnesium",75,"gm2_2017_0.20cm",18.24,"aa"
"Magnesium",81,"gm2_2017_0.20cm",16.31,"aa"
"Magnesium",82,"gm2_2017_0.20cm",21.57,"aa"
"Magnesium",83,"gm2_2017_0.20cm",25.26,"aa"
"Magnesium",87,"gm2_2017_0.20cm",23.67,"aa"
"Magnesium",89,"gm2_2017_0.20cm",31.06,"aa"
"Magnesium",92,"gm2_2017_0.20cm",23.25,"aa"
"Magnesium",93,"gm2_2017_0.20cm",31.59,"aa"
"Magnesium",94,"gm2_2017_0.20cm",19.43,"aa"
"Magnesium",98,"gm2_2017_0.20cm",24.59,"aa"
"Magnesium",104,"gm2_2017_0.20cm",28.72,"aa"
"Magnesium",107,"gm2_2017_0.20cm",17.37,"aa"
"Magnesium",108,"gm2_2017_0.20cm",26.58,"aa"
"Magnesium",109,"gm2_2017_0.20cm",14.79,"aa"
"Magnesium",110,"gm2_2017_0.20cm",19.39,"aa"
"Magnesium",111,"gm2_2017_0.20cm",25.27,"aa"
"Magnesium",115,"gm2_2017_0.20cm",21.68,"aa"
"Magnesium",117,"gm2_2017_0.20cm",23.19,"aa"
"Magnesium",118,"gm2_2017_0.20cm",20.33,"aa"
"Magnesium",125,"gm2_2017_0.20cm",25.71,"aa"
"Magnesium",129,"gm2_2017_0.20cm",22.4,"aa"
"Magnesium",130,"gm2_2017_0.20cm",22.22,"aa"
"Magnesium",133,"gm2_2017_0.20cm",20.36,"aa"
"Magnesium",135,"gm2_2017_0.20cm",17.21,"aa"
"Magnesium",136,"gm2_2017_0.20cm",27.99,"aa"
"Magnesium",137,"gm2_2017_0.20cm",21.74,"aa"
"Magnesium",138,"gm2_2017_0.20cm",23.64,"aa"
"Magnesium",139,"gm2_2017_0.20cm",24.31,"aa"
"Magnesium",142,"gm2_2017_0.20cm",23.73,"aa"
"Magnesium",146,"gm2_2017_0.20cm",16.45,"aa"
"Magnesium",149,"gm2_2017_0.20cm",23.84,"aa"
"Magnesium",156,"gm2_2017_0.20cm",22.38,"aa"
"Magnesium",157,"gm2_2017_0.20cm",15.63,"aa"
"Magnesium",160,"gm2_2017_0.20cm",19.33,"aa"
"Magnesium",163,"gm2_2017_0.20cm",22.76,"aa"
"Magnesium",164,"gm2_2017_0.20cm",30.65,"aa"
"Magnesium",165,"gm2_2017_0.20cm",23.25,"aa"
"Magnesium",167,"gm2_2017_0.20cm",22.99,"aa"
"Magnesium",168,"gm2_2017_0.20cm",22.48,"aa"
"Magnesium",169,"gm2_2017_0.20cm",28.63,"aa"
"Magnesium",170,"gm2_2017_0.20cm",22.03,"aa"
"Magnesium",171,"gm2_2017_0.20cm",27.42,"aa"
"Magnesium",174,"gm2_2017_0.20cm",29.04,"aa"
"Magnesium",175,"gm2_2017_0.20cm",30.57,"aa"
"Magnesium",176,"gm2_2017_0.20cm",23.75,"aa"
"Magnesium",177,"gm2_2017_0.20cm",22.08,"aa"
"Magnesium",178,"gm2_2017_0.20cm",27.4,"aa"
"Magnesium",185,"gm2_2017_0.20cm",13.3,"aa"
"Magnesium",186,"gm2_2017_0.20cm",23.99,"aa"
"Magnesium",190,"gm2_2017_0.20cm",18.93,"aa"
"Magnesium",193,"gm2_2017_0.20cm",27.82,"aa"
"Magnesium",197,"gm2_2017_0.20cm",16.89,"aa"
"Magnesium",199,"gm2_2017_0.20cm",26.09,"aa"
"Magnesium",201,"gm2_2017_0.20cm",27.79,"aa"
"Magnesium",202,"gm2_2017_0.20cm",44.62,"aa"
"Magnesium",205,"gm2_2017_0.20cm",26.29,"aa"
"Magnesium",206,"gm2_2017_0.20cm",27.19,"aa"
"Magnesium",208,"gm2_2017_0.20cm",27.28,"aa"
"Magnesium",210,"gm2_2017_0.20cm",24.97,"aa"
"Magnesium",211,"gm2_2017_0.20cm",21.32,"aa"
"Magnesium",213,"gm2_2017_0.20cm",19.13,"aa"
"Magnesium",220,"gm2_2017_0.20cm",18.2,"aa"
"Magnesium",223,"gm2_2017_0.20cm",15.58,"aa"
"Magnesium",224,"gm2_2017_0.20cm",14.79,"aa"
"Magnesium",225,"gm2_2017_0.20cm",20.49,"aa"
"Magnesium",227,"gm2_2017_0.20cm",27.34,"aa"
"Magnesium",229,"gm2_2017_0.20cm",20.88,"aa"
"Magnesium",230,"gm2_2017_0.20cm",17.04,"aa"
"Magnesium",232,"gm2_2017_0.20cm",36.21,"aa"
"Magnesium",233,"gm2_2017_0.20cm",19.58,"aa"
"Magnesium",234,"gm2_2017_0.20cm",24.04,"aa"
"Magnesium",235,"gm2_2017_0.20cm",23.22,"aa"
"Magnesium",236,"gm2_2017_0.20cm",15,"aa"
"Magnesium",237,"gm2_2017_0.20cm",15.81,"aa"
"Magnesium",239,"gm2_2017_0.20cm",29.2,"aa"
"Magnesium",242,"gm2_2017_0.20cm",23.72,"aa"
"Magnesium",253,"gm2_2017_0.20cm",25.86,"aa"
"Magnesium",257,"gm2_2017_0.20cm",25.84,"aa"
"Magnesium",259,"gm2_2017_0.20cm",15.56,"aa"
"Magnesium",265,"gm2_2017_0.20cm",27.82,"aa"
"Magnesium",266,"gm2_2017_0.20cm",22.06,"aa"
"Magnesium",267,"gm2_2017_0.20cm",21.93,"aa"
"Magnesium",268,"gm2_2017_0.20cm",25.71,"aa"
"Magnesium",273,"gm2_2017_0.20cm",30.17,"aa"
"Magnesium",278,"gm2_2017_0.20cm",22.79,"aa"
"Magnesium",280,"gm2_2017_0.20cm",20.48,"aa"
"Magnesium",282,"gm2_2017_0.20cm",14.97,"aa"
"Magnesium",283,"gm2_2017_0.20cm",17.53,"aa"
"Magnesium",286,"gm2_2017_0.20cm",20.08,"aa"
"Magnesium",287,"gm2_2017_0.20cm",17.88,"aa"
"Magnesium",290,"gm2_2017_0.20cm",18.76,"aa"
"Magnesium",291,"gm2_2017_0.20cm",15.29,"aa"
"Magnesium",292,"gm2_2017_0.20cm",29.57,"aa"
"Magnesium",293,"gm2_2017_0.20cm",29.83,"aa"
"Magnesium",299,"gm2_2017_0.20cm",22.43,"aa"
"Magnesium",300,"gm2_2017_0.20cm",23.21,"aa"
"Magnesium",301,"gm2_2017_0.20cm",25.6,"aa"
"Magnesium",302,"gm2_2017_0.20cm",29.66,"aa"
"Magnesium",303,"gm2_2017_0.20cm",29.58,"aa"
"Magnesium",304,"gm2_2017_0.20cm",22.66,"aa"
"Magnesium",307,"gm2_2017_0.20cm",27.87,"aa"
"Magnesium",308,"gm2_2017_0.20cm",21.26,"aa"
"Magnesium",311,"gm2_2017_0.20cm",15.17,"aa"
"Magnesium",313,"gm2_2017_0.20cm",18.53,"aa"
"Magnesium",318,"gm2_2017_0.20cm",23.31,"aa"
"Magnesium",324,"gm2_2017_0.20cm",19.89,"aa"
"Magnesium",325,"gm2_2017_0.20cm",23.9,"aa"
"Magnesium",328,"gm2_2017_0.20cm",20.88,"aa"
"Magnesium",329,"gm2_2017_0.20cm",24.18,"aa"
"Magnesium",330,"gm2_2017_0.20cm",22.08,"aa"
"Magnesium",331,"gm2_2017_0.20cm",28.77,"aa"
"Magnesium",334,"gm2_2017_0.20cm",12.13,"aa"
"Magnesium",335,"gm2_2017_0.20cm",12.18,"aa"
"Magnesium",336,"gm2_2017_0.20cm",25.11,"aa"
"Magnesium",338,"gm2_2017_0.20cm",17.96,"aa"
"Magnesium",339,"gm2_2017_0.20cm",30.07,"aa"
"Magnesium",342,"gm2_2017_0.20cm",29.11,"aa"
"Magnesium",2,"soil_rawdiffgm2_0.20cm",-0.59,"aa"
"Magnesium",3,"soil_rawdiffgm2_0.20cm",-8.72,"aa"
"Magnesium",5,"soil_rawdiffgm2_0.20cm",8.47,"aa"
"Magnesium",6,"soil_rawdiffgm2_0.20cm",4.92,"aa"
"Magnesium",9,"soil_rawdiffgm2_0.20cm",11.7,"aa"
"Magnesium",11,"soil_rawdiffgm2_0.20cm",-0.56,"aa"
"Magnesium",12,"soil_rawdiffgm2_0.20cm",5.73,"aa"
"Magnesium",14,"soil_rawdiffgm2_0.20cm",1.42,"aa"
"Magnesium",15,"soil_rawdiffgm2_0.20cm",6.67,"aa"
"Magnesium",16,"soil_rawdiffgm2_0.20cm",-5.01,"aa"
"Magnesium",20,"soil_rawdiffgm2_0.20cm",-1.76,"aa"
"Magnesium",22,"soil_rawdiffgm2_0.20cm",2.45,"aa"
"Magnesium",24,"soil_rawdiffgm2_0.20cm",4.29,"aa"
"Magnesium",26,"soil_rawdiffgm2_0.20cm",-1.68,"aa"
"Magnesium",27,"soil_rawdiffgm2_0.20cm",3.96,"aa"
"Magnesium",28,"soil_rawdiffgm2_0.20cm",0.75,"aa"
"Magnesium",29,"soil_rawdiffgm2_0.20cm",4.91,"aa"
"Magnesium",30,"soil_rawdiffgm2_0.20cm",12.37,"aa"
"Magnesium",31,"soil_rawdiffgm2_0.20cm",5.02,"aa"
"Magnesium",33,"soil_rawdiffgm2_0.20cm",8.7,"aa"
"Magnesium",34,"soil_rawdiffgm2_0.20cm",12.92,"aa"
"Magnesium",35,"soil_rawdiffgm2_0.20cm",11.05,"aa"
"Magnesium",44,"soil_rawdiffgm2_0.20cm",8.63,"aa"
"Magnesium",45,"soil_rawdiffgm2_0.20cm",5.93,"aa"
"Magnesium",46,"soil_rawdiffgm2_0.20cm",12.75,"aa"
"Magnesium",48,"soil_rawdiffgm2_0.20cm",8.6,"aa"
"Magnesium",50,"soil_rawdiffgm2_0.20cm",-1.88,"aa"
"Magnesium",53,"soil_rawdiffgm2_0.20cm",4.3,"aa"
"Magnesium",56,"soil_rawdiffgm2_0.20cm",0.5,"aa"
"Magnesium",57,"soil_rawdiffgm2_0.20cm",4.18,"aa"
"Magnesium",58,"soil_rawdiffgm2_0.20cm",-2.17,"aa"
"Magnesium",62,"soil_rawdiffgm2_0.20cm",1.6,"aa"
"Magnesium",67,"soil_rawdiffgm2_0.20cm",14.23,"aa"
"Magnesium",68,"soil_rawdiffgm2_0.20cm",11.21,"aa"
"Magnesium",69,"soil_rawdiffgm2_0.20cm",4.88,"aa"
"Magnesium",70,"soil_rawdiffgm2_0.20cm",14.92,"aa"
"Magnesium",74,"soil_rawdiffgm2_0.20cm",7.22,"aa"
"Magnesium",75,"soil_rawdiffgm2_0.20cm",-1.12,"aa"
"Magnesium",81,"soil_rawdiffgm2_0.20cm",8.87,"aa"
"Magnesium",82,"soil_rawdiffgm2_0.20cm",13.02,"aa"
"Magnesium",83,"soil_rawdiffgm2_0.20cm",14.24,"aa"
"Magnesium",87,"soil_rawdiffgm2_0.20cm",1.97,"aa"
"Magnesium",89,"soil_rawdiffgm2_0.20cm",10.09,"aa"
"Magnesium",92,"soil_rawdiffgm2_0.20cm",-0.82,"aa"
"Magnesium",93,"soil_rawdiffgm2_0.20cm",7.57,"aa"
"Magnesium",94,"soil_rawdiffgm2_0.20cm",0.55,"aa"
"Magnesium",98,"soil_rawdiffgm2_0.20cm",4.31,"aa"
"Magnesium",104,"soil_rawdiffgm2_0.20cm",9.05,"aa"
"Magnesium",107,"soil_rawdiffgm2_0.20cm",9.69,"aa"
"Magnesium",108,"soil_rawdiffgm2_0.20cm",16.94,"aa"
"Magnesium",109,"soil_rawdiffgm2_0.20cm",5.09,"aa"
"Magnesium",110,"soil_rawdiffgm2_0.20cm",10.73,"aa"
"Magnesium",111,"soil_rawdiffgm2_0.20cm",5.33,"aa"
"Magnesium",115,"soil_rawdiffgm2_0.20cm",-2.58,"aa"
"Magnesium",117,"soil_rawdiffgm2_0.20cm",6.67,"aa"
"Magnesium",118,"soil_rawdiffgm2_0.20cm",3.76,"aa"
"Magnesium",125,"soil_rawdiffgm2_0.20cm",0.86,"aa"
"Magnesium",129,"soil_rawdiffgm2_0.20cm",3.46,"aa"
"Magnesium",130,"soil_rawdiffgm2_0.20cm",1.58,"aa"
"Magnesium",133,"soil_rawdiffgm2_0.20cm",-3.53,"aa"
"Magnesium",135,"soil_rawdiffgm2_0.20cm",-1.5,"aa"
"Magnesium",136,"soil_rawdiffgm2_0.20cm",8.23,"aa"
"Magnesium",137,"soil_rawdiffgm2_0.20cm",0.6,"aa"
"Magnesium",138,"soil_rawdiffgm2_0.20cm",2.23,"aa"
"Magnesium",139,"soil_rawdiffgm2_0.20cm",5.16,"aa"
"Magnesium",142,"soil_rawdiffgm2_0.20cm",2.82,"aa"
"Magnesium",146,"soil_rawdiffgm2_0.20cm",7.69,"aa"
"Magnesium",149,"soil_rawdiffgm2_0.20cm",3.63,"aa"
"Magnesium",156,"soil_rawdiffgm2_0.20cm",2.94,"aa"
"Magnesium",157,"soil_rawdiffgm2_0.20cm",5.06,"aa"
"Magnesium",160,"soil_rawdiffgm2_0.20cm",11.92,"aa"
"Magnesium",163,"soil_rawdiffgm2_0.20cm",-2.1,"aa"
"Magnesium",164,"soil_rawdiffgm2_0.20cm",-1.67,"aa"
"Magnesium",165,"soil_rawdiffgm2_0.20cm",-3.2,"aa"
"Magnesium",167,"soil_rawdiffgm2_0.20cm",2.62,"aa"
"Magnesium",168,"soil_rawdiffgm2_0.20cm",-0.94,"aa"
"Magnesium",169,"soil_rawdiffgm2_0.20cm",7.41,"aa"
"Magnesium",170,"soil_rawdiffgm2_0.20cm",0.74,"aa"
