"nut","Plot","type","val","extract"
"Magnesium",171,"soil_rawdiffgm2_0.20cm",3.94,"aa"
"Magnesium",174,"soil_rawdiffgm2_0.20cm",7.91,"aa"
"Magnesium",175,"soil_rawdiffgm2_0.20cm",9.7,"aa"
"Magnesium",176,"soil_rawdiffgm2_0.20cm",0.75,"aa"
"Magnesium",177,"soil_rawdiffgm2_0.20cm",3.19,"aa"
"Magnesium",178,"soil_rawdiffgm2_0.20cm",0.44,"aa"
"Magnesium",185,"soil_rawdiffgm2_0.20cm",2.6,"aa"
"Magnesium",186,"soil_rawdiffgm2_0.20cm",12.91,"aa"
"Magnesium",190,"soil_rawdiffgm2_0.20cm",1.62,"aa"
"Magnesium",193,"soil_rawdiffgm2_0.20cm",10.78,"aa"
"Magnesium",197,"soil_rawdiffgm2_0.20cm",6.04,"aa"
"Magnesium",199,"soil_rawdiffgm2_0.20cm",17.72,"aa"
"Magnesium",201,"soil_rawdiffgm2_0.20cm",-0.29,"aa"
"Magnesium",202,"soil_rawdiffgm2_0.20cm",6.77,"aa"
"Magnesium",205,"soil_rawdiffgm2_0.20cm",0.41,"aa"
"Magnesium",206,"soil_rawdiffgm2_0.20cm",7.22,"aa"
"Magnesium",208,"soil_rawdiffgm2_0.20cm",1.2,"aa"
"Magnesium",210,"soil_rawdiffgm2_0.20cm",4.71,"aa"
"Magnesium",211,"soil_rawdiffgm2_0.20cm",-1.28,"aa"
"Magnesium",213,"soil_rawdiffgm2_0.20cm",0,"aa"
"Magnesium",220,"soil_rawdiffgm2_0.20cm",11.43,"aa"
"Magnesium",223,"soil_rawdiffgm2_0.20cm",5.16,"aa"
"Magnesium",224,"soil_rawdiffgm2_0.20cm",4.75,"aa"
"Magnesium",225,"soil_rawdiffgm2_0.20cm",0.6,"aa"
"Magnesium",227,"soil_rawdiffgm2_0.20cm",2.27,"aa"
"Magnesium",229,"soil_rawdiffgm2_0.20cm",4.04,"aa"
"Magnesium",230,"soil_rawdiffgm2_0.20cm",-0.89,"aa"
"Magnesium",232,"soil_rawdiffgm2_0.20cm",10.06,"aa"
"Magnesium",233,"soil_rawdiffgm2_0.20cm",8.28,"aa"
"Magnesium",234,"soil_rawdiffgm2_0.20cm",14.91,"aa"
"Magnesium",235,"soil_rawdiffgm2_0.20cm",14.74,"aa"
"Magnesium",236,"soil_rawdiffgm2_0.20cm",8.24,"aa"
"Magnesium",237,"soil_rawdiffgm2_0.20cm",4.75,"aa"
"Magnesium",239,"soil_rawdiffgm2_0.20cm",5.27,"aa"
"Magnesium",242,"soil_rawdiffgm2_0.20cm",5.16,"aa"
"Magnesium",253,"soil_rawdiffgm2_0.20cm",1.89,"aa"
"Magnesium",257,"soil_rawdiffgm2_0.20cm",15.42,"aa"
"Magnesium",259,"soil_rawdiffgm2_0.20cm",7.78,"aa"
"Magnesium",265,"soil_rawdiffgm2_0.20cm",5.7,"aa"
"Magnesium",266,"soil_rawdiffgm2_0.20cm",5.25,"aa"
"Magnesium",267,"soil_rawdiffgm2_0.20cm",1.46,"aa"
"Magnesium",268,"soil_rawdiffgm2_0.20cm",1.7,"aa"
"Magnesium",273,"soil_rawdiffgm2_0.20cm",18.42,"aa"
"Magnesium",278,"soil_rawdiffgm2_0.20cm",-6.25,"aa"
"Magnesium",280,"soil_rawdiffgm2_0.20cm",-7.58,"aa"
"Magnesium",282,"soil_rawdiffgm2_0.20cm",-1.7,"aa"
"Magnesium",283,"soil_rawdiffgm2_0.20cm",-1.8,"aa"
"Magnesium",286,"soil_rawdiffgm2_0.20cm",-0.32,"aa"
"Magnesium",287,"soil_rawdiffgm2_0.20cm",0.58,"aa"
"Magnesium",290,"soil_rawdiffgm2_0.20cm",5.47,"aa"
"Magnesium",291,"soil_rawdiffgm2_0.20cm",-1.46,"aa"
"Magnesium",292,"soil_rawdiffgm2_0.20cm",10.28,"aa"
"Magnesium",293,"soil_rawdiffgm2_0.20cm",2.1,"aa"
"Magnesium",299,"soil_rawdiffgm2_0.20cm",14.57,"aa"
"Magnesium",300,"soil_rawdiffgm2_0.20cm",12.38,"aa"
"Magnesium",301,"soil_rawdiffgm2_0.20cm",6.43,"aa"
"Magnesium",302,"soil_rawdiffgm2_0.20cm",0.42,"aa"
"Magnesium",303,"soil_rawdiffgm2_0.20cm",8.4,"aa"
"Magnesium",304,"soil_rawdiffgm2_0.20cm",1.22,"aa"
"Magnesium",307,"soil_rawdiffgm2_0.20cm",8.66,"aa"
"Magnesium",308,"soil_rawdiffgm2_0.20cm",5.89,"aa"
"Magnesium",311,"soil_rawdiffgm2_0.20cm",5.56,"aa"
"Magnesium",313,"soil_rawdiffgm2_0.20cm",12.65,"aa"
"Magnesium",318,"soil_rawdiffgm2_0.20cm",5.73,"aa"
"Magnesium",324,"soil_rawdiffgm2_0.20cm",-1.35,"aa"
"Magnesium",325,"soil_rawdiffgm2_0.20cm",2.45,"aa"
"Magnesium",328,"soil_rawdiffgm2_0.20cm",6.83,"aa"
"Magnesium",329,"soil_rawdiffgm2_0.20cm",5.77,"aa"
"Magnesium",330,"soil_rawdiffgm2_0.20cm",-6.38,"aa"
"Magnesium",331,"soil_rawdiffgm2_0.20cm",4.71,"aa"
"Magnesium",334,"soil_rawdiffgm2_0.20cm",5.75,"aa"
"Magnesium",335,"soil_rawdiffgm2_0.20cm",5.99,"aa"
"Magnesium",336,"soil_rawdiffgm2_0.20cm",15.47,"aa"
"Magnesium",338,"soil_rawdiffgm2_0.20cm",7.35,"aa"
"Magnesium",339,"soil_rawdiffgm2_0.20cm",11.59,"aa"
"Magnesium",342,"soil_rawdiffgm2_0.20cm",10.88,"aa"
"Potassium",2,"gm2_1994_0.20cm",9.18,"aa"
"Potassium",3,"gm2_1994_0.20cm",12.67,"aa"
"Potassium",5,"gm2_1994_0.20cm",9.97,"aa"
"Potassium",6,"gm2_1994_0.20cm",7.31,"aa"
"Potassium",9,"gm2_1994_0.20cm",10.23,"aa"
"Potassium",11,"gm2_1994_0.20cm",7.02,"aa"
"Potassium",12,"gm2_1994_0.20cm",8.69,"aa"
"Potassium",14,"gm2_1994_0.20cm",15.82,"aa"
"Potassium",15,"gm2_1994_0.20cm",9.02,"aa"
"Potassium",16,"gm2_1994_0.20cm",13.51,"aa"
"Potassium",20,"gm2_1994_0.20cm",5.59,"aa"
"Potassium",22,"gm2_1994_0.20cm",7.8,"aa"
"Potassium",24,"gm2_1994_0.20cm",10.78,"aa"
"Potassium",26,"gm2_1994_0.20cm",8.47,"aa"
"Potassium",27,"gm2_1994_0.20cm",6.73,"aa"
"Potassium",28,"gm2_1994_0.20cm",10.1,"aa"
"Potassium",29,"gm2_1994_0.20cm",9.67,"aa"
"Potassium",30,"gm2_1994_0.20cm",9.14,"aa"
"Potassium",31,"gm2_1994_0.20cm",7.21,"aa"
"Potassium",33,"gm2_1994_0.20cm",7.71,"aa"
"Potassium",34,"gm2_1994_0.20cm",8.19,"aa"
"Potassium",35,"gm2_1994_0.20cm",9.37,"aa"
"Potassium",44,"gm2_1994_0.20cm",8.03,"aa"
"Potassium",45,"gm2_1994_0.20cm",8.2,"aa"
"Potassium",46,"gm2_1994_0.20cm",8.93,"aa"
"Potassium",48,"gm2_1994_0.20cm",12.14,"aa"
"Potassium",50,"gm2_1994_0.20cm",10.03,"aa"
"Potassium",53,"gm2_1994_0.20cm",9.35,"aa"
"Potassium",56,"gm2_1994_0.20cm",11.33,"aa"
"Potassium",57,"gm2_1994_0.20cm",9.14,"aa"
"Potassium",58,"gm2_1994_0.20cm",9.98,"aa"
"Potassium",62,"gm2_1994_0.20cm",8.77,"aa"
"Potassium",67,"gm2_1994_0.20cm",9.15,"aa"
"Potassium",68,"gm2_1994_0.20cm",8.94,"aa"
"Potassium",69,"gm2_1994_0.20cm",8.6,"aa"
"Potassium",70,"gm2_1994_0.20cm",7.55,"aa"
"Potassium",74,"gm2_1994_0.20cm",11.76,"aa"
"Potassium",75,"gm2_1994_0.20cm",7.25,"aa"
"Potassium",81,"gm2_1994_0.20cm",7.19,"aa"
"Potassium",82,"gm2_1994_0.20cm",7.27,"aa"
"Potassium",83,"gm2_1994_0.20cm",9.01,"aa"
"Potassium",87,"gm2_1994_0.20cm",12.97,"aa"
"Potassium",89,"gm2_1994_0.20cm",11.19,"aa"
"Potassium",92,"gm2_1994_0.20cm",9.93,"aa"
"Potassium",93,"gm2_1994_0.20cm",13.37,"aa"
"Potassium",94,"gm2_1994_0.20cm",9.79,"aa"
"Potassium",98,"gm2_1994_0.20cm",11.25,"aa"
"Potassium",104,"gm2_1994_0.20cm",10.81,"aa"
"Potassium",107,"gm2_1994_0.20cm",7.29,"aa"
"Potassium",108,"gm2_1994_0.20cm",6.51,"aa"
"Potassium",109,"gm2_1994_0.20cm",8.68,"aa"
"Potassium",110,"gm2_1994_0.20cm",10.15,"aa"
"Potassium",111,"gm2_1994_0.20cm",11.88,"aa"
"Potassium",115,"gm2_1994_0.20cm",6.86,"aa"
"Potassium",117,"gm2_1994_0.20cm",9.38,"aa"
"Potassium",118,"gm2_1994_0.20cm",8.08,"aa"
"Potassium",125,"gm2_1994_0.20cm",9.91,"aa"
"Potassium",129,"gm2_1994_0.20cm",10.77,"aa"
"Potassium",130,"gm2_1994_0.20cm",10.61,"aa"
"Potassium",133,"gm2_1994_0.20cm",8.98,"aa"
"Potassium",135,"gm2_1994_0.20cm",10.43,"aa"
"Potassium",136,"gm2_1994_0.20cm",12.77,"aa"
"Potassium",137,"gm2_1994_0.20cm",9.86,"aa"
"Potassium",138,"gm2_1994_0.20cm",19.35,"aa"
"Potassium",139,"gm2_1994_0.20cm",15.23,"aa"
"Potassium",142,"gm2_1994_0.20cm",9.77,"aa"
"Potassium",146,"gm2_1994_0.20cm",7.5,"aa"
"Potassium",149,"gm2_1994_0.20cm",10.2,"aa"
"Potassium",156,"gm2_1994_0.20cm",5.56,"aa"
"Potassium",157,"gm2_1994_0.20cm",7.61,"aa"
"Potassium",160,"gm2_1994_0.20cm",8.59,"aa"
"Potassium",163,"gm2_1994_0.20cm",12.54,"aa"
"Potassium",164,"gm2_1994_0.20cm",10.39,"aa"
"Potassium",165,"gm2_1994_0.20cm",8.59,"aa"
"Potassium",167,"gm2_1994_0.20cm",7.84,"aa"
"Potassium",168,"gm2_1994_0.20cm",7.26,"aa"
"Potassium",169,"gm2_1994_0.20cm",7.58,"aa"
"Potassium",170,"gm2_1994_0.20cm",7.46,"aa"
"Potassium",171,"gm2_1994_0.20cm",8.89,"aa"
"Potassium",174,"gm2_1994_0.20cm",8.43,"aa"
"Potassium",175,"gm2_1994_0.20cm",9.33,"aa"
"Potassium",176,"gm2_1994_0.20cm",9.3,"aa"
"Potassium",177,"gm2_1994_0.20cm",11.75,"aa"
"Potassium",178,"gm2_1994_0.20cm",17.5,"aa"
"Potassium",185,"gm2_1994_0.20cm",12.35,"aa"
"Potassium",186,"gm2_1994_0.20cm",13.78,"aa"
"Potassium",190,"gm2_1994_0.20cm",10.01,"aa"
"Potassium",193,"gm2_1994_0.20cm",7.34,"aa"
"Potassium",197,"gm2_1994_0.20cm",8.35,"aa"
"Potassium",199,"gm2_1994_0.20cm",7.03,"aa"
"Potassium",201,"gm2_1994_0.20cm",9.05,"aa"
"Potassium",202,"gm2_1994_0.20cm",10.77,"aa"
"Potassium",205,"gm2_1994_0.20cm",10.15,"aa"
"Potassium",206,"gm2_1994_0.20cm",8.88,"aa"
"Potassium",208,"gm2_1994_0.20cm",10.1,"aa"
"Potassium",210,"gm2_1994_0.20cm",9.52,"aa"
"Potassium",211,"gm2_1994_0.20cm",9.65,"aa"
"Potassium",213,"gm2_1994_0.20cm",7.53,"aa"
"Potassium",220,"gm2_1994_0.20cm",6.87,"aa"
"Potassium",223,"gm2_1994_0.20cm",7.46,"aa"
"Potassium",224,"gm2_1994_0.20cm",10.1,"aa"
"Potassium",225,"gm2_1994_0.20cm",8.92,"aa"
"Potassium",227,"gm2_1994_0.20cm",10.88,"aa"
"Potassium",229,"gm2_1994_0.20cm",7.73,"aa"
"Potassium",230,"gm2_1994_0.20cm",7.62,"aa"
"Potassium",232,"gm2_1994_0.20cm",6.58,"aa"
"Potassium",233,"gm2_1994_0.20cm",9.62,"aa"
"Potassium",234,"gm2_1994_0.20cm",8.03,"aa"
"Potassium",235,"gm2_1994_0.20cm",6.42,"aa"
"Potassium",236,"gm2_1994_0.20cm",7.13,"aa"
"Potassium",237,"gm2_1994_0.20cm",8.88,"aa"
"Potassium",239,"gm2_1994_0.20cm",8.54,"aa"
"Potassium",242,"gm2_1994_0.20cm",11.24,"aa"
"Potassium",253,"gm2_1994_0.20cm",8.75,"aa"
"Potassium",257,"gm2_1994_0.20cm",7.37,"aa"
"Potassium",259,"gm2_1994_0.20cm",8.83,"aa"
"Potassium",265,"gm2_1994_0.20cm",9.66,"aa"
"Potassium",266,"gm2_1994_0.20cm",8.25,"aa"
"Potassium",267,"gm2_1994_0.20cm",11.04,"aa"
"Potassium",268,"gm2_1994_0.20cm",12.61,"aa"
"Potassium",273,"gm2_1994_0.20cm",11.81,"aa"
"Potassium",278,"gm2_1994_0.20cm",7.82,"aa"
"Potassium",280,"gm2_1994_0.20cm",8.81,"aa"
"Potassium",282,"gm2_1994_0.20cm",7.93,"aa"
"Potassium",283,"gm2_1994_0.20cm",6.98,"aa"
"Potassium",286,"gm2_1994_0.20cm",6.79,"aa"
"Potassium",287,"gm2_1994_0.20cm",6.13,"aa"
"Potassium",290,"gm2_1994_0.20cm",8.81,"aa"
"Potassium",291,"gm2_1994_0.20cm",10.39,"aa"
"Potassium",292,"gm2_1994_0.20cm",9.78,"aa"
"Potassium",293,"gm2_1994_0.20cm",7.36,"aa"
"Potassium",299,"gm2_1994_0.20cm",6.37,"aa"
"Potassium",300,"gm2_1994_0.20cm",8.59,"aa"
"Potassium",301,"gm2_1994_0.20cm",8.9,"aa"
"Potassium",302,"gm2_1994_0.20cm",7.43,"aa"
"Potassium",303,"gm2_1994_0.20cm",6.59,"aa"
"Potassium",304,"gm2_1994_0.20cm",6.11,"aa"
"Potassium",307,"gm2_1994_0.20cm",6.77,"aa"
"Potassium",308,"gm2_1994_0.20cm",8.1,"aa"
"Potassium",311,"gm2_1994_0.20cm",5.72,"aa"
"Potassium",313,"gm2_1994_0.20cm",6.53,"aa"
"Potassium",318,"gm2_1994_0.20cm",6.68,"aa"
"Potassium",324,"gm2_1994_0.20cm",6.78,"aa"
"Potassium",325,"gm2_1994_0.20cm",8,"aa"
"Potassium",328,"gm2_1994_0.20cm",6.23,"aa"
"Potassium",329,"gm2_1994_0.20cm",6.12,"aa"
"Potassium",330,"gm2_1994_0.20cm",5.25,"aa"
"Potassium",331,"gm2_1994_0.20cm",7.48,"aa"
"Potassium",334,"gm2_1994_0.20cm",7.02,"aa"
"Potassium",335,"gm2_1994_0.20cm",6.07,"aa"
"Potassium",336,"gm2_1994_0.20cm",5.94,"aa"
"Potassium",338,"gm2_1994_0.20cm",8.22,"aa"
"Potassium",339,"gm2_1994_0.20cm",7.04,"aa"
"Potassium",342,"gm2_1994_0.20cm",7.07,"aa"
"Potassium",2,"gm2_2017_0.20cm",6.66,"aa"
"Potassium",3,"gm2_2017_0.20cm",6.71,"aa"
"Potassium",5,"gm2_2017_0.20cm",7.54,"aa"
"Potassium",6,"gm2_2017_0.20cm",7.03,"aa"
"Potassium",9,"gm2_2017_0.20cm",14.02,"aa"
"Potassium",11,"gm2_2017_0.20cm",9.69,"aa"
"Potassium",12,"gm2_2017_0.20cm",14.27,"aa"
"Potassium",14,"gm2_2017_0.20cm",7.32,"aa"
"Potassium",15,"gm2_2017_0.20cm",10.42,"aa"
"Potassium",16,"gm2_2017_0.20cm",5.31,"aa"
"Potassium",20,"gm2_2017_0.20cm",6.14,"aa"
"Potassium",22,"gm2_2017_0.20cm",9.53,"aa"
"Potassium",24,"gm2_2017_0.20cm",8.11,"aa"
"Potassium",26,"gm2_2017_0.20cm",10.47,"aa"
"Potassium",27,"gm2_2017_0.20cm",12.07,"aa"
"Potassium",28,"gm2_2017_0.20cm",8.72,"aa"
"Potassium",29,"gm2_2017_0.20cm",5.62,"aa"
"Potassium",30,"gm2_2017_0.20cm",13.54,"aa"
"Potassium",31,"gm2_2017_0.20cm",7.31,"aa"
"Potassium",33,"gm2_2017_0.20cm",11.38,"aa"
"Potassium",34,"gm2_2017_0.20cm",16.53,"aa"
"Potassium",35,"gm2_2017_0.20cm",13.6,"aa"
"Potassium",44,"gm2_2017_0.20cm",9.81,"aa"
"Potassium",45,"gm2_2017_0.20cm",7.99,"aa"
"Potassium",46,"gm2_2017_0.20cm",14.14,"aa"
"Potassium",48,"gm2_2017_0.20cm",9.42,"aa"
"Potassium",50,"gm2_2017_0.20cm",10.15,"aa"
"Potassium",53,"gm2_2017_0.20cm",8.9,"aa"
"Potassium",56,"gm2_2017_0.20cm",14.49,"aa"
"Potassium",57,"gm2_2017_0.20cm",10.52,"aa"
"Potassium",58,"gm2_2017_0.20cm",7.35,"aa"
"Potassium",62,"gm2_2017_0.20cm",10.87,"aa"
"Potassium",67,"gm2_2017_0.20cm",16.27,"aa"
"Potassium",68,"gm2_2017_0.20cm",14.87,"aa"
"Potassium",69,"gm2_2017_0.20cm",5.77,"aa"
"Potassium",70,"gm2_2017_0.20cm",15.19,"aa"
"Potassium",74,"gm2_2017_0.20cm",12.4,"aa"
"Potassium",75,"gm2_2017_0.20cm",7.53,"aa"
"Potassium",81,"gm2_2017_0.20cm",9.47,"aa"
"Potassium",82,"gm2_2017_0.20cm",15.7,"aa"
"Potassium",83,"gm2_2017_0.20cm",8,"aa"
"Potassium",87,"gm2_2017_0.20cm",9.04,"aa"
"Potassium",89,"gm2_2017_0.20cm",14.55,"aa"
"Potassium",92,"gm2_2017_0.20cm",11.16,"aa"
"Potassium",93,"gm2_2017_0.20cm",14.85,"aa"
"Potassium",94,"gm2_2017_0.20cm",7.13,"aa"
"Potassium",98,"gm2_2017_0.20cm",13.99,"aa"
"Potassium",104,"gm2_2017_0.20cm",16.88,"aa"
"Potassium",107,"gm2_2017_0.20cm",12.84,"aa"
"Potassium",108,"gm2_2017_0.20cm",15.91,"aa"
"Potassium",109,"gm2_2017_0.20cm",8.83,"aa"
"Potassium",110,"gm2_2017_0.20cm",12.14,"aa"
"Potassium",111,"gm2_2017_0.20cm",10.13,"aa"
"Potassium",115,"gm2_2017_0.20cm",7.4,"aa"
"Potassium",117,"gm2_2017_0.20cm",10.15,"aa"
"Potassium",118,"gm2_2017_0.20cm",8.01,"aa"
"Potassium",125,"gm2_2017_0.20cm",11.14,"aa"
"Potassium",129,"gm2_2017_0.20cm",8.55,"aa"
"Potassium",130,"gm2_2017_0.20cm",12.51,"aa"
"Potassium",133,"gm2_2017_0.20cm",8.04,"aa"
"Potassium",135,"gm2_2017_0.20cm",8.49,"aa"
"Potassium",136,"gm2_2017_0.20cm",14.5,"aa"
"Potassium",137,"gm2_2017_0.20cm",5.35,"aa"
"Potassium",138,"gm2_2017_0.20cm",8.06,"aa"
"Potassium",139,"gm2_2017_0.20cm",12.28,"aa"
"Potassium",142,"gm2_2017_0.20cm",7.75,"aa"
"Potassium",146,"gm2_2017_0.20cm",9.52,"aa"
"Potassium",149,"gm2_2017_0.20cm",11.96,"aa"
"Potassium",156,"gm2_2017_0.20cm",9.74,"aa"
"Potassium",157,"gm2_2017_0.20cm",7,"aa"
"Potassium",160,"gm2_2017_0.20cm",16.17,"aa"
"Potassium",163,"gm2_2017_0.20cm",7.47,"aa"
"Potassium",164,"gm2_2017_0.20cm",13.29,"aa"
"Potassium",165,"gm2_2017_0.20cm",8.96,"aa"
"Potassium",167,"gm2_2017_0.20cm",6.37,"aa"
"Potassium",168,"gm2_2017_0.20cm",7.94,"aa"
"Potassium",169,"gm2_2017_0.20cm",14.53,"aa"
"Potassium",170,"gm2_2017_0.20cm",8.18,"aa"
"Potassium",171,"gm2_2017_0.20cm",9.71,"aa"
"Potassium",174,"gm2_2017_0.20cm",15.27,"aa"
"Potassium",175,"gm2_2017_0.20cm",14.89,"aa"
"Potassium",176,"gm2_2017_0.20cm",8.56,"aa"
"Potassium",177,"gm2_2017_0.20cm",12.12,"aa"
"Potassium",178,"gm2_2017_0.20cm",11.43,"aa"
"Potassium",185,"gm2_2017_0.20cm",5.22,"aa"
"Potassium",186,"gm2_2017_0.20cm",15.02,"aa"
"Potassium",190,"gm2_2017_0.20cm",6.39,"aa"
"Potassium",193,"gm2_2017_0.20cm",15.75,"aa"
"Potassium",197,"gm2_2017_0.20cm",8.33,"aa"
"Potassium",199,"gm2_2017_0.20cm",14.42,"aa"
"Potassium",201,"gm2_2017_0.20cm",13.34,"aa"
"Potassium",202,"gm2_2017_0.20cm",15.79,"aa"
"Potassium",205,"gm2_2017_0.20cm",8.88,"aa"
"Potassium",206,"gm2_2017_0.20cm",13.6,"aa"
"Potassium",208,"gm2_2017_0.20cm",14.78,"aa"
"Potassium",210,"gm2_2017_0.20cm",12.14,"aa"
"Potassium",211,"gm2_2017_0.20cm",8.95,"aa"
"Potassium",213,"gm2_2017_0.20cm",10.63,"aa"
"Potassium",220,"gm2_2017_0.20cm",14.19,"aa"
"Potassium",223,"gm2_2017_0.20cm",7.25,"aa"
"Potassium",224,"gm2_2017_0.20cm",10.02,"aa"
"Potassium",225,"gm2_2017_0.20cm",11.63,"aa"
"Potassium",227,"gm2_2017_0.20cm",13.95,"aa"
"Potassium",229,"gm2_2017_0.20cm",9.87,"aa"
"Potassium",230,"gm2_2017_0.20cm",6.59,"aa"
"Potassium",232,"gm2_2017_0.20cm",15.28,"aa"
"Potassium",233,"gm2_2017_0.20cm",11.28,"aa"
"Potassium",234,"gm2_2017_0.20cm",14.31,"aa"
"Potassium",235,"gm2_2017_0.20cm",15.51,"aa"
"Potassium",236,"gm2_2017_0.20cm",8.93,"aa"
"Potassium",237,"gm2_2017_0.20cm",7.33,"aa"
"Potassium",239,"gm2_2017_0.20cm",13.45,"aa"
"Potassium",242,"gm2_2017_0.20cm",13.37,"aa"
"Potassium",253,"gm2_2017_0.20cm",15.38,"aa"
"Potassium",257,"gm2_2017_0.20cm",14.04,"aa"
"Potassium",259,"gm2_2017_0.20cm",15.44,"aa"
"Potassium",265,"gm2_2017_0.20cm",8.92,"aa"
"Potassium",266,"gm2_2017_0.20cm",11.84,"aa"
"Potassium",267,"gm2_2017_0.20cm",6.55,"aa"
"Potassium",268,"gm2_2017_0.20cm",7.86,"aa"
"Potassium",273,"gm2_2017_0.20cm",23.86,"aa"
"Potassium",278,"gm2_2017_0.20cm",6.17,"aa"
"Potassium",280,"gm2_2017_0.20cm",7.85,"aa"
"Potassium",282,"gm2_2017_0.20cm",6.56,"aa"
"Potassium",283,"gm2_2017_0.20cm",7.06,"aa"
"Potassium",286,"gm2_2017_0.20cm",8.85,"aa"
"Potassium",287,"gm2_2017_0.20cm",7.18,"aa"
"Potassium",290,"gm2_2017_0.20cm",7.47,"aa"
"Potassium",291,"gm2_2017_0.20cm",4.91,"aa"
"Potassium",292,"gm2_2017_0.20cm",15.32,"aa"
"Potassium",293,"gm2_2017_0.20cm",15.55,"aa"
"Potassium",299,"gm2_2017_0.20cm",14.58,"aa"
"Potassium",300,"gm2_2017_0.20cm",14.44,"aa"
"Potassium",301,"gm2_2017_0.20cm",11.75,"aa"
"Potassium",302,"gm2_2017_0.20cm",10.26,"aa"
"Potassium",303,"gm2_2017_0.20cm",14.48,"aa"
"Potassium",304,"gm2_2017_0.20cm",6.41,"aa"
"Potassium",307,"gm2_2017_0.20cm",10.86,"aa"
"Potassium",308,"gm2_2017_0.20cm",5.68,"aa"
"Potassium",311,"gm2_2017_0.20cm",7.6,"aa"
"Potassium",313,"gm2_2017_0.20cm",12.48,"aa"
"Potassium",318,"gm2_2017_0.20cm",12.89,"aa"
"Potassium",324,"gm2_2017_0.20cm",5.24,"aa"
"Potassium",325,"gm2_2017_0.20cm",8.7,"aa"
"Potassium",328,"gm2_2017_0.20cm",10.42,"aa"
"Potassium",329,"gm2_2017_0.20cm",12.48,"aa"
"Potassium",330,"gm2_2017_0.20cm",5.91,"aa"
"Potassium",331,"gm2_2017_0.20cm",12.55,"aa"
"Potassium",334,"gm2_2017_0.20cm",7.35,"aa"
"Potassium",335,"gm2_2017_0.20cm",7.89,"aa"
"Potassium",336,"gm2_2017_0.20cm",15.53,"aa"
"Potassium",338,"gm2_2017_0.20cm",8.08,"aa"
"Potassium",339,"gm2_2017_0.20cm",14.18,"aa"
"Potassium",342,"gm2_2017_0.20cm",15.35,"aa"
"Potassium",2,"soil_rawdiffgm2_0.20cm",-2.52,"aa"
"Potassium",3,"soil_rawdiffgm2_0.20cm",-5.96,"aa"
"Potassium",5,"soil_rawdiffgm2_0.20cm",-2.42,"aa"
"Potassium",6,"soil_rawdiffgm2_0.20cm",-0.28,"aa"
"Potassium",9,"soil_rawdiffgm2_0.20cm",3.79,"aa"
"Potassium",11,"soil_rawdiffgm2_0.20cm",2.67,"aa"
"Potassium",12,"soil_rawdiffgm2_0.20cm",5.59,"aa"
"Potassium",14,"soil_rawdiffgm2_0.20cm",-8.49,"aa"
"Potassium",15,"soil_rawdiffgm2_0.20cm",1.4,"aa"
"Potassium",16,"soil_rawdiffgm2_0.20cm",-8.2,"aa"
"Potassium",20,"soil_rawdiffgm2_0.20cm",0.55,"aa"
"Potassium",22,"soil_rawdiffgm2_0.20cm",1.73,"aa"
"Potassium",24,"soil_rawdiffgm2_0.20cm",-2.67,"aa"
"Potassium",26,"soil_rawdiffgm2_0.20cm",2,"aa"
"Potassium",27,"soil_rawdiffgm2_0.20cm",5.35,"aa"
"Potassium",28,"soil_rawdiffgm2_0.20cm",-1.38,"aa"
"Potassium",29,"soil_rawdiffgm2_0.20cm",-4.05,"aa"
"Potassium",30,"soil_rawdiffgm2_0.20cm",4.4,"aa"
"Potassium",31,"soil_rawdiffgm2_0.20cm",0.09,"aa"
"Potassium",33,"soil_rawdiffgm2_0.20cm",3.66,"aa"
"Potassium",34,"soil_rawdiffgm2_0.20cm",8.34,"aa"
"Potassium",35,"soil_rawdiffgm2_0.20cm",4.22,"aa"
"Potassium",44,"soil_rawdiffgm2_0.20cm",1.78,"aa"
"Potassium",45,"soil_rawdiffgm2_0.20cm",-0.21,"aa"
"Potassium",46,"soil_rawdiffgm2_0.20cm",5.21,"aa"
"Potassium",48,"soil_rawdiffgm2_0.20cm",-2.72,"aa"
"Potassium",50,"soil_rawdiffgm2_0.20cm",0.12,"aa"
"Potassium",53,"soil_rawdiffgm2_0.20cm",-0.46,"aa"
"Potassium",56,"soil_rawdiffgm2_0.20cm",3.15,"aa"
"Potassium",57,"soil_rawdiffgm2_0.20cm",1.38,"aa"
"Potassium",58,"soil_rawdiffgm2_0.20cm",-2.64,"aa"
"Potassium",62,"soil_rawdiffgm2_0.20cm",2.1,"aa"
"Potassium",67,"soil_rawdiffgm2_0.20cm",7.12,"aa"
"Potassium",68,"soil_rawdiffgm2_0.20cm",5.93,"aa"
"Potassium",69,"soil_rawdiffgm2_0.20cm",-2.83,"aa"
"Potassium",70,"soil_rawdiffgm2_0.20cm",7.64,"aa"
"Potassium",74,"soil_rawdiffgm2_0.20cm",0.64,"aa"
"Potassium",75,"soil_rawdiffgm2_0.20cm",0.28,"aa"
"Potassium",81,"soil_rawdiffgm2_0.20cm",2.28,"aa"
"Potassium",82,"soil_rawdiffgm2_0.20cm",8.43,"aa"
"Potassium",83,"soil_rawdiffgm2_0.20cm",-1.01,"aa"
"Potassium",87,"soil_rawdiffgm2_0.20cm",-3.92,"aa"
"Potassium",89,"soil_rawdiffgm2_0.20cm",3.35,"aa"
"Potassium",92,"soil_rawdiffgm2_0.20cm",1.23,"aa"
