"Plot","NumSp","nut","type","val.g","mono","diff"
223,4,"Nitrogen","Abv",0.88,1.2978125,-32.1935949915724
223,4,"Potassium","Abv",1.2,0.8584375,39.7888605751729
223,4,"Magnesium","Abv",0.48,0.3021875,58.841778697001
223,4,"Calcium","Abv",1.23,1.108125,10.9983079526227
223,4,"Nitrogen","Root.0.30cm",2.97,4.388125,-32.3173337131463
223,4,"Potassium","Root.0.30cm",2.08,1.6984375,22.4655013799448
223,4,"Magnesium","Root.0.30cm",0.89,0.9275,-4.04312668463612
223,4,"Calcium","Root.0.30cm",3.48,4.1471875,-16.0877100444578
224,2,"Nitrogen","Abv",0.8,1.2978125,-38.3578136287021
224,2,"Potassium","Abv",1.03,0.8584375,19.9854386603568
224,2,"Magnesium","Abv",0.1,0.3021875,-66.9079627714581
224,2,"Calcium","Abv",0.73,1.108125,-34.1229554427524
224,2,"Nitrogen","Root.0.30cm",4.62,4.388125,5.28414755732803
224,2,"Potassium","Root.0.30cm",1.22,1.6984375,-28.1692732290708
224,2,"Magnesium","Root.0.30cm",0.75,0.9275,-19.1374663072776
224,2,"Calcium","Root.0.30cm",3.39,4.1471875,-18.2578554743426
225,4,"Nitrogen","Abv",2.29,1.2978125,76.4507584878401
225,4,"Potassium","Abv",2.09,0.8584375,143.465598835093
225,4,"Magnesium","Abv",0.46,0.3021875,52.2233712512927
225,4,"Calcium","Abv",2.06,1.108125,85.8996051889453
225,4,"Nitrogen","Root.0.30cm",12.77,4.388125,191.012676256943
225,4,"Potassium","Root.0.30cm",2.98,1.6984375,75.4553817847286
225,4,"Magnesium","Root.0.30cm",1.67,0.9275,80.0539083557951
225,4,"Calcium","Root.0.30cm",19.82,4.1471875,377.914249114611
227,16,"Nitrogen","Abv",3.35,1.2978125,158.12665542981
227,16,"Potassium","Abv",5.06,0.8584375,489.443028758646
227,16,"Magnesium","Abv",0.84,0.3021875,177.973112719752
227,16,"Calcium","Abv",3.63,1.108125,227.580372250423
227,16,"Nitrogen","Root.0.30cm",8.49,4.388125,93.4767127189859
227,16,"Potassium","Root.0.30cm",4.73,1.6984375,178.491260349586
227,16,"Magnesium","Root.0.30cm",1.82,0.9275,96.2264150943396
227,16,"Calcium","Root.0.30cm",13.21,4.1471875,218.529123653078
229,4,"Nitrogen","Abv",2.15,1.2978125,65.663375872863
229,4,"Potassium","Abv",1.61,0.8584375,87.5500546050237
229,4,"Magnesium","Abv",0.43,0.3021875,42.2957600827301
229,4,"Calcium","Abv",1.68,1.108125,51.6074450084602
229,4,"Nitrogen","Root.0.30cm",8.53,4.388125,94.3882637800883
229,4,"Potassium","Root.0.30cm",2.08,1.6984375,22.4655013799448
229,4,"Magnesium","Root.0.30cm",1.19,0.9275,28.3018867924528
229,4,"Calcium","Root.0.30cm",9.13,4.1471875,120.149197498305
230,1,"Nitrogen","Abv",0.85,1.2978125,-34.505176980496
230,1,"Potassium","Abv",0.51,0.8584375,-40.5897342555515
230,1,"Magnesium","Abv",0.25,0.3021875,-17.2699069286453
230,1,"Calcium","Abv",0.58,1.108125,-47.6593344613649
230,1,"Nitrogen","Root.0.30cm",5.01,4.388125,14.1717704030765
230,1,"Potassium","Root.0.30cm",1.4,1.6984375,-17.5712971481141
230,1,"Magnesium","Root.0.30cm",1.02,0.9275,9.97304582210243
230,1,"Calcium","Root.0.30cm",3.43,4.1471875,-17.2933463943938
232,8,"Nitrogen","Abv",2.82,1.2978125,117.288706958825
232,8,"Potassium","Abv",4.55,0.8584375,430.032763014197
232,8,"Magnesium","Abv",0.75,0.3021875,148.190279214064
232,8,"Calcium","Abv",3.22,1.108125,190.580936266215
232,8,"Nitrogen","Root.0.30cm",13.64,4.388125,210.838911835921
232,8,"Potassium","Root.0.30cm",4.71,1.6984375,177.313707451702
232,8,"Magnesium","Root.0.30cm",1.81,0.9275,95.1482479784367
232,8,"Calcium","Root.0.30cm",9.65,4.1471875,132.687815537638
233,4,"Nitrogen","Abv",3.71,1.2978125,185.865639296894
233,4,"Potassium","Abv",3.81,0.8584375,343.829632326174
233,4,"Magnesium","Abv",1.51,0.3021875,399.689762150982
233,4,"Calcium","Abv",4.39,1.108125,296.164692611393
233,4,"Nitrogen","Root.0.30cm",12.13,4.388125,176.427859279305
233,4,"Potassium","Root.0.30cm",5.3,1.6984375,212.051517939282
233,4,"Magnesium","Root.0.30cm",2.27,0.9275,144.743935309973
233,4,"Calcium","Root.0.30cm",13.64,4.1471875,228.897596262527
234,2,"Nitrogen","Abv",1.81,1.2978125,39.4654466650614
234,2,"Potassium","Abv",1.88,0.8584375,119.002548234438
234,2,"Magnesium","Abv",0.47,0.3021875,55.5325749741468
234,2,"Calcium","Abv",1.77,1.108125,59.7292724196277
234,2,"Nitrogen","Root.0.30cm",10.28,4.388125,134.268622703319
234,2,"Potassium","Root.0.30cm",3.84,1.6984375,126.090156393744
234,2,"Magnesium","Root.0.30cm",0.89,0.9275,-4.04312668463612
234,2,"Calcium","Root.0.30cm",5.72,4.1471875,37.9247984326727
235,16,"Nitrogen","Abv",2.95,1.2978125,127.305562244161
235,16,"Potassium","Abv",3.36,0.8584375,291.408809610484
235,16,"Magnesium","Abv",0.57,0.3021875,88.6246122026887
235,16,"Calcium","Abv",2.69,1.108125,142.752397067118
235,16,"Nitrogen","Root.0.30cm",9.34,4.388125,112.847172767412
235,16,"Potassium","Root.0.30cm",3.94,1.6984375,131.977920883165
235,16,"Magnesium","Root.0.30cm",1.18,0.9275,27.2237196765499
235,16,"Calcium","Root.0.30cm",8.42,4.1471875,103.029161329214
236,2,"Nitrogen","Abv",2.06,1.2978125,58.728629906092
236,2,"Potassium","Abv",1.68,0.8584375,95.7044048052421
236,2,"Magnesium","Abv",0.5,0.3021875,65.4601861427094
236,2,"Calcium","Abv",1.84,1.108125,66.0462492949803
236,2,"Nitrogen","Root.0.30cm",6.71,4.388125,52.9126904999288
236,2,"Potassium","Root.0.30cm",2.68,1.6984375,57.7920883164673
236,2,"Magnesium","Root.0.30cm",1.03,0.9275,11.0512129380054
236,2,"Calcium","Root.0.30cm",7.02,4.1471875,69.2713435310074
237,1,"Nitrogen","Abv",0.7,1.2978125,-46.0630869251144
237,1,"Potassium","Abv",0.52,0.8584375,-39.4248270840917
237,1,"Magnesium","Abv",0.14,0.3021875,-53.6711478800414
237,1,"Calcium","Abv",0.4,1.108125,-63.9029892836999
237,1,"Nitrogen","Root.0.30cm",2.6,4.388125,-40.7491810283435
237,1,"Potassium","Root.0.30cm",0.77,1.6984375,-54.6642134314627
237,1,"Magnesium","Root.0.30cm",0.38,0.9275,-59.0296495956873
237,1,"Calcium","Root.0.30cm",1.98,4.1471875,-52.2568005425364
239,16,"Nitrogen","Abv",3.92,1.2978125,202.046713219359
239,16,"Potassium","Abv",6.6,0.8584375,668.838733163451
239,16,"Magnesium","Abv",1.07,0.3021875,254.084798345398
239,16,"Calcium","Abv",5.81,1.108125,424.309080654258
239,16,"Nitrogen","Root.0.30cm",11.17,4.388125,154.550633812847
239,16,"Potassium","Root.0.30cm",6.94,1.6984375,308.610855565777
239,16,"Magnesium","Root.0.30cm",1.96,0.9275,111.320754716981
239,16,"Calcium","Root.0.30cm",15.85,4.1471875,282.186722929696
242,16,"Nitrogen","Abv",2.86,1.2978125,120.37081627739
242,16,"Potassium","Abv",4.21,0.8584375,390.425919184565
242,16,"Magnesium","Abv",0.83,0.3021875,174.663908996898
242,16,"Calcium","Abv",3.32,1.108125,199.60518894529
242,16,"Nitrogen","Root.0.30cm",14.16,4.388125,222.689075630252
242,16,"Potassium","Root.0.30cm",3.81,1.6984375,124.323827046918
242,16,"Magnesium","Root.0.30cm",1.9,0.9275,104.851752021563
242,16,"Calcium","Root.0.30cm",14.04,4.1471875,238.542687062015
253,16,"Nitrogen","Abv",3.67,1.2978125,182.783529978329
253,16,"Potassium","Abv",5.42,0.8584375,531.379686931198
253,16,"Magnesium","Abv",1.08,0.3021875,257.394002068252
253,16,"Calcium","Abv",4.16,1.108125,275.408911449521
253,16,"Nitrogen","Root.0.30cm",11.7,4.388125,166.628685372454
253,16,"Potassium","Root.0.30cm",3.67,1.6984375,116.08095676173
253,16,"Magnesium","Root.0.30cm",1.72,0.9275,85.44474393531
253,16,"Calcium","Root.0.30cm",9.75,4.1471875,135.09908823751
257,16,"Nitrogen","Abv",3.74,1.2978125,188.177221285817
257,16,"Potassium","Abv",5.52,0.8584375,543.028758645795
257,16,"Magnesium","Abv",0.81,0.3021875,168.045501551189
257,16,"Calcium","Abv",3.92,1.108125,253.750705019741
257,16,"Nitrogen","Root.0.30cm",10.85,4.388125,147.258225324028
257,16,"Potassium","Root.0.30cm",3.99,1.6984375,134.921803127875
257,16,"Magnesium","Root.0.30cm",1.44,0.9275,55.256064690027
257,16,"Calcium","Root.0.30cm",8.31,4.1471875,100.376761359355
259,2,"Nitrogen","Abv",2.53,1.2978125,94.9434143992295
259,2,"Potassium","Abv",2,0.8584375,132.981434291955
259,2,"Magnesium","Abv",0.39,0.3021875,29.0589451913133
259,2,"Calcium","Abv",1.72,1.108125,55.2171460800902
259,2,"Nitrogen","Root.0.30cm",9.73,4.388125,121.734795613161
259,2,"Potassium","Root.0.30cm",2.23,1.6984375,31.2971481140754
259,2,"Magnesium","Root.0.30cm",1.29,0.9275,39.0835579514825
259,2,"Calcium","Root.0.30cm",7.5,4.1471875,80.8454524903926
265,1,"Nitrogen","Abv",0.6,1.2978125,-53.7683602215266
265,1,"Potassium","Abv",0.29,0.8584375,-66.2176920276665
265,1,"Magnesium","Abv",0.15,0.3021875,-50.3619441571872
265,1,"Calcium","Abv",0.5,1.108125,-54.8787366046249
265,1,"Nitrogen","Root.0.30cm",3.38,4.388125,-22.9739353368466
265,1,"Potassium","Root.0.30cm",1.75,1.6984375,3.0358785648574
265,1,"Magnesium","Root.0.30cm",0.6,0.9275,-35.3099730458221
265,1,"Calcium","Root.0.30cm",2.72,4.1471875,-34.4133825634843
266,8,"Nitrogen","Abv",2.81,1.2978125,116.518179629184
266,8,"Potassium","Abv",2.57,0.8584375,199.381143065162
266,8,"Magnesium","Abv",0.6,0.3021875,98.5522233712513
266,8,"Calcium","Abv",2.19,1.108125,97.6311336717428
266,8,"Nitrogen","Root.0.30cm",9.19,4.388125,109.428856288278
266,8,"Potassium","Root.0.30cm",2.67,1.6984375,57.2033118675253
266,8,"Magnesium","Root.0.30cm",1.16,0.9275,25.0673854447439
266,8,"Calcium","Root.0.30cm",6.63,4.1471875,59.867380001507
267,1,"Nitrogen","Abv",1.28,1.2978125,-1.37250180592343
267,1,"Potassium","Abv",1.69,0.8584375,96.8693119767019
267,1,"Magnesium","Abv",0.95,0.3021875,214.374353671148
267,1,"Calcium","Abv",2.13,1.108125,92.2165820642978
267,1,"Nitrogen","Root.0.30cm",6.1,4.388125,39.0115368181171
267,1,"Potassium","Root.0.30cm",2.43,1.6984375,43.0726770929163
267,1,"Magnesium","Root.0.30cm",1.64,0.9275,76.8194070080862
267,1,"Calcium","Root.0.30cm",5.82,4.1471875,40.3360711325446
268,1,"Nitrogen","Abv",1.01,1.2978125,-22.1767397062365
268,1,"Potassium","Abv",0.75,0.8584375,-12.6319621405169
268,1,"Magnesium","Abv",0.19,0.3021875,-37.1251292657704
268,1,"Calcium","Abv",0.58,1.108125,-47.6593344613649
268,1,"Nitrogen","Root.0.30cm",3.22,4.388125,-26.6201395812562
268,1,"Potassium","Root.0.30cm",0.63,1.6984375,-62.9070837166513
268,1,"Magnesium","Root.0.30cm",0.33,0.9275,-64.4204851752021
268,1,"Calcium","Root.0.30cm",2.06,4.1471875,-50.3277823826388
273,16,"Nitrogen","Abv",6.17,1.2978125,375.415362388635
273,16,"Potassium","Abv",9.61,0.8584375,1019.47579177284
273,16,"Magnesium","Abv",1.19,0.3021875,293.795243019648
273,16,"Calcium","Abv",5.47,1.108125,393.626621545403
273,16,"Nitrogen","Root.0.30cm",12.34,4.388125,181.213502350093
273,16,"Potassium","Root.0.30cm",5.31,1.6984375,212.640294388224
273,16,"Magnesium","Root.0.30cm",2.23,0.9275,140.431266846361
273,16,"Calcium","Root.0.30cm",7.71,4.1471875,85.9091251601236
278,2,"Nitrogen","Abv",0.6,1.2978125,-53.7683602215266
278,2,"Potassium","Abv",0.49,0.8584375,-42.9195485984711
278,2,"Magnesium","Abv",0.15,0.3021875,-50.3619441571872
278,2,"Calcium","Abv",0.5,1.108125,-54.8787366046249
278,2,"Nitrogen","Root.0.30cm",4.35,4.388125,-0.868822105113231
278,2,"Potassium","Root.0.30cm",1.05,1.6984375,-38.1784728610856
278,2,"Magnesium","Root.0.30cm",0.6,0.9275,-35.3099730458221
278,2,"Calcium","Root.0.30cm",2.79,4.1471875,-32.725491673574
280,1,"Nitrogen","Abv",0.55,1.2978125,-57.6209968697327
280,1,"Potassium","Abv",0.58,0.8584375,-32.4353840553331
280,1,"Magnesium","Abv",0.11,0.3021875,-63.5987590486039
280,1,"Calcium","Abv",0.49,1.108125,-55.7811618725324
280,1,"Nitrogen","Root.0.30cm",6.65,4.388125,51.5453639082752
280,1,"Potassium","Root.0.30cm",1.79,1.6984375,5.39098436062557
280,1,"Magnesium","Root.0.30cm",1.11,0.9275,19.6765498652291
280,1,"Calcium","Root.0.30cm",4.69,4.1471875,13.0886896239922
282,1,"Nitrogen","Abv",0.78,1.2978125,-39.8988682879846
282,1,"Potassium","Abv",0.72,0.8584375,-16.1266836548963
282,1,"Magnesium","Abv",0.16,0.3021875,-47.052740434333
282,1,"Calcium","Abv",0.68,1.108125,-38.6350817822899
282,1,"Nitrogen","Root.0.30cm",4.9,4.388125,11.6650049850449
282,1,"Potassium","Root.0.30cm",1.68,1.6984375,-1.0855565777369
282,1,"Magnesium","Root.0.30cm",0.7,0.9275,-24.5283018867925
282,1,"Calcium","Root.0.30cm",3.15,4.1471875,-24.0449099540351
283,8,"Nitrogen","Abv",0.98,1.2978125,-24.4883216951601
283,8,"Potassium","Abv",0.88,0.8584375,2.51183108846014
283,8,"Magnesium","Abv",0.27,0.3021875,-10.6514994829369
283,8,"Calcium","Abv",0.84,1.108125,-24.1962774957699
283,8,"Nitrogen","Root.0.30cm",5.63,4.388125,28.3008118501638
283,8,"Potassium","Root.0.30cm",1.62,1.6984375,-4.61821527138914
283,8,"Magnesium","Root.0.30cm",0.92,0.9275,-0.808625336927218
283,8,"Calcium","Root.0.30cm",3.59,4.1471875,-13.4353100745988
286,4,"Nitrogen","Abv",2.17,1.2978125,67.2044305321454
286,4,"Potassium","Abv",1.77,0.8584375,106.18856934838
286,4,"Magnesium","Abv",0.54,0.3021875,78.6970010341262
286,4,"Calcium","Abv",1.72,1.108125,55.2171460800902
286,4,"Nitrogen","Root.0.30cm",11.08,4.388125,152.499643925367
286,4,"Potassium","Root.0.30cm",1.95,1.6984375,14.8114075436982
286,4,"Magnesium","Root.0.30cm",1.24,0.9275,33.6927223719677
286,4,"Calcium","Root.0.30cm",6.3,4.1471875,51.9101800919298
287,4,"Nitrogen","Abv",0.82,1.2978125,-36.8167589694197
287,4,"Potassium","Abv",1.41,0.8584375,64.2519111758282
287,4,"Magnesium","Abv",0.34,0.3021875,12.5129265770424
287,4,"Calcium","Abv",1.39,1.108125,25.4371122391427
287,4,"Nitrogen","Root.0.30cm",5.95,4.388125,35.5932203389831
287,4,"Potassium","Root.0.30cm",2,1.6984375,17.7552897884085
287,4,"Magnesium","Root.0.30cm",1,0.9275,7.8167115902965
287,4,"Calcium","Root.0.30cm",4.76,4.1471875,14.7765805139025
290,1,"Nitrogen","Abv",0.93,1.2978125,-28.3409583433662
290,1,"Potassium","Abv",1.64,0.8584375,91.044776119403
290,1,"Magnesium","Abv",0.4,0.3021875,32.3681489141675
290,1,"Calcium","Abv",1.54,1.108125,38.9734912577552
290,1,"Nitrogen","Root.0.30cm",2.81,4.388125,-35.9635379575559
290,1,"Potassium","Root.0.30cm",0.55,1.6984375,-67.6172953081877
290,1,"Magnesium","Root.0.30cm",0.57,0.9275,-38.544474393531
290,1,"Calcium","Root.0.30cm",3.89,4.1471875,-6.20149197498305
291,1,"Nitrogen","Abv",2.57,1.2978125,98.0255237177943
291,1,"Potassium","Abv",0.78,0.8584375,-9.1372406261376
291,1,"Magnesium","Abv",0.43,0.3021875,42.2957600827301
291,1,"Calcium","Abv",1.98,1.108125,78.6802030456853
291,1,"Nitrogen","Root.0.30cm",4.77,4.388125,8.70246403646204
291,1,"Potassium","Root.0.30cm",0.58,1.6984375,-65.8509659613616
291,1,"Magnesium","Root.0.30cm",0.45,0.9275,-51.4824797843666
291,1,"Calcium","Root.0.30cm",3.31,4.1471875,-20.1868736342401
292,8,"Nitrogen","Abv",2.86,1.2978125,120.37081627739
292,8,"Potassium","Abv",3.24,0.8584375,277.429923552967
292,8,"Magnesium","Abv",0.7,0.3021875,131.644260599793
292,8,"Calcium","Abv",2.86,1.108125,158.093626621545
292,8,"Nitrogen","Root.0.30cm",13.79,4.388125,214.257228315055
292,8,"Potassium","Root.0.30cm",4.65,1.6984375,173.78104875805
292,8,"Magnesium","Root.0.30cm",1.92,0.9275,107.008086253369
292,8,"Calcium","Root.0.30cm",19.24,4.1471875,363.928867455354
293,8,"Nitrogen","Abv",3.23,1.2978125,148.880327474115
293,8,"Potassium","Abv",3.39,0.8584375,294.903531124863
293,8,"Magnesium","Abv",0.69,0.3021875,128.335056876939
293,8,"Calcium","Abv",2.51,1.108125,126.508742244783
293,8,"Nitrogen","Root.0.30cm",8.78,4.388125,100.085457911978
293,8,"Potassium","Root.0.30cm",3.22,1.6984375,89.5860165593376
293,8,"Magnesium","Root.0.30cm",1.11,0.9275,19.6765498652291
293,8,"Calcium","Root.0.30cm",4.34,4.1471875,4.6492351744405
299,16,"Nitrogen","Abv",3.25,1.2978125,150.421382133398
299,16,"Potassium","Abv",4.17,0.8584375,385.766290498726
299,16,"Magnesium","Abv",0.72,0.3021875,138.262668045502
299,16,"Calcium","Abv",2.76,1.108125,149.06937394247
299,16,"Nitrogen","Root.0.30cm",9.68,4.388125,120.595356786783
299,16,"Potassium","Root.0.30cm",3.64,1.6984375,114.314627414903
299,16,"Magnesium","Root.0.30cm",1.14,0.9275,22.911051212938
299,16,"Calcium","Root.0.30cm",5.72,4.1471875,37.9247984326727
300,2,"Nitrogen","Abv",2.28,1.2978125,75.6802311581989
300,2,"Potassium","Abv",2.68,0.8584375,212.19512195122
300,2,"Magnesium","Abv",0.45,0.3021875,48.9141675284385
300,2,"Calcium","Abv",1.75,1.108125,57.9244218838127
300,2,"Nitrogen","Root.0.30cm",8.86,4.388125,101.908560034183
300,2,"Potassium","Root.0.30cm",3.99,1.6984375,134.921803127875
300,2,"Magnesium","Root.0.30cm",1.44,0.9275,55.256064690027
300,2,"Calcium","Root.0.30cm",6.64,4.1471875,60.1085072714942
301,16,"Nitrogen","Abv",2.21,1.2978125,70.2865398507103
301,16,"Potassium","Abv",3.34,0.8584375,289.078995267565
301,16,"Magnesium","Abv",0.71,0.3021875,134.953464322647
301,16,"Calcium","Abv",2.73,1.108125,146.362098138748
301,16,"Nitrogen","Root.0.30cm",11.41,4.388125,160.019940179462
301,16,"Potassium","Root.0.30cm",3.49,1.6984375,105.482980680773
301,16,"Magnesium","Root.0.30cm",2.06,0.9275,122.102425876011
301,16,"Calcium","Root.0.30cm",8.32,4.1471875,100.617888629342
302,4,"Nitrogen","Abv",2.01,1.2978125,54.8759932578858
302,4,"Potassium","Abv",4.04,0.8584375,370.622497269749
302,4,"Magnesium","Abv",0.84,0.3021875,177.973112719752
302,4,"Calcium","Abv",3.23,1.108125,191.483361534123
302,4,"Nitrogen","Root.0.30cm",6.96,4.388125,58.6098846318188
302,4,"Potassium","Root.0.30cm",3.2,1.6984375,88.4084636614536
302,4,"Magnesium","Root.0.30cm",1.12,0.9275,20.7547169811321
302,4,"Calcium","Root.0.30cm",5.5,4.1471875,32.6199984929546
303,8,"Nitrogen","Abv",3.12,1.2978125,140.404526848062
303,8,"Potassium","Abv",3.81,0.8584375,343.829632326174
303,8,"Magnesium","Abv",0.68,0.3021875,125.025853154085
303,8,"Calcium","Abv",2.41,1.108125,117.484489565708
303,8,"Nitrogen","Root.0.30cm",12.87,4.388125,193.291553909699
303,8,"Potassium","Root.0.30cm",2.94,1.6984375,73.1002759889604
303,8,"Magnesium","Root.0.30cm",1.56,0.9275,68.1940700808625
303,8,"Calcium","Root.0.30cm",11.49,4.1471875,177.055233215281
304,2,"Nitrogen","Abv",0.83,1.2978125,-36.0462316397785
304,2,"Potassium","Abv",0.75,0.8584375,-12.6319621405169
304,2,"Magnesium","Abv",0.17,0.3021875,-43.7435367114788
304,2,"Calcium","Abv",0.53,1.108125,-52.1714608009024
304,2,"Nitrogen","Root.0.30cm",3.26,4.388125,-25.7085885201538
304,2,"Potassium","Root.0.30cm",0.77,1.6984375,-54.6642134314627
304,2,"Magnesium","Root.0.30cm",0.39,0.9275,-57.9514824797844
304,2,"Calcium","Root.0.30cm",1.8,4.1471875,-56.5970914023058
307,8,"Nitrogen","Abv",2.67,1.2978125,105.730797014207
307,8,"Potassium","Abv",3.34,0.8584375,289.078995267565
307,8,"Magnesium","Abv",0.59,0.3021875,95.2430196483971
307,8,"Calcium","Abv",2.72,1.108125,145.45967287084
307,8,"Nitrogen","Root.0.30cm",11.44,4.388125,160.703603475288
307,8,"Potassium","Root.0.30cm",4.37,1.6984375,157.295308187673
307,8,"Magnesium","Root.0.30cm",1.68,0.9275,81.1320754716981
307,8,"Calcium","Root.0.30cm",23.33,4.1471875,462.549920880114
308,1,"Nitrogen","Abv",0.39,1.2978125,-69.9494341439923
308,1,"Potassium","Abv",0.36,0.8584375,-58.0633418274481
308,1,"Magnesium","Abv",0.1,0.3021875,-66.9079627714581
308,1,"Calcium","Abv",0.26,1.108125,-76.536943034405
308,1,"Nitrogen","Root.0.30cm",2.95,4.388125,-32.7731092436975
308,1,"Potassium","Root.0.30cm",0.63,1.6984375,-62.9070837166513
308,1,"Magnesium","Root.0.30cm",0.37,0.9275,-60.1078167115903
308,1,"Calcium","Root.0.30cm",1.91,4.1471875,-53.9446914324467
311,2,"Nitrogen","Abv",1.26,1.2978125,-2.91355646520588
311,2,"Potassium","Abv",1.21,0.8584375,40.9537677466327
311,2,"Magnesium","Abv",0.22,0.3021875,-27.1975180972079
311,2,"Calcium","Abv",0.88,1.108125,-20.5865764241399
311,2,"Nitrogen","Root.0.30cm",6.54,4.388125,49.0385984902436
311,2,"Potassium","Root.0.30cm",1.94,1.6984375,14.2226310947562
311,2,"Magnesium","Root.0.30cm",1.05,0.9275,13.2075471698113
311,2,"Calcium","Root.0.30cm",3.95,4.1471875,-4.75472835505991
313,8,"Nitrogen","Abv",3.79,1.2978125,192.029857934024
313,8,"Potassium","Abv",3.56,0.8584375,314.70695303968
313,8,"Magnesium","Abv",0.76,0.3021875,151.499482936918
313,8,"Calcium","Abv",3.16,1.108125,185.16638465877
313,8,"Nitrogen","Root.0.30cm",12.06,4.388125,174.832644922376
313,8,"Potassium","Root.0.30cm",3.04,1.6984375,78.9880404783809
313,8,"Magnesium","Root.0.30cm",1.47,0.9275,58.4905660377358
313,8,"Calcium","Root.0.30cm",9.11,4.1471875,119.66694295833
318,16,"Nitrogen","Abv",3.27,1.2978125,151.96243679268
318,16,"Potassium","Abv",3.47,0.8584375,304.222788496542
318,16,"Magnesium","Abv",0.75,0.3021875,148.190279214064
318,16,"Calcium","Abv",2.79,1.108125,151.776649746193
318,16,"Nitrogen","Root.0.30cm",10.29,4.388125,134.496510468594
318,16,"Potassium","Root.0.30cm",3.12,1.6984375,83.6982520699172
318,16,"Magnesium","Root.0.30cm",1.51,0.9275,62.8032345013477
318,16,"Calcium","Root.0.30cm",6.99,4.1471875,68.5479617210459
324,2,"Nitrogen","Abv",0.42,1.2978125,-67.6378521550686
324,2,"Potassium","Abv",0.35,0.8584375,-59.2282489989079
324,2,"Magnesium","Abv",0.11,0.3021875,-63.5987590486039
324,2,"Calcium","Abv",0.24,1.108125,-78.34179357022
324,2,"Nitrogen","Root.0.30cm",2.1,4.388125,-52.1435692921236
324,2,"Potassium","Root.0.30cm",0.63,1.6984375,-62.9070837166513
324,2,"Magnesium","Root.0.30cm",0.27,0.9275,-70.8894878706199
324,2,"Calcium","Root.0.30cm",1.02,4.1471875,-75.4050184613066
325,4,"Nitrogen","Abv",3.1,1.2978125,138.863472188779
325,4,"Potassium","Abv",3.81,0.8584375,343.829632326174
325,4,"Magnesium","Abv",0.84,0.3021875,177.973112719752
325,4,"Calcium","Abv",3.54,1.108125,219.458544839255
325,4,"Nitrogen","Root.0.30cm",7.18,4.388125,63.6234154678821
325,4,"Potassium","Root.0.30cm",1.86,1.6984375,9.51241950321987
325,4,"Magnesium","Root.0.30cm",1.05,0.9275,13.2075471698113
325,4,"Calcium","Root.0.30cm",11.26,4.1471875,171.509306005576
328,16,"Nitrogen","Abv",3.27,1.2978125,151.96243679268
328,16,"Potassium","Abv",4.18,0.8584375,386.931197670186
328,16,"Magnesium","Abv",0.92,0.3021875,204.446742502585
328,16,"Calcium","Abv",2.97,1.108125,168.020304568528
328,16,"Nitrogen","Root.0.30cm",12.17,4.388125,177.339410340407
328,16,"Potassium","Root.0.30cm",5.02,1.6984375,195.565777368905
328,16,"Magnesium","Root.0.30cm",2.01,0.9275,116.711590296496
328,16,"Calcium","Root.0.30cm",8.53,4.1471875,105.681561299073
329,16,"Nitrogen","Abv",3.02,1.2978125,132.699253551649
329,16,"Potassium","Abv",3.86,0.8584375,349.654168183473
329,16,"Magnesium","Abv",0.77,0.3021875,154.808686659772
329,16,"Calcium","Abv",2.64,1.108125,138.24027072758
329,16,"Nitrogen","Root.0.30cm",11.21,4.388125,155.46218487395
329,16,"Potassium","Root.0.30cm",2.94,1.6984375,73.1002759889604
329,16,"Magnesium","Root.0.30cm",1.36,0.9275,46.6307277628032
329,16,"Calcium","Root.0.30cm",7.47,4.1471875,80.122070680431
330,2,"Nitrogen","Abv",1.22,1.2978125,-5.99566578377077
330,2,"Potassium","Abv",1.56,0.8584375,81.7255187477248
330,2,"Magnesium","Abv",0.71,0.3021875,134.953464322647
330,2,"Calcium","Abv",1.75,1.108125,57.9244218838127
330,2,"Nitrogen","Root.0.30cm",2.64,4.388125,-39.8376299672411
330,2,"Potassium","Root.0.30cm",2.64,1.6984375,55.4369825206992
330,2,"Magnesium","Root.0.30cm",1.12,0.9275,20.7547169811321
330,2,"Calcium","Root.0.30cm",3.64,4.1471875,-12.2296737246628
331,16,"Nitrogen","Abv",3.69,1.2978125,184.324584637611
331,16,"Potassium","Abv",4.93,0.8584375,474.299235529669
331,16,"Magnesium","Abv",1.12,0.3021875,270.630816959669
331,16,"Calcium","Abv",4.34,1.108125,291.652566271856
331,16,"Nitrogen","Root.0.30cm",14.59,4.388125,232.488249537103
331,16,"Potassium","Root.0.30cm",4.52,1.6984375,166.126954921803
331,16,"Magnesium","Root.0.30cm",1.94,0.9275,109.164420485175
331,16,"Calcium","Root.0.30cm",17.43,4.1471875,320.284831587672
334,2,"Nitrogen","Abv",0.65,1.2978125,-49.9157235733205
334,2,"Potassium","Abv",0.88,0.8584375,2.51183108846014
334,2,"Magnesium","Abv",0.11,0.3021875,-63.5987590486039
334,2,"Calcium","Abv",0.55,1.108125,-50.3666102650874
334,2,"Nitrogen","Root.0.30cm",4.56,4.388125,3.91682096567441
334,2,"Potassium","Root.0.30cm",1.5,1.6984375,-11.6835326586937
334,2,"Magnesium","Root.0.30cm",0.65,0.9275,-29.9191374663073
334,2,"Calcium","Root.0.30cm",2.54,4.1471875,-38.7536734232537
335,2,"Nitrogen","Abv",3.82,1.2978125,194.341439922947
335,2,"Potassium","Abv",1.77,0.8584375,106.18856934838
