"Plot","NumSp","nut","type","val.g","mono","diff"
107,16,"Nitrogen","Root.0.30cm",7.23,4.388125,64.7628542942601
107,16,"Potassium","Root.0.30cm",3.56,1.6984375,109.604415823367
107,16,"Magnesium","Root.0.30cm",1.62,0.9275,74.6630727762803
107,16,"Calcium","Root.0.30cm",7.12,4.1471875,71.6826162308793
108,16,"Nitrogen","Abv",4.5,1.2978125,246.73729833855
108,16,"Potassium","Abv",5.39,0.8584375,527.884965416818
108,16,"Magnesium","Abv",1.05,0.3021875,247.46639089969
108,16,"Calcium","Abv",4.3,1.108125,288.042865200226
108,16,"Nitrogen","Root.0.30cm",10.08,4.388125,129.710867397807
108,16,"Potassium","Root.0.30cm",6.98,1.6984375,310.965961361546
108,16,"Magnesium","Root.0.30cm",2.02,0.9275,117.789757412399
108,16,"Calcium","Root.0.30cm",10.08,4.1471875,143.056288147088
109,1,"Nitrogen","Abv",0.62,1.2978125,-52.2273055622442
109,1,"Potassium","Abv",0.53,0.8584375,-38.259919912632
109,1,"Magnesium","Abv",0.13,0.3021875,-56.9803516028956
109,1,"Calcium","Abv",0.42,1.108125,-62.0981387478849
109,1,"Nitrogen","Root.0.30cm",2.09,4.388125,-52.3714570573992
109,1,"Potassium","Root.0.30cm",1.28,1.6984375,-24.6366145354186
109,1,"Magnesium","Root.0.30cm",0.61,0.9275,-34.2318059299191
109,1,"Calcium","Root.0.30cm",2.09,4.1471875,-49.6044005726773
110,4,"Nitrogen","Abv",2.7,1.2978125,108.04237900313
110,4,"Potassium","Abv",2.36,0.8584375,174.918092464507
110,4,"Magnesium","Abv",0.54,0.3021875,78.6970010341262
110,4,"Calcium","Abv",1.72,1.108125,55.2171460800902
110,4,"Nitrogen","Root.0.30cm",6.95,4.388125,58.3819968665433
110,4,"Potassium","Root.0.30cm",4.36,1.6984375,156.70653173873
110,4,"Magnesium","Root.0.30cm",1.53,0.9275,64.9595687331536
110,4,"Calcium","Root.0.30cm",6.13,4.1471875,47.8110165021475
111,8,"Nitrogen","Abv",3.84,1.2978125,195.88249458223
111,8,"Potassium","Abv",3.74,0.8584375,335.675282125956
111,8,"Magnesium","Abv",0.88,0.3021875,191.209927611169
111,8,"Calcium","Abv",4.01,1.108125,261.872532430908
111,8,"Nitrogen","Root.0.30cm",6.02,4.388125,37.1884346959123
111,8,"Potassium","Root.0.30cm",2.76,1.6984375,62.5022999080037
111,8,"Magnesium","Root.0.30cm",1.07,0.9275,15.3638814016173
111,8,"Calcium","Root.0.30cm",5.9,4.1471875,42.2650892924422
115,8,"Nitrogen","Abv",0.95,1.2978125,-26.7999036840838
115,8,"Potassium","Abv",1.19,0.8584375,38.6239534037131
115,8,"Magnesium","Abv",0.28,0.3021875,-7.34229576008272
115,8,"Calcium","Abv",0.92,1.108125,-16.9768753525099
115,8,"Nitrogen","Root.0.30cm",4.9,4.388125,11.6650049850449
115,8,"Potassium","Root.0.30cm",2.63,1.6984375,54.8482060717571
115,8,"Magnesium","Root.0.30cm",1.14,0.9275,22.911051212938
115,8,"Calcium","Root.0.30cm",3.68,4.1471875,-11.265164644714
117,2,"Nitrogen","Abv",0.94,1.2978125,-27.570431013725
117,2,"Potassium","Abv",0.47,0.8584375,-45.2493629413906
117,2,"Magnesium","Abv",0.15,0.3021875,-50.3619441571872
117,2,"Calcium","Abv",0.6,1.108125,-45.8544839255499
117,2,"Nitrogen","Root.0.30cm",4.4,4.388125,0.270616721264794
117,2,"Potassium","Root.0.30cm",2.51,1.6984375,47.7828886844526
117,2,"Magnesium","Root.0.30cm",1,0.9275,7.8167115902965
117,2,"Calcium","Root.0.30cm",3.82,4.1471875,-7.88938286489339
118,8,"Nitrogen","Abv",1.44,1.2978125,10.9559354683361
118,8,"Potassium","Abv",1.22,0.8584375,42.1186749180925
118,8,"Magnesium","Abv",0.36,0.3021875,19.1313340227508
118,8,"Calcium","Abv",1.52,1.108125,37.1686407219402
118,8,"Nitrogen","Root.0.30cm",4.96,4.388125,13.0323315766985
118,8,"Potassium","Root.0.30cm",1.93,1.6984375,13.6338546458142
118,8,"Magnesium","Root.0.30cm",1.01,0.9275,8.89487870619946
118,8,"Calcium","Root.0.30cm",6.56,4.1471875,58.1794891115967
125,2,"Nitrogen","Abv",2.14,1.2978125,64.8928485432218
125,2,"Potassium","Abv",2.08,0.8584375,142.300691663633
125,2,"Magnesium","Abv",0.58,0.3021875,91.9338159255429
125,2,"Calcium","Abv",2.08,1.108125,87.7044557247603
125,2,"Nitrogen","Root.0.30cm",8.94,4.388125,103.731662156388
125,2,"Potassium","Root.0.30cm",2.26,1.6984375,33.0634774609015
125,2,"Magnesium","Root.0.30cm",1.28,0.9275,38.0053908355795
125,2,"Calcium","Root.0.30cm",13.75,4.1471875,231.549996232386
129,1,"Nitrogen","Abv",1.37,1.2978125,5.56224416084759
129,1,"Potassium","Abv",2.23,0.8584375,159.77429923553
129,1,"Magnesium","Abv",0.79,0.3021875,161.427094105481
129,1,"Calcium","Abv",2.01,1.108125,81.3874788494078
129,1,"Nitrogen","Root.0.30cm",5.5,4.388125,25.338270901581
129,1,"Potassium","Root.0.30cm",9.85,1.6984375,479.944802207912
129,1,"Magnesium","Root.0.30cm",2.75,0.9275,196.495956873315
129,1,"Calcium","Root.0.30cm",12.02,4.1471875,189.834978524602
130,8,"Nitrogen","Abv",2.52,1.2978125,94.1728870695882
130,8,"Potassium","Abv",3.18,0.8584375,270.440480524208
130,8,"Magnesium","Abv",0.81,0.3021875,168.045501551189
130,8,"Calcium","Abv",3.25,1.108125,193.288212069938
130,8,"Nitrogen","Root.0.30cm",10.5,4.388125,139.282153539382
130,8,"Potassium","Root.0.30cm",4.54,1.6984375,167.304507819687
130,8,"Magnesium","Root.0.30cm",2.2,0.9275,137.196765498652
130,8,"Calcium","Root.0.30cm",16.33,4.1471875,293.760831889081
133,4,"Nitrogen","Abv",2.04,1.2978125,57.1875752468095
133,4,"Potassium","Abv",2.11,0.8584375,145.795413178012
133,4,"Magnesium","Abv",0.75,0.3021875,148.190279214064
133,4,"Calcium","Abv",2.66,1.108125,140.045121263395
133,4,"Nitrogen","Root.0.30cm",8.18,4.388125,86.4121919954423
133,4,"Potassium","Root.0.30cm",3.23,1.6984375,90.1747930082797
133,4,"Magnesium","Root.0.30cm",1.52,0.9275,63.8814016172507
133,4,"Calcium","Root.0.30cm",9.89,4.1471875,138.474870017331
135,1,"Nitrogen","Abv",0.65,1.2978125,-49.9157235733205
135,1,"Potassium","Abv",0.7,0.8584375,-18.4564979978158
135,1,"Magnesium","Abv",0.16,0.3021875,-47.052740434333
135,1,"Calcium","Abv",0.41,1.108125,-63.0005640157924
135,1,"Nitrogen","Root.0.30cm",3.04,4.388125,-30.7221193562171
135,1,"Potassium","Root.0.30cm",1.52,1.6984375,-10.5059797608096
135,1,"Magnesium","Root.0.30cm",0.79,0.9275,-14.8247978436658
135,1,"Calcium","Root.0.30cm",3.47,4.1471875,-16.328837314445
136,16,"Nitrogen","Abv",2.38,1.2978125,83.3855044546111
136,16,"Potassium","Abv",3.04,0.8584375,254.131780123771
136,16,"Magnesium","Abv",0.63,0.3021875,108.479834539814
136,16,"Calcium","Abv",2.45,1.108125,121.094190637338
136,16,"Nitrogen","Root.0.30cm",9.45,4.388125,115.353938185444
136,16,"Potassium","Root.0.30cm",4.6,1.6984375,170.837166513339
136,16,"Magnesium","Root.0.30cm",1.94,0.9275,109.164420485175
136,16,"Calcium","Root.0.30cm",11.75,4.1471875,183.324542234948
137,1,"Nitrogen","Abv",4.48,1.2978125,245.196243679268
137,1,"Potassium","Abv",1.88,0.8584375,119.002548234438
137,1,"Magnesium","Abv",0.69,0.3021875,128.335056876939
137,1,"Calcium","Abv",3.4,1.108125,206.824591088551
137,1,"Nitrogen","Root.0.30cm",9.99,4.388125,127.659877510326
137,1,"Potassium","Root.0.30cm",2.5,1.6984375,47.1941122355106
137,1,"Magnesium","Root.0.30cm",3,0.9275,223.450134770889
137,1,"Calcium","Root.0.30cm",8.09,4.1471875,95.0719614196368
138,4,"Nitrogen","Abv",1.38,1.2978125,6.33277149048879
138,4,"Potassium","Abv",1.48,0.8584375,72.4062613760466
138,4,"Magnesium","Abv",0.75,0.3021875,148.190279214064
138,4,"Calcium","Abv",1.7,1.108125,53.4122955442752
138,4,"Nitrogen","Root.0.30cm",3.99,4.388125,-9.07278165503488
138,4,"Potassium","Root.0.30cm",3.43,1.6984375,101.950321987121
138,4,"Magnesium","Root.0.30cm",1.33,0.9275,43.3962264150943
138,4,"Calcium","Root.0.30cm",5.04,4.1471875,21.5281440735438
139,4,"Nitrogen","Abv",2.75,1.2978125,111.895015651336
139,4,"Potassium","Abv",2.53,0.8584375,194.721514379323
139,4,"Magnesium","Abv",0.49,0.3021875,62.1509824198552
139,4,"Calcium","Abv",1.46,1.108125,31.7540891144952
139,4,"Nitrogen","Root.0.30cm",10.41,4.388125,137.231163651901
139,4,"Potassium","Root.0.30cm",3.65,1.6984375,114.903403863845
139,4,"Magnesium","Root.0.30cm",1.5,0.9275,61.7250673854447
139,4,"Calcium","Root.0.30cm",9.01,4.1471875,117.255670258458
142,1,"Nitrogen","Abv",0.85,1.2978125,-34.505176980496
142,1,"Potassium","Abv",0.7,0.8584375,-18.4564979978158
142,1,"Magnesium","Abv",0.14,0.3021875,-53.6711478800414
142,1,"Calcium","Abv",0.38,1.108125,-65.7078398195149
142,1,"Nitrogen","Root.0.30cm",4.05,4.388125,-7.70545506338128
142,1,"Potassium","Root.0.30cm",0.84,1.6984375,-50.5427782888684
142,1,"Magnesium","Root.0.30cm",0.54,0.9275,-41.7789757412399
142,1,"Calcium","Root.0.30cm",2.58,4.1471875,-37.789164343305
146,8,"Nitrogen","Abv",2.5,1.2978125,92.6318324103058
146,8,"Potassium","Abv",3.16,0.8584375,268.110666181289
146,8,"Magnesium","Abv",0.71,0.3021875,134.953464322647
146,8,"Calcium","Abv",3.28,1.108125,195.99548787366
146,8,"Nitrogen","Root.0.30cm",5.04,4.388125,14.8554336989033
146,8,"Potassium","Root.0.30cm",3.49,1.6984375,105.482980680773
146,8,"Magnesium","Root.0.30cm",1.42,0.9275,53.099730458221
146,8,"Calcium","Root.0.30cm",4.91,4.1471875,18.3934895637103
149,4,"Nitrogen","Abv",3.45,1.2978125,165.831928726222
149,4,"Potassium","Abv",3.52,0.8584375,310.047324353841
149,4,"Magnesium","Abv",0.77,0.3021875,154.808686659772
149,4,"Calcium","Abv",3.58,1.108125,223.068245910885
149,4,"Nitrogen","Root.0.30cm",7.47,4.388125,70.2321606608745
149,4,"Potassium","Root.0.30cm",4.85,1.6984375,185.556577736891
149,4,"Magnesium","Root.0.30cm",1.96,0.9275,111.320754716981
149,4,"Calcium","Root.0.30cm",14.67,4.1471875,253.733705071208
156,16,"Nitrogen","Abv",2.36,1.2978125,81.8444497953287
156,16,"Potassium","Abv",2.46,0.8584375,186.567164179104
156,16,"Magnesium","Abv",0.6,0.3021875,98.5522233712513
156,16,"Calcium","Abv",2.08,1.108125,87.7044557247603
156,16,"Nitrogen","Root.0.30cm",9.67,4.388125,120.367469021507
156,16,"Potassium","Root.0.30cm",4.2,1.6984375,147.286108555658
156,16,"Magnesium","Root.0.30cm",2.29,0.9275,146.900269541779
156,16,"Calcium","Root.0.30cm",12.09,4.1471875,191.522869414513
157,2,"Nitrogen","Abv",0.63,1.2978125,-51.4567782326029
157,2,"Potassium","Abv",0.51,0.8584375,-40.5897342555515
157,2,"Magnesium","Abv",0.1,0.3021875,-66.9079627714581
157,2,"Calcium","Abv",0.28,1.108125,-74.73209249859
157,2,"Nitrogen","Root.0.30cm",2.31,4.388125,-47.357926221336
157,2,"Potassium","Root.0.30cm",0.82,1.6984375,-51.7203311867525
157,2,"Magnesium","Root.0.30cm",0.39,0.9275,-57.9514824797844
157,2,"Calcium","Root.0.30cm",1.41,4.1471875,-66.0010549318062
160,16,"Nitrogen","Abv",2.91,1.2978125,124.223452925596
160,16,"Potassium","Abv",2.61,0.8584375,204.040771751001
160,16,"Magnesium","Abv",0.48,0.3021875,58.841778697001
160,16,"Calcium","Abv",2.41,1.108125,117.484489565708
160,16,"Nitrogen","Root.0.30cm",13.29,4.388125,202.862840051275
160,16,"Potassium","Root.0.30cm",4.43,1.6984375,160.827966881325
160,16,"Magnesium","Root.0.30cm",2.15,0.9275,131.805929919137
160,16,"Calcium","Root.0.30cm",10.26,4.1471875,147.396579006857
163,1,"Nitrogen","Abv",0.66,1.2978125,-49.1451962436793
163,1,"Potassium","Abv",0.61,0.8584375,-28.9406625409538
163,1,"Magnesium","Abv",0.16,0.3021875,-47.052740434333
163,1,"Calcium","Abv",0.48,1.108125,-56.6835871404399
163,1,"Nitrogen","Root.0.30cm",3.17,4.388125,-27.7595784076342
163,1,"Potassium","Root.0.30cm",1.56,1.6984375,-8.1508739650414
163,1,"Magnesium","Root.0.30cm",0.7,0.9275,-24.5283018867925
163,1,"Calcium","Root.0.30cm",2.96,4.1471875,-28.6263280837917
164,16,"Nitrogen","Abv",3.22,1.2978125,148.109800144474
164,16,"Potassium","Abv",2.68,0.8584375,212.19512195122
164,16,"Magnesium","Abv",0.6,0.3021875,98.5522233712513
164,16,"Calcium","Abv",2.65,1.108125,139.142695995488
164,16,"Nitrogen","Root.0.30cm",8.91,4.388125,103.047998860561
164,16,"Potassium","Root.0.30cm",3.6,1.6984375,111.959521619135
164,16,"Magnesium","Root.0.30cm",1.9,0.9275,104.851752021563
164,16,"Calcium","Root.0.30cm",10.41,4.1471875,151.013488056665
165,2,"Nitrogen","Abv",0.9,1.2978125,-30.6525403322899
165,2,"Potassium","Abv",1.04,0.8584375,21.1503458318165
165,2,"Magnesium","Abv",0.19,0.3021875,-37.1251292657704
165,2,"Calcium","Abv",0.87,1.108125,-21.4890016920474
165,2,"Nitrogen","Root.0.30cm",4.81,4.388125,9.61401509756445
165,2,"Potassium","Root.0.30cm",2.32,1.6984375,36.5961361545538
165,2,"Magnesium","Root.0.30cm",1.04,0.9275,12.1293800539084
165,2,"Calcium","Root.0.30cm",4.33,4.1471875,4.40810790445332
167,1,"Nitrogen","Abv",1.14,1.2978125,-12.1598844209006
167,1,"Potassium","Abv",1.89,0.8584375,120.167455405897
167,1,"Magnesium","Abv",0.73,0.3021875,141.571871768356
167,1,"Calcium","Abv",1.88,1.108125,69.6559503666103
167,1,"Nitrogen","Root.0.30cm",3.25,4.388125,-25.9364762854294
167,1,"Potassium","Root.0.30cm",4.41,1.6984375,159.650413983441
167,1,"Magnesium","Root.0.30cm",1.37,0.9275,47.7088948787062
167,1,"Calcium","Root.0.30cm",5.85,4.1471875,41.0594529425062
168,2,"Nitrogen","Abv",1.06,1.2978125,-18.3241030580303
168,2,"Potassium","Abv",1.11,0.8584375,29.304696032035
168,2,"Magnesium","Abv",0.37,0.3021875,22.440537745605
168,2,"Calcium","Abv",1.06,1.108125,-4.34292160180485
168,2,"Nitrogen","Root.0.30cm",4.3,4.388125,-2.00826093149124
168,2,"Potassium","Root.0.30cm",2.25,1.6984375,32.4747010119595
168,2,"Magnesium","Root.0.30cm",1.17,0.9275,26.1455525606469
168,2,"Calcium","Root.0.30cm",4.59,4.1471875,10.6774169241203
169,16,"Nitrogen","Abv",2.77,1.2978125,113.436070310619
169,16,"Potassium","Abv",2.74,0.8584375,219.184564979978
169,16,"Magnesium","Abv",0.64,0.3021875,111.789038262668
169,16,"Calcium","Abv",2.49,1.108125,124.703891708968
169,16,"Nitrogen","Root.0.30cm",8.14,4.388125,85.5006409343399
169,16,"Potassium","Root.0.30cm",4.85,1.6984375,185.556577736891
169,16,"Magnesium","Root.0.30cm",2,0.9275,115.633423180593
169,16,"Calcium","Root.0.30cm",9.42,4.1471875,127.141888327933
170,8,"Nitrogen","Abv",3.41,1.2978125,162.749819407657
170,8,"Potassium","Abv",2.35,0.8584375,173.753185293047
170,8,"Magnesium","Abv",0.82,0.3021875,171.354705274043
170,8,"Calcium","Abv",3.39,1.108125,205.922165820643
170,8,"Nitrogen","Root.0.30cm",6.19,4.388125,41.0625267055975
170,8,"Potassium","Root.0.30cm",1.3,1.6984375,-23.4590616375345
170,8,"Magnesium","Root.0.30cm",0.87,0.9275,-6.19946091644205
170,8,"Calcium","Root.0.30cm",6.46,4.1471875,55.7682164117248
171,2,"Nitrogen","Abv",1.47,1.2978125,13.2675174572598
171,2,"Potassium","Abv",0.9,0.8584375,4.84164543137969
171,2,"Magnesium","Abv",0.46,0.3021875,52.2233712512927
171,2,"Calcium","Abv",1.54,1.108125,38.9734912577552
171,2,"Nitrogen","Root.0.30cm",5.73,4.388125,30.5796895029198
171,2,"Potassium","Root.0.30cm",1.97,1.6984375,15.9889604415823
171,2,"Magnesium","Root.0.30cm",0.81,0.9275,-12.6684636118598
171,2,"Calcium","Root.0.30cm",3.76,4.1471875,-9.33614648481653
174,16,"Nitrogen","Abv",2.93,1.2978125,125.764507584878
174,16,"Potassium","Abv",2.93,0.8584375,241.317801237714
174,16,"Magnesium","Abv",0.69,0.3021875,128.335056876939
174,16,"Calcium","Abv",2.87,1.108125,158.996051889453
174,16,"Nitrogen","Root.0.30cm",9.65,4.388125,119.911693490956
174,16,"Potassium","Root.0.30cm",3.65,1.6984375,114.903403863845
174,16,"Magnesium","Root.0.30cm",1.93,0.9275,108.086253369272
174,16,"Calcium","Root.0.30cm",14.58,4.1471875,251.563559641323
175,2,"Nitrogen","Abv",2.5,1.2978125,92.6318324103058
175,2,"Potassium","Abv",2.77,0.8584375,222.679286494358
175,2,"Magnesium","Abv",0.74,0.3021875,144.88107549121
175,2,"Calcium","Abv",2.44,1.108125,120.19176536943
175,2,"Nitrogen","Root.0.30cm",9.69,4.388125,120.823244552058
175,2,"Potassium","Root.0.30cm",4.4,1.6984375,159.061637534499
175,2,"Magnesium","Root.0.30cm",1.89,0.9275,103.77358490566
175,2,"Calcium","Root.0.30cm",8.43,4.1471875,103.270288599201
176,4,"Nitrogen","Abv",1.07,1.2978125,-17.5535757283891
176,4,"Potassium","Abv",1.34,0.8584375,56.0975609756098
176,4,"Magnesium","Abv",0.46,0.3021875,52.2233712512927
176,4,"Calcium","Abv",1.03,1.108125,-7.05019740552735
176,4,"Nitrogen","Root.0.30cm",4.72,4.388125,7.56302521008404
176,4,"Potassium","Root.0.30cm",2.77,1.6984375,63.0910763569457
176,4,"Magnesium","Root.0.30cm",1.85,0.9275,99.4609164420485
176,4,"Calcium","Root.0.30cm",6.26,4.1471875,50.945671011981
177,8,"Nitrogen","Abv",3.05,1.2978125,135.010835540573
177,8,"Potassium","Abv",3.24,0.8584375,277.429923552967
177,8,"Magnesium","Abv",0.71,0.3021875,134.953464322647
177,8,"Calcium","Abv",2.5,1.108125,125.606316976875
177,8,"Nitrogen","Root.0.30cm",7.57,4.388125,72.5110383136306
177,8,"Potassium","Root.0.30cm",3.79,1.6984375,123.146274149034
177,8,"Magnesium","Root.0.30cm",1.59,0.9275,71.4285714285714
177,8,"Calcium","Root.0.30cm",7.82,4.1471875,88.5615251299827
178,8,"Nitrogen","Abv",1.99,1.2978125,53.3349385986034
178,8,"Potassium","Abv",3.54,0.8584375,312.37713869676
178,8,"Magnesium","Abv",0.66,0.3021875,118.407445708376
178,8,"Calcium","Abv",2.32,1.108125,109.36266215454
178,8,"Nitrogen","Root.0.30cm",6.19,4.388125,41.0625267055975
178,8,"Potassium","Root.0.30cm",4.24,1.6984375,149.641214351426
178,8,"Magnesium","Root.0.30cm",1.85,0.9275,99.4609164420485
178,8,"Calcium","Root.0.30cm",8.15,4.1471875,96.5187250395599
185,1,"Nitrogen","Abv",1.44,1.2978125,10.9559354683361
185,1,"Potassium","Abv",0.48,0.8584375,-44.0844557699308
185,1,"Magnesium","Abv",0.27,0.3021875,-10.6514994829369
185,1,"Calcium","Abv",0.93,1.108125,-16.0744500846024
185,1,"Nitrogen","Root.0.30cm",5.33,4.388125,21.4641788918958
185,1,"Potassium","Root.0.30cm",0.67,1.6984375,-60.5519779208832
185,1,"Magnesium","Root.0.30cm",0.53,0.9275,-42.8571428571429
185,1,"Calcium","Root.0.30cm",4.22,4.1471875,1.75570793459422
186,16,"Nitrogen","Abv",4.11,1.2978125,216.686732482543
186,16,"Potassium","Abv",5.57,0.8584375,548.853294503094
186,16,"Magnesium","Abv",0.82,0.3021875,171.354705274043
186,16,"Calcium","Abv",4.11,1.108125,270.896785109983
186,16,"Nitrogen","Root.0.30cm",9.83,4.388125,124.013673265917
186,16,"Potassium","Root.0.30cm",4.83,1.6984375,184.379024839006
186,16,"Magnesium","Root.0.30cm",2.74,0.9275,195.417789757412
186,16,"Calcium","Root.0.30cm",11.44,4.1471875,175.849596865345
190,4,"Nitrogen","Abv",1.61,1.2978125,24.0549000722369
190,4,"Potassium","Abv",1.97,0.8584375,129.486712777576
190,4,"Magnesium","Abv",1.12,0.3021875,270.630816959669
190,4,"Calcium","Abv",2.61,1.108125,135.532994923858
190,4,"Nitrogen","Root.0.30cm",7.33,4.388125,67.0417319470161
190,4,"Potassium","Root.0.30cm",1.64,1.6984375,-3.44066237350507
190,4,"Magnesium","Root.0.30cm",1.07,0.9275,15.3638814016173
190,4,"Calcium","Root.0.30cm",6.83,4.1471875,64.6899254012508
193,2,"Nitrogen","Abv",2.2,1.2978125,69.5160125210691
193,2,"Potassium","Abv",2.73,0.8584375,218.019657808518
193,2,"Magnesium","Abv",0.7,0.3021875,131.644260599793
193,2,"Calcium","Abv",2.58,1.108125,132.825719120135
193,2,"Nitrogen","Root.0.30cm",8.65,4.388125,97.1229169633956
193,2,"Potassium","Root.0.30cm",4.8,1.6984375,182.61269549218
193,2,"Magnesium","Root.0.30cm",1.92,0.9275,107.008086253369
193,2,"Calcium","Root.0.30cm",7.82,4.1471875,88.5615251299827
197,2,"Nitrogen","Abv",1.3,1.2978125,0.168552853359018
197,2,"Potassium","Abv",1.57,0.8584375,82.8904259191846
197,2,"Magnesium","Abv",0.3,0.3021875,-0.723888314374357
197,2,"Calcium","Abv",1.16,1.108125,4.68133107727015
197,2,"Nitrogen","Root.0.30cm",5.55,4.388125,26.477709727959
197,2,"Potassium","Root.0.30cm",2.3,1.6984375,35.4185832566697
197,2,"Magnesium","Root.0.30cm",1.34,0.9275,44.4743935309973
197,2,"Calcium","Root.0.30cm",5.07,4.1471875,22.2515258835054
199,4,"Nitrogen","Abv",2.19,1.2978125,68.7454851914279
199,4,"Potassium","Abv",2.24,0.8584375,160.939206406989
199,4,"Magnesium","Abv",0.51,0.3021875,68.7693898655636
199,4,"Calcium","Abv",1.73,1.108125,56.1195713479977
199,4,"Nitrogen","Root.0.30cm",6.38,4.388125,45.3923942458339
199,4,"Potassium","Root.0.30cm",2.82,1.6984375,66.0349586016559
199,4,"Magnesium","Root.0.30cm",1.36,0.9275,46.6307277628032
199,4,"Calcium","Root.0.30cm",6.17,4.1471875,48.7755255820963
201,4,"Nitrogen","Abv",3.67,1.2978125,182.783529978329
201,4,"Potassium","Abv",2.84,0.8584375,230.833636694576
201,4,"Magnesium","Abv",0.7,0.3021875,131.644260599793
201,4,"Calcium","Abv",3.15,1.108125,184.263959390863
201,4,"Nitrogen","Root.0.30cm",7.2,4.388125,64.0791909984333
201,4,"Potassium","Root.0.30cm",2.72,1.6984375,60.1471941122355
201,4,"Magnesium","Root.0.30cm",1.32,0.9275,42.3180592991914
201,4,"Calcium","Root.0.30cm",11.24,4.1471875,171.027051465602
202,16,"Nitrogen","Abv",5.56,1.2978125,328.41319528052
202,16,"Potassium","Abv",6.85,0.8584375,697.961412449945
202,16,"Magnesium","Abv",1.49,0.3021875,393.071354705274
202,16,"Calcium","Abv",5.51,1.108125,397.236322617033
202,16,"Nitrogen","Root.0.30cm",8.65,4.388125,97.1229169633956
202,16,"Potassium","Root.0.30cm",4.84,1.6984375,184.967801287948
202,16,"Magnesium","Root.0.30cm",2.49,0.9275,168.463611859838
202,16,"Calcium","Root.0.30cm",10.85,4.1471875,161.623087936101
205,1,"Nitrogen","Abv",2.34,1.2978125,80.3033951360462
205,1,"Potassium","Abv",1.24,0.8584375,44.448489261012
205,1,"Magnesium","Abv",0.43,0.3021875,42.2957600827301
205,1,"Calcium","Abv",2.4,1.108125,116.5820642978
205,1,"Nitrogen","Root.0.30cm",8.59,4.388125,95.7555903717419
205,1,"Potassium","Root.0.30cm",2.2,1.6984375,29.5308187672493
205,1,"Magnesium","Root.0.30cm",1.35,0.9275,45.5525606469003
205,1,"Calcium","Root.0.30cm",11.57,4.1471875,178.984251375179
206,8,"Nitrogen","Abv",2.55,1.2978125,96.4844690585119
206,8,"Potassium","Abv",3.83,0.8584375,346.159446669094
206,8,"Magnesium","Abv",0.9,0.3021875,197.828335056877
206,8,"Calcium","Abv",3.08,1.108125,177.94698251551
206,8,"Nitrogen","Root.0.30cm",7.65,4.388125,74.3341404358354
206,8,"Potassium","Root.0.30cm",3.88,1.6984375,128.445262189512
206,8,"Magnesium","Root.0.30cm",1.71,0.9275,84.366576819407
206,8,"Calcium","Root.0.30cm",6.97,4.1471875,68.0657071810715
208,8,"Nitrogen","Abv",3.08,1.2978125,137.322417529497
208,8,"Potassium","Abv",2.85,0.8584375,231.998543866036
208,8,"Magnesium","Abv",0.65,0.3021875,115.098241985522
208,8,"Calcium","Abv",1.97,1.108125,77.7777777777778
208,8,"Nitrogen","Root.0.30cm",10.29,4.388125,134.496510468594
208,8,"Potassium","Root.0.30cm",3.55,1.6984375,109.015639374425
208,8,"Magnesium","Root.0.30cm",1.89,0.9275,103.77358490566
208,8,"Calcium","Root.0.30cm",9.47,4.1471875,128.347524677869
210,8,"Nitrogen","Abv",3.18,1.2978125,145.027690825909
210,8,"Potassium","Abv",2.39,0.8584375,178.412813978886
210,8,"Magnesium","Abv",0.89,0.3021875,194.519131334023
210,8,"Calcium","Abv",3.34,1.108125,201.410039481105
210,8,"Nitrogen","Root.0.30cm",9.12,4.388125,107.833641931349
210,8,"Potassium","Root.0.30cm",2.65,1.6984375,56.0257589696412
210,8,"Magnesium","Root.0.30cm",1.7,0.9275,83.288409703504
210,8,"Calcium","Root.0.30cm",8.59,4.1471875,107.128324918996
211,2,"Nitrogen","Abv",4.27,1.2978125,229.015169756802
211,2,"Potassium","Abv",1.28,0.8584375,49.1081179468511
211,2,"Magnesium","Abv",0.61,0.3021875,101.861427094105
211,2,"Calcium","Abv",2.56,1.108125,131.02086858432
211,2,"Nitrogen","Root.0.30cm",7.19,4.388125,63.8513032331577
211,2,"Potassium","Root.0.30cm",2.15,1.6984375,26.5869365225391
211,2,"Magnesium","Root.0.30cm",0.98,0.9275,5.66037735849057
211,2,"Calcium","Root.0.30cm",5.57,4.1471875,34.3078893828649
213,8,"Nitrogen","Abv",2.7,1.2978125,108.04237900313
213,8,"Potassium","Abv",2.56,0.8584375,198.216235893702
213,8,"Magnesium","Abv",0.59,0.3021875,95.2430196483971
213,8,"Calcium","Abv",1.72,1.108125,55.2171460800902
213,8,"Nitrogen","Root.0.30cm",5.66,4.388125,28.9844751459906
213,8,"Potassium","Root.0.30cm",1.91,1.6984375,12.4563017479301
213,8,"Magnesium","Root.0.30cm",0.88,0.9275,-5.12129380053908
213,8,"Calcium","Root.0.30cm",6.18,4.1471875,49.0166528520835
220,16,"Nitrogen","Abv",2.5,1.2978125,92.6318324103058
220,16,"Potassium","Abv",2.84,0.8584375,230.833636694576
220,16,"Magnesium","Abv",0.55,0.3021875,82.0062047569804
220,16,"Calcium","Abv",1.82,1.108125,64.2413987591653
220,16,"Nitrogen","Root.0.30cm",9.63,4.388125,119.455917960405
220,16,"Potassium","Root.0.30cm",2.88,1.6984375,69.5676172953082
220,16,"Magnesium","Root.0.30cm",1.09,0.9275,17.5202156334232
220,16,"Calcium","Root.0.30cm",8.04,4.1471875,93.8663250697008
