"Nutrient","Plot","NumSp","unit","0.20cm_1994","0.20cm_2017","20.40cm_2017","Bulk.Density.g.cm3_0.20cm_1994","Bulk.Density.g.cm3_0.20cm_2017","Bulk.Density.g.cm3_20.40cm_2017","bd.pred","Depth_add_cm","gm2_1994_0.20cm","gm2_2017_u","gm2_2017_add","gm2_2017_0.20cm"
"Magnesium",31,1,"mgX.kgSoil",28.51,46.03,30.81,1.51,1.42,1.7,"measured",1.05882352941176,8.61002,13.07252,0.55458,13.6271
"Magnesium",33,4,"mgX.kgSoil",27.97,58.18,27.63,1.47,1.44,1.68,"predicted",0.357142857142857,8.22318,16.75584,0.16578,16.92162
"Magnesium",34,16,"mgX.kgSoil",32.36,78.44,38.94,1.47,1.39,1.64,"predicted",0.975609756097561,9.51384,21.80632,0.62304,22.42936
"Magnesium",35,16,"mgX.kgSoil",61.79,99.63,57.17,1.46,1.46,1.71,"measured",0,18.04268,29.09196,0,29.09196
"Magnesium",44,4,"mgX.kgSoil",31.69,61.25,29.96,1.46,1.47,1.78,"measured",-0.136054421768707,9.25348,18.0075,-0.1225,17.885
"Magnesium",45,4,"mgX.kgSoil",34.04,54.6,31.08,1.5,1.45,1.69,"predicted",0.591715976331361,10.212,15.834,0.3108,16.1448
"Magnesium",46,16,"mgX.kgSoil",28.69,73.4,33.75,1.47,1.42,1.66,"predicted",0.602409638554217,8.43486,20.8456,0.3375,21.1831
"Magnesium",48,2,"mgX.kgSoil",35.42,64.48,32.61,1.48,1.48,1.74,"measured",0,10.48432,19.08608,0,19.08608
"Magnesium",50,8,"mgX.kgSoil",86.84,82.13,70.74,1.49,1.28,1.68,"measured",2.5,25.87832,21.02528,2.97108,23.99636
"Magnesium",53,4,"mgX.kgSoil",65.79,80.52,72.48,1.48,1.44,1.68,"predicted",0.476190476190476,19.47384,23.18976,0.57984,23.7696
"Magnesium",56,2,"mgX.kgSoil",82.58,84.84,74.4,1.48,1.4,1.6,"measured",1,24.44368,23.7552,1.1904,24.9456
"Magnesium",57,8,"mgX.kgSoil",63.85,78.38,63.45,1.47,1.44,1.68,"predicted",0.357142857142857,18.7719,22.57344,0.3807,22.95414
"Magnesium",58,4,"mgX.kgSoil",72.18,64.81,67.99,1.5,1.44,1.71,"measured",0.701754385964912,21.654,18.66528,0.81588,19.48116
"Magnesium",62,4,"mgX.kgSoil",76.39,81.94,73.19,1.49,1.46,1.69,"predicted",0.355029585798817,22.76422,23.92648,0.43914,24.36562
"Magnesium",67,8,"mgX.kgSoil",32.3,82.46,38.51,1.48,1.41,1.65,"predicted",0.848484848484849,9.5608,23.25372,0.53914,23.79286
"Magnesium",68,16,"mgX.kgSoil",34.67,74.88,36.4,1.47,1.39,1.64,"predicted",0.975609756097561,10.19298,20.81664,0.5824,21.39904
"Magnesium",69,1,"mgX.kgSoil",30.85,47.33,27.31,1.48,1.51,1.62,"measured",-0.397350993377483,9.1316,14.29366,-0.28398,14.00968
"Magnesium",70,4,"mgX.kgSoil",31.09,84.74,42.2,1.47,1.37,1.53,"measured",1.30718954248366,9.14046,23.21876,0.844,24.06276
"Magnesium",74,8,"mgX.kgSoil",62.09,88.05,62.28,1.46,1.39,1.64,"predicted",0.853658536585366,18.13028,24.4779,0.87192,25.34982
"Magnesium",75,2,"mgX.kgSoil",65.86,62.01,67.67,1.47,1.46,1.69,"predicted",0.118343195266272,19.36284,18.10692,0.13534,18.24226
"Magnesium",81,8,"mgX.kgSoil",25.16,56.09,32.02,1.48,1.42,1.66,"predicted",0.72289156626506,7.44736,15.92956,0.38424,16.3138
"Magnesium",82,16,"mgX.kgSoil",28.88,74.54,33.4,1.48,1.42,1.66,"predicted",0.72289156626506,8.54848,21.16936,0.4008,21.57016
"Magnesium",83,1,"mgX.kgSoil",38.25,87.71,30.13,1.44,1.47,1.62,"measured",-0.408163265306122,11.016,25.78674,-0.52626,25.26048
"Magnesium",87,1,"mgX.kgSoil",73.8,80.65,76.97,1.47,1.41,1.67,"measured",0.718562874251497,21.6972,22.7433,0.92364,23.66694
"Magnesium",89,16,"mgX.kgSoil",72.81,108.68,88.54,1.44,1.38,1.63,"predicted",0.736196319018405,20.96928,29.99568,1.06248,31.05816
"Magnesium",92,1,"mgX.kgSoil",84.16,81.63,71.79,1.43,1.38,1.63,"predicted",0.613496932515337,24.06976,22.52988,0.7179,23.24778
"Magnesium",93,4,"mgX.kgSoil",81.14,106.67,106.98,1.48,1.26,1.53,"measured",2.87581699346405,24.01744,26.88084,4.70712,31.58796
"Magnesium",94,1,"mgX.kgSoil",65.57,67.44,68.01,1.44,1.36,1.66,"measured",0.963855421686747,18.88416,18.34368,1.08816,19.43184
"Magnesium",98,8,"mgX.kgSoil",70.91,86.08,83.42,1.43,1.37,1.66,"measured",0.72289156626506,20.28026,23.58592,1.00104,24.58696
"Magnesium",104,8,"mgX.kgSoil",67.83,99.81,83.84,1.45,1.38,1.67,"measured",0.838323353293413,19.6707,27.54756,1.17376,28.72132
"Magnesium",107,16,"mgX.kgSoil",25.59,59.17,27.28,1.5,1.44,1.68,"predicted",0.714285714285714,7.677,17.04096,0.32736,17.36832
"Magnesium",108,16,"mgX.kgSoil",33.04,92.9,38.55,1.46,1.41,1.65,"predicted",0.606060606060606,9.64768,26.1978,0.3855,26.5833
"Magnesium",109,1,"mgX.kgSoil",32.77,49.98,35.43,1.48,1.54,1.85,"measured",-0.779220779220779,9.69992,15.39384,-0.59976,14.79408
"Magnesium",110,4,"mgX.kgSoil",29.24,68.66,32.66,1.48,1.35,1.62,"measured",1.60493827160494,8.65504,18.5382,0.84916,19.38736
"Magnesium",111,8,"mgX.kgSoil",68.76,88.29,46.7,1.45,1.41,1.65,"predicted",0.484848484848485,19.9404,24.89778,0.3736,25.27138
"Magnesium",115,8,"mgX.kgSoil",82.5,73.83,66.75,1.47,1.45,1.69,"predicted",0.236686390532544,24.255,21.4107,0.267,21.6777
"Magnesium",117,2,"mgX.kgSoil",55.79,79.58,59.15,1.48,1.39,1.69,"measured",1.06508875739645,16.51384,22.12324,1.0647,23.18794
"Magnesium",118,8,"mgX.kgSoil",56.74,69.61,50.35,1.46,1.5,1.75,"measured",-0.533333333333333,16.56808,20.883,-0.55688,20.32612
"Magnesium",125,2,"mgX.kgSoil",86.29,89.26,91.47,1.44,1.49,1.71,"measured",-0.671140939597315,24.85152,26.59948,-0.8926,25.70688
"Magnesium",129,1,"mgX.kgSoil",66.24,78.33,84.04,1.43,1.55,1.71,"measured",-1.54838709677419,18.94464,24.2823,-1.87992,22.40238
"Magnesium",130,8,"mgX.kgSoil",74.79,80.52,75.2,1.38,1.46,1.73,"measured",-1.0958904109589,20.64204,23.51184,-1.28832,22.22352
"Magnesium",133,4,"mgX.kgSoil",80.17,68.31,68.3,1.49,1.36,1.68,"measured",1.54761904761905,23.89066,18.58032,1.7758,20.35612
"Magnesium",135,1,"mgX.kgSoil",64.53,59.35,76.48,1.45,1.51,1.72,"measured",-0.794701986754967,18.7137,17.9237,-0.7122,17.2115
"Magnesium",136,16,"mgX.kgSoil",68.14,96.44,99.26,1.45,1.41,1.65,"predicted",0.484848484848485,19.7606,27.19608,0.79408,27.99016
"Magnesium",137,1,"mgX.kgSoil",72.91,76.66,54.44,1.45,1.34,1.91,"measured",1.15183246073298,21.1439,20.54488,1.19768,21.74256
"Magnesium",138,4,"mgX.kgSoil",75.41,83.29,81.61,1.42,1.39,1.59,"measured",0.377358490566038,21.41644,23.15462,0.48966,23.64428
"Magnesium",139,4,"mgX.kgSoil",66.5,84.19,89.35,1.44,1.38,1.63,"predicted",0.736196319018405,19.152,23.23644,1.0722,24.30864
"Magnesium",142,1,"mgX.kgSoil",71.62,81.27,98.29,1.46,1.56,1.71,"measured",-1.28205128205128,20.91304,25.35624,-1.6254,23.73084
"Magnesium",146,8,"mgX.kgSoil",30.64,58.74,36.99,1.43,1.35,1.57,"measured",1.01910828025478,8.76304,15.8598,0.59184,16.45164
"Magnesium",149,4,"mgX.kgSoil",70.68,83.88,65.27,1.43,1.39,1.64,"predicted",0.487804878048781,20.21448,23.31864,0.52216,23.8408
"Magnesium",156,16,"mgX.kgSoil",66.56,77.65,56.64,1.46,1.39,1.74,"measured",0.804597701149425,19.43552,21.5867,0.79296,22.37966
"Magnesium",157,2,"mgX.kgSoil",36.71,54.39,39.67,1.44,1.43,1.67,"predicted",0.119760479041916,10.57248,15.55554,0.07934,15.63488
"Magnesium",160,16,"mgX.kgSoil",25.4,66.21,30.21,1.46,1.49,1.73,"measured",-0.402684563758389,7.4168,19.73058,-0.39726,19.33332
"Magnesium",163,1,"mgX.kgSoil",88.13,80.7,85.92,1.41,1.57,1.74,"measured",-2.03821656050955,24.85266,25.3398,-2.5824,22.7574
"Magnesium",164,16,"mgX.kgSoil",110.68,104.97,104.54,1.46,1.49,1.77,"measured",-0.402684563758389,32.31856,31.28106,-0.62982,30.65124
"Magnesium",165,2,"mgX.kgSoil",94.45,83.03,81.48,1.4,1.39,1.64,"predicted",0.121951219512195,26.446,23.08234,0.16296,23.2453
"Magnesium",167,1,"mgX.kgSoil",68.81,77.82,69.82,1.48,1.45,1.69,"predicted",0.355029585798817,20.36776,22.5678,0.41892,22.98672
"Magnesium",168,2,"mgX.kgSoil",80.21,76.91,79.16,1.46,1.41,1.71,"measured",0.584795321637427,23.42132,21.68862,0.7916,22.48022
"Magnesium",169,16,"mgX.kgSoil",71.68,96.48,102.12,1.48,1.42,1.66,"predicted",0.72289156626506,21.21728,27.40032,1.22544,28.62576
"Magnesium",170,8,"mgX.kgSoil",72.41,75.19,62.31,1.47,1.44,1.68,"predicted",0.357142857142857,21.28854,21.65472,0.37386,22.02858
"Magnesium",171,2,"mgX.kgSoil",80.42,94.03,88.44,1.46,1.43,1.58,"measured",0.379746835443038,23.48264,26.89258,0.53064,27.42322
"Magnesium",174,16,"mgX.kgSoil",74.41,102.44,93.45,1.42,1.39,1.64,"predicted",0.365853658536585,21.13244,28.47832,0.5607,29.03902
"Magnesium",175,2,"mgX.kgSoil",71.48,105.07,101.8,1.46,1.29,1.29,"measured",2.63565891472868,20.87216,27.10806,3.4612,30.56926
"Magnesium",176,4,"mgX.kgSoil",80.96,83.61,94.53,1.42,1.44,1.68,"predicted",-0.277777777777778,22.99264,24.07968,-0.33444,23.74524
"Magnesium",177,8,"mgX.kgSoil",66.53,77.75,78.17,1.42,1.38,1.63,"predicted",0.49079754601227,18.89452,21.459,0.62536,22.08436
"Magnesium",178,8,"mgX.kgSoil",102.11,103.9,88.25,1.32,1.31,1.59,"measured",0.125786163522011,26.95704,27.2218,0.176499999999997,27.3983
"Magnesium",185,1,"mgX.kgSoil",37.69,46.84,34.89,1.42,1.59,1.84,"measured",-2.13836477987421,10.70396,14.89512,-1.59256,13.30256
"Magnesium",186,16,"mgX.kgSoil",40.14,86.91,49.57,1.38,1.39,1.64,"predicted",-0.143884892086331,11.07864,24.16098,-0.17382,23.98716
"Magnesium",190,4,"mgX.kgSoil",61.81,67.6,64.18,1.4,1.5,1.74,"measured",-1.33333333333333,17.3068,20.28,-1.352,18.928
"Magnesium",193,2,"mgX.kgSoil",57.96,95.23,87.83,1.47,1.35,1.59,"measured",1.50943396226415,17.04024,25.7121,2.10792,27.82002
"Magnesium",197,2,"mgX.kgSoil",38.75,60.31,30.35,1.4,1.49,1.7,"measured",-1.20805369127517,10.85,17.97238,-1.08558,16.8868
"Magnesium",199,4,"mgX.kgSoil",29.27,93.25,35.5,1.43,1.38,1.63,"predicted",0.613496932515337,8.37122,25.737,0.355,26.092
"Magnesium",201,4,"mgX.kgSoil",98.18,97.99,78.35,1.43,1.37,1.62,"predicted",0.740740740740741,28.07948,26.84926,0.9402,27.78946
"Magnesium",202,16,"mgX.kgSoil",139.14,167.12,125.28,1.36,1.26,1.53,"predicted",1.30718954248366,37.84608,42.11424,2.5056,44.61984
"Magnesium",205,1,"mgX.kgSoil",90.48,91.93,76.93,1.43,1.45,1.66,"measured",-0.275862068965517,25.87728,26.6597,-0.36772,26.29198
"Magnesium",206,8,"mgX.kgSoil",70.84,99.24,75.9,1.41,1.24,1.6,"measured",2.125,19.97688,24.61152,2.5806,27.19212
"Magnesium",208,8,"mgX.kgSoil",91.18,96.52,85.73,1.43,1.28,1.5,"measured",2,26.07748,24.70912,2.5719,27.28102
"Magnesium",210,8,"mgX.kgSoil",70.32,86.96,83.41,1.44,1.33,1.61,"measured",1.36645962732919,20.25216,23.13136,1.83502,24.96638
"Magnesium",211,2,"mgX.kgSoil",78.48,74.44,54.72,1.44,1.41,1.65,"predicted",0.363636363636364,22.60224,20.99208,0.32832,21.3204
"Magnesium",213,8,"mgX.kgSoil",65.06,65.06,57.63,1.47,1.47,1.73,"measured",0,19.12764,19.12764,0,19.12764
"Magnesium",220,16,"mgX.kgSoil",23.04,63.22,24.89,1.47,1.42,1.66,"predicted",0.602409638554217,6.77376,17.95448,0.2489,18.20338
"Magnesium",223,4,"mgX.kgSoil",36.19,54.54,33.86,1.44,1.41,1.65,"predicted",0.363636363636364,10.42272,15.38028,0.20316,15.58344
"Magnesium",224,2,"mgX.kgSoil",34.86,51.36,38.15,1.44,1.47,1.7,"measured",-0.408163265306122,10.03968,15.09984,-0.30816,14.79168
"Magnesium",225,4,"mgX.kgSoil",69.54,71.98,55.5,1.43,1.4,1.64,"predicted",0.365853658536585,19.88844,20.1544,0.333,20.4874
"Magnesium",227,16,"mgX.kgSoil",87.04,96.6,74.56,1.44,1.33,1.68,"measured",1.30952380952381,25.06752,25.6956,1.64032,27.33592
"Magnesium",229,4,"mgX.kgSoil",58.86,73,59.74,1.43,1.49,1.62,"measured",-0.805369127516778,16.83396,21.754,-0.876,20.878
"Magnesium",230,1,"mgX.kgSoil",62.25,59.17,70.95,1.44,1.5,1.72,"measured",-0.8,17.928,17.751,-0.71004,17.04096
"Magnesium",232,8,"mgX.kgSoil",96.12,134.7,63.14,1.36,1.33,1.62,"measured",0.37037037037037,26.14464,35.8302,0.37884,36.20904
"Magnesium",233,4,"mgX.kgSoil",42.16,74.25,34.75,1.34,1.3,1.57,"predicted",0.509554140127389,11.29888,19.305,0.278,19.583
"Magnesium",234,2,"mgX.kgSoil",32.39,88.86,32.53,1.41,1.32,1.58,"predicted",1.13924050632911,9.13398,23.45904,0.58554,24.04458
"Magnesium",235,16,"mgX.kgSoil",30.06,86.15,26.44,1.41,1.32,1.58,"predicted",1.13924050632911,8.47692,22.7436,0.47592,23.21952
"Magnesium",236,2,"mgX.kgSoil",23.29,51.72,23.36,1.45,1.48,1.66,"measured",-0.405405405405405,6.7541,15.30912,-0.31032,14.9988
"Magnesium",237,1,"mgX.kgSoil",38.91,56.2,30.24,1.42,1.39,1.72,"measured",0.348837209302326,11.05044,15.6236,0.18144,15.80504
"Magnesium",239,16,"mgX.kgSoil",83.65,102.65,89.14,1.43,1.37,1.62,"predicted",0.740740740740741,23.9239,28.1261,1.06968,29.19578
"Magnesium",242,16,"mgX.kgSoil",64.01,81.76,82.95,1.45,1.39,1.62,"measured",0.740740740740741,18.5629,22.72928,0.9954,23.72468
"Magnesium",253,16,"mgX.kgSoil",83.24,89.53,98.78,1.44,1.4,1.64,"predicted",0.487804878048781,23.97312,25.0684,0.79024,25.85864
"Magnesium",257,16,"mgX.kgSoil",36.94,94.14,34.85,1.41,1.35,1.6,"predicted",0.75,10.41708,25.4178,0.4182,25.836
"Magnesium",259,2,"mgX.kgSoil",27.41,55.82,27.02,1.42,1.37,1.62,"predicted",0.617283950617284,7.78444,15.29468,0.2702,15.56488
"Magnesium",265,1,"mgX.kgSoil",76.8,98.27,68.23,1.44,1.36,1.61,"measured",0.993788819875776,22.1184,26.72944,1.09168,27.82112
"Magnesium",266,8,"mgX.kgSoil",59.19,78.25,68.05,1.42,1.34,1.61,"measured",0.993788819875776,16.80996,20.971,1.0888,22.0598
"Magnesium",267,1,"mgX.kgSoil",75.26,80.61,68.32,1.36,1.38,1.69,"measured",-0.289855072463768,20.47072,22.24836,-0.32244,21.92592
"Magnesium",268,1,"mgX.kgSoil",88.28,94.52,90.64,1.36,1.46,1.64,"measured",-1.36986301369863,24.01216,27.59984,-1.8904,25.70944
"Magnesium",273,16,"mgX.kgSoil",45.87,124.85,43.22,1.28,1.17,1.47,"predicted",1.49659863945578,11.74272,29.2149,0.95084,30.16574
"Magnesium",278,2,"mgX.kgSoil",98.77,77.52,76.54,1.47,1.45,1.69,"predicted",0.236686390532544,29.03838,22.4808,0.30616,22.78696
"Magnesium",280,1,"mgX.kgSoil",96.76,70.31,85.05,1.45,1.42,1.66,"predicted",0.36144578313253,28.0604,19.96804,0.5103,20.47834
"Magnesium",282,1,"mgX.kgSoil",58.27,52.34,57.71,1.43,1.44,1.68,"predicted",-0.138888888888889,16.66522,15.07392,-0.10468,14.96924
"Magnesium",283,8,"mgX.kgSoil",67.59,61.3,69.78,1.43,1.44,1.68,"predicted",-0.138888888888889,19.33074,17.6544,-0.1226,17.5318
"Magnesium",286,4,"mgX.kgSoil",69.86,68.94,64.41,1.46,1.4,1.63,"measured",0.736196319018405,20.39912,19.3032,0.77292,20.07612
"Magnesium",287,4,"mgX.kgSoil",59.27,61.24,64.27,1.46,1.54,1.64,"measured",-1.03896103896104,17.30684,18.86192,-0.97984,17.88208
"Magnesium",290,1,"mgX.kgSoil",45.5,64.89,51.12,1.46,1.39,1.62,"measured",0.864197530864198,13.286,18.03942,0.71568,18.7551
"Magnesium",291,1,"mgX.kgSoil",57.38,52.35,53.74,1.46,1.43,1.67,"predicted",0.359281437125749,16.75496,14.9721,0.32244,15.29454
"Magnesium",292,8,"mgX.kgSoil",67.92,104.51,86.3,1.42,1.39,1.64,"predicted",0.365853658536585,19.28928,29.05378,0.5178,29.57158
"Magnesium",293,8,"mgX.kgSoil",96.3,103.97,94.55,1.44,1.38,1.63,"predicted",0.736196319018405,27.7344,28.69572,1.1346,29.83032
"Magnesium",299,16,"mgX.kgSoil",27.11,84.53,32.4,1.45,1.25,1.57,"measured",2.54777070063694,7.8619,21.1325,1.296,22.4285
"Magnesium",300,2,"mgX.kgSoil",37.07,80.66,46.03,1.46,1.41,1.6,"measured",0.625,10.82444,22.74612,0.4603,23.20642
"Magnesium",301,16,"mgX.kgSoil",66.08,89.49,73.4,1.45,1.34,1.65,"measured",1.33333333333333,19.1632,23.98332,1.6148,25.59812
"Magnesium",302,4,"mgX.kgSoil",102.23,104.62,61.01,1.43,1.4,1.82,"measured",0.32967032967033,29.23778,29.2936,0.36606,29.65966
"Magnesium",303,8,"mgX.kgSoil",73.55,103.18,70.09,1.44,1.42,1.66,"predicted",0.240963855421687,21.1824,29.30312,0.28036,29.58348
"Magnesium",304,2,"mgX.kgSoil",75.48,79.81,76.84,1.42,1.41,1.66,"predicted",0.120481927710843,21.43632,22.50642,0.15368,22.6601
"Magnesium",307,8,"mgX.kgSoil",66.72,98.45,64.08,1.44,1.37,1.67,"measured",0.838323353293413,19.21536,26.9753,0.89712,27.87242
"Magnesium",308,1,"mgX.kgSoil",52.99,73.31,49.37,1.45,1.53,1.74,"measured",-1.04575163398693,15.3671,22.43286,-1.17296,21.2599
"Magnesium",311,2,"mgX.kgSoil",33.85,53.43,28.38,1.42,1.48,1.63,"measured",-0.810810810810811,9.6134,15.81528,-0.64116,15.17412
"Magnesium",313,8,"mgX.kgSoil",19.35,63.26,24.28,1.52,1.43,1.67,"predicted",1.07784431137725,5.8824,18.09236,0.43704,18.5294
"Magnesium",318,16,"mgX.kgSoil",65.13,86.34,66.38,1.35,1.4,1.65,"predicted",-0.714285714285714,17.5851,24.1752,-0.8634,23.3118
"Magnesium",324,2,"mgX.kgSoil",73.23,68.58,73.95,1.45,1.45,1.69,"predicted",0,21.2367,19.8882,0,19.8882
"Magnesium",325,4,"mgX.kgSoil",73.96,82.67,63.9,1.45,1.43,1.73,"measured",0.23121387283237,21.4484,23.64362,0.2556,23.89922
"Magnesium",328,16,"mgX.kgSoil",47.77,71.92,63.56,1.47,1.31,1.54,"measured",2.07792207792208,14.04438,18.84304,2.03392,20.87696
"Magnesium",329,16,"mgX.kgSoil",63.48,85.66,55.51,1.45,1.34,1.58,"measured",1.39240506329114,18.4092,22.95688,1.22122,24.1781
"Magnesium",330,2,"mgX.kgSoil",100.21,77.74,80.68,1.42,1.46,1.76,"measured",-0.547945205479452,28.45964,22.70008,-0.62192,22.07816
"Magnesium",331,16,"mgX.kgSoil",84.12,101.4,87.11,1.43,1.35,1.57,"measured",1.01910828025478,24.05832,27.378,1.39376,28.77176
"Magnesium",334,2,"mgX.kgSoil",22.6,43,25.69,1.41,1.42,1.66,"predicted",-0.140845070422535,6.3732,12.212,-0.086,12.126
"Magnesium",335,2,"mgX.kgSoil",21.62,42.58,25.11,1.43,1.45,1.69,"predicted",-0.275862068965517,6.18332,12.3482,-0.17032,12.17788
"Magnesium",336,16,"mgX.kgSoil",33.47,91.43,40.35,1.44,1.32,1.5,"measured",1.6,9.63936,24.13752,0.9684,25.10592
"Magnesium",338,1,"mgX.kgSoil",36.34,61.52,28.14,1.46,1.48,1.67,"measured",-0.27027027027027,10.61128,18.20992,-0.24608,17.96384
"Magnesium",339,16,"mgX.kgSoil",63.75,104.77,66.21,1.45,1.41,1.62,"measured",0.493827160493827,18.4875,29.54514,0.52968,30.07482
"Magnesium",342,2,"mgX.kgSoil",62.85,103.33,55.81,1.45,1.36,1.71,"measured",1.05263157894737,18.2265,28.10576,1.00458,29.11034
"Potassium",2,1,"mgX.kgSoil",31.02,22.49,16.9,1.48,1.49,1.62,"measured",-0.134228187919463,9.18192,6.70202,-0.04498,6.65704
"Potassium",3,4,"mgX.kgSoil",43.39,22.98,17.59,1.46,1.47,1.6,"measured",-0.136054421768707,12.66988,6.75612,-0.04596,6.71016
"Potassium",5,1,"mgX.kgSoil",33.9,25.71,18.51,1.47,1.46,1.61,"measured",0.124223602484472,9.9666,7.50732,0.03702,7.54434
"Potassium",6,2,"mgX.kgSoil",24.7,23.84,16.91,1.48,1.46,1.69,"predicted",0.236686390532544,7.3112,6.96128,0.06764,7.02892
"Potassium",9,16,"mgX.kgSoil",34.34,48.51,26.66,1.49,1.39,1.52,"measured",1.31578947368421,10.23332,13.48578,0.5332,14.01898
"Potassium",11,1,"mgX.kgSoil",23.72,34.53,15.6,1.48,1.34,1.57,"measured",1.78343949044586,7.02112,9.25404,0.4368,9.69084
"Potassium",12,8,"mgX.kgSoil",29.95,49.9,33.44,1.45,1.39,1.57,"measured",0.764331210191083,8.6855,13.8722,0.40128,14.27348
"Potassium",14,2,"mgX.kgSoil",54.92,25.43,20.28,1.44,1.44,1.62,"measured",0,15.81696,7.32384,0,7.32384
"Potassium",15,8,"mgX.kgSoil",30.88,35.96,15.12,1.46,1.44,1.68,"predicted",0.238095238095238,9.01696,10.35648,0.06048,10.41696
"Potassium",16,1,"mgX.kgSoil",46.9,18.43,14.24,1.44,1.56,1.74,"measured",-1.53846153846154,13.5072,5.75016,-0.44232,5.30784
"Potassium",20,1,"mgX.kgSoil",18.88,21.28,12.37,1.48,1.39,1.72,"measured",1.04651162790698,5.58848,5.91584,0.22266,6.1385
"Potassium",22,8,"mgX.kgSoil",26.18,32.08,16.45,1.49,1.48,1.71,"predicted",0.116959064327485,7.80164,9.49568,0.0329,9.52858
"Potassium",24,4,"mgX.kgSoil",36.41,27.43,23.59,1.48,1.47,1.72,"measured",0.116279069767442,10.77736,8.06442,0.04718,8.1116
"Potassium",26,4,"mgX.kgSoil",29.22,36.7,19.82,1.45,1.4,1.64,"predicted",0.609756097560976,8.4738,10.276,0.1982,10.4742
"Potassium",27,16,"mgX.kgSoil",23.68,43.31,27.1,1.42,1.35,1.64,"measured",0.853658536585366,6.72512,11.6937,0.3794,12.0731
"Potassium",28,4,"mgX.kgSoil",34.35,29.96,18.61,1.47,1.43,1.67,"predicted",0.479041916167665,10.0989,8.56856,0.14888,8.71744
"Potassium",29,1,"mgX.kgSoil",33.11,19.28,15.01,1.46,1.45,1.69,"predicted",0.118343195266272,9.66812,5.5912,0.03002,5.62122
"Potassium",30,16,"mgX.kgSoil",31.08,47.08,25.5,1.47,1.4,1.64,"predicted",0.853658536585366,9.13752,13.1824,0.357,13.5394
"Potassium",31,1,"mgX.kgSoil",23.89,24.5,19.35,1.51,1.42,1.7,"measured",1.05882352941176,7.21478,6.958,0.3483,7.3063
"Potassium",33,4,"mgX.kgSoil",26.24,39.08,20.42,1.47,1.44,1.68,"predicted",0.357142857142857,7.71456,11.25504,0.12252,11.37756
"Potassium",34,16,"mgX.kgSoil",27.86,57.29,37.96,1.47,1.39,1.64,"predicted",0.975609756097561,8.19084,15.92662,0.60736,16.53398
"Potassium",35,16,"mgX.kgSoil",32.1,46.56,25.92,1.46,1.46,1.71,"measured",0,9.3732,13.59552,0,13.59552
"Potassium",44,4,"mgX.kgSoil",27.51,33.61,18.73,1.46,1.47,1.78,"measured",-0.136054421768707,8.03292,9.88134,-0.06722,9.81412
"Potassium",45,4,"mgX.kgSoil",27.34,26.91,18.68,1.5,1.45,1.69,"predicted",0.591715976331361,8.202,7.8039,0.1868,7.9907
"Potassium",46,16,"mgX.kgSoil",30.37,48.82,27.62,1.47,1.42,1.66,"predicted",0.602409638554217,8.92878,13.86488,0.2762,14.14108
"Potassium",48,2,"mgX.kgSoil",41.01,31.83,20,1.48,1.48,1.74,"measured",0,12.13896,9.42168,0,9.42168
"Potassium",50,8,"mgX.kgSoil",33.66,36.66,18.2,1.49,1.28,1.68,"measured",2.5,10.03068,9.38496,0.7644,10.14936
"Potassium",53,4,"mgX.kgSoil",31.6,30.34,20,1.48,1.44,1.68,"predicted",0.476190476190476,9.3536,8.73792,0.16,8.89792
"Potassium",56,2,"mgX.kgSoil",38.29,49.65,36.58,1.48,1.4,1.6,"measured",1,11.33384,13.902,0.58528,14.48728
"Potassium",57,8,"mgX.kgSoil",31.1,36.07,22.7,1.47,1.44,1.68,"predicted",0.357142857142857,9.1434,10.38816,0.1362,10.52436
"Potassium",58,4,"mgX.kgSoil",33.27,24.72,18.86,1.5,1.44,1.71,"measured",0.701754385964912,9.981,7.11936,0.22632,7.34568
"Potassium",62,4,"mgX.kgSoil",29.43,36.88,17.59,1.49,1.46,1.69,"predicted",0.355029585798817,8.77014,10.76896,0.10554,10.8745
"Potassium",67,8,"mgX.kgSoil",30.91,56.38,26.48,1.48,1.41,1.65,"predicted",0.848484848484849,9.14936,15.89916,0.37072,16.26988
"Potassium",68,16,"mgX.kgSoil",30.41,51.6,32.96,1.47,1.39,1.64,"predicted",0.975609756097561,8.94054,14.3448,0.52736,14.87216
"Potassium",69,1,"mgX.kgSoil",29.04,19.49,19.14,1.48,1.51,1.62,"measured",-0.397350993377483,8.59584,5.88598,-0.11694,5.76904
"Potassium",70,4,"mgX.kgSoil",25.67,52.97,33.82,1.47,1.37,1.53,"measured",1.30718954248366,7.54698,14.51378,0.6764,15.19018
"Potassium",74,8,"mgX.kgSoil",40.28,43.52,21.57,1.46,1.39,1.64,"predicted",0.853658536585366,11.76176,12.09856,0.30198,12.40054
"Potassium",75,2,"mgX.kgSoil",24.67,25.66,19.32,1.47,1.46,1.69,"predicted",0.118343195266272,7.25298,7.49272,0.03864,7.53136
"Potassium",81,8,"mgX.kgSoil",24.3,32.5,20.24,1.48,1.42,1.66,"predicted",0.72289156626506,7.1928,9.23,0.24288,9.47288
"Potassium",82,16,"mgX.kgSoil",24.56,53.67,38.47,1.48,1.42,1.66,"predicted",0.72289156626506,7.26976,15.24228,0.46164,15.70392
"Potassium",83,1,"mgX.kgSoil",31.29,27.79,16.98,1.44,1.47,1.62,"measured",-0.408163265306122,9.01152,8.17026,-0.16674,8.00352
