"Nutrient","Plot","NumSp","unit","0.20cm_1994","0.20cm_2017","20.40cm_2017","Bulk.Density.g.cm3_0.20cm_1994","Bulk.Density.g.cm3_0.20cm_2017","Bulk.Density.g.cm3_20.40cm_2017","bd.pred","Depth_add_cm","gm2_1994_0.20cm","gm2_2017_u","gm2_2017_add","gm2_2017_0.20cm"
"Nitrogen",163,1,"mgX.kgSoil",530,447.5,255,1.41,1.57,1.74,"measured",-2.03821656050955,149.46,140.515,-14.32,126.195
"Nitrogen",164,16,"mgX.kgSoil",380,555,317.5,1.46,1.49,1.77,"measured",-0.402684563758389,110.96,165.39,-3.33,162.06
"Nitrogen",165,2,"mgX.kgSoil",550,517.5,375,1.4,1.39,1.64,"predicted",0.121951219512195,154,143.865,0.75,144.615
"Nitrogen",167,1,"mgX.kgSoil",330,402.5,285,1.48,1.45,1.69,"predicted",0.355029585798817,97.68,116.725,1.71,118.435
"Nitrogen",168,2,"mgX.kgSoil",420,455,315,1.46,1.41,1.71,"measured",0.584795321637427,122.64,128.31,3.15,131.46
"Nitrogen",169,16,"mgX.kgSoil",350,515,275,1.48,1.42,1.66,"predicted",0.72289156626506,103.6,146.26,3.3,149.56
"Nitrogen",170,8,"mgX.kgSoil",350,492.5,277.5,1.47,1.44,1.68,"predicted",0.357142857142857,102.9,141.84,1.665,143.505
"Nitrogen",171,2,"mgX.kgSoil",390,547.5,310,1.46,1.43,1.58,"measured",0.379746835443038,113.88,156.585,1.86,158.445
"Nitrogen",174,16,"mgX.kgSoil",530,557.5,357.5,1.42,1.39,1.64,"predicted",0.365853658536585,150.52,154.985,2.145,157.13
"Nitrogen",175,2,"mgX.kgSoil",410,600,357.5,1.46,1.29,1.29,"measured",2.63565891472868,119.72,154.8,12.155,166.955
"Nitrogen",176,4,"mgX.kgSoil",540,432.5,352.5,1.42,1.44,1.68,"predicted",-0.277777777777778,153.36,124.56,-1.73,122.83
"Nitrogen",177,8,"mgX.kgSoil",550,650,407.5,1.42,1.38,1.63,"predicted",0.49079754601227,156.2,179.4,3.26,182.66
"Nitrogen",178,8,"mgX.kgSoil",850,757.5,577.5,1.32,1.31,1.59,"measured",0.125786163522011,224.4,198.465,1.15499999999998,199.62
"Nitrogen",185,1,"mgX.kgSoil",550,552.5,367.5,1.42,1.59,1.84,"measured",-2.13836477987421,156.2,175.695,-18.785,156.91
"Nitrogen",186,16,"mgX.kgSoil",650,645,480,1.38,1.39,1.64,"predicted",-0.143884892086331,179.4,179.31,-1.29,178.02
"Nitrogen",190,4,"mgX.kgSoil",600,585,450,1.4,1.5,1.74,"measured",-1.33333333333333,168,175.5,-11.7,163.8
"Nitrogen",193,2,"mgX.kgSoil",370,925,500,1.47,1.35,1.59,"measured",1.50943396226415,108.78,249.75,12,261.75
"Nitrogen",197,2,"mgX.kgSoil",610,585,387.5,1.4,1.49,1.7,"measured",-1.20805369127517,170.8,174.33,-10.53,163.8
"Nitrogen",199,4,"mgX.kgSoil",500,657.5,477.5,1.43,1.38,1.63,"predicted",0.613496932515337,143,181.47,4.775,186.245
"Nitrogen",201,4,"mgX.kgSoil",500,697.5,432.5,1.43,1.37,1.62,"predicted",0.740740740740741,143,191.115,5.19,196.305
"Nitrogen",202,16,"mgX.kgSoil",720,1020,702.5,1.36,1.26,1.53,"predicted",1.30718954248366,195.84,257.04,14.05,271.09
"Nitrogen",205,1,"mgX.kgSoil",530,502.5,302.5,1.43,1.45,1.66,"measured",-0.275862068965517,151.58,145.725,-2.01,143.715
"Nitrogen",206,8,"mgX.kgSoil",580,657.5,405,1.41,1.24,1.6,"measured",2.125,163.56,163.06,13.77,176.83
"Nitrogen",208,8,"mgX.kgSoil",510,665,337.5,1.43,1.28,1.5,"measured",2,145.86,170.24,10.125,180.365
"Nitrogen",210,8,"mgX.kgSoil",480,625,410,1.44,1.33,1.61,"measured",1.36645962732919,138.24,166.25,9.02,175.27
"Nitrogen",211,2,"mgX.kgSoil",500,597.5,325,1.44,1.41,1.65,"predicted",0.363636363636364,144,168.495,1.95,170.445
"Nitrogen",213,8,"mgX.kgSoil",370,527.5,260,1.47,1.47,1.73,"measured",0,108.78,155.085,0,155.085
"Nitrogen",220,16,"mgX.kgSoil",360,542.5,292.5,1.47,1.42,1.66,"predicted",0.602409638554217,105.84,154.07,2.925,156.995
"Nitrogen",223,4,"mgX.kgSoil",470,575,547.5,1.44,1.41,1.65,"predicted",0.363636363636364,135.36,162.15,3.285,165.435
"Nitrogen",224,2,"mgX.kgSoil",470,500,480,1.44,1.47,1.7,"measured",-0.408163265306122,135.36,147,-3,144
"Nitrogen",225,4,"mgX.kgSoil",530,557.5,355,1.43,1.4,1.64,"predicted",0.365853658536585,151.58,156.1,2.13,158.23
"Nitrogen",227,16,"mgX.kgSoil",500,545,400,1.44,1.33,1.68,"measured",1.30952380952381,144,144.97,8.8,153.77
"Nitrogen",229,4,"mgX.kgSoil",540,610,392.5,1.43,1.49,1.62,"measured",-0.805369127516778,154.44,181.78,-7.32,174.46
"Nitrogen",230,1,"mgX.kgSoil",480,547.5,377.5,1.44,1.5,1.72,"measured",-0.8,138.24,164.25,-6.57,157.68
"Nitrogen",232,8,"mgX.kgSoil",740,925,585,1.36,1.33,1.62,"measured",0.37037037037037,201.28,246.05,3.51,249.56
"Nitrogen",233,4,"mgX.kgSoil",820,840,585,1.34,1.3,1.57,"predicted",0.509554140127389,219.76,218.4,4.68,223.08
"Nitrogen",234,2,"mgX.kgSoil",590,825,437.5,1.41,1.32,1.58,"predicted",1.13924050632911,166.38,217.8,7.875,225.675
"Nitrogen",235,16,"mgX.kgSoil",570,770,480,1.41,1.32,1.58,"predicted",1.13924050632911,160.74,203.28,8.64,211.92
"Nitrogen",236,2,"mgX.kgSoil",470,527.5,437.5,1.45,1.48,1.66,"measured",-0.405405405405405,136.3,156.14,-3.165,152.975
"Nitrogen",237,1,"mgX.kgSoil",550,505,332.5,1.42,1.39,1.72,"measured",0.348837209302326,156.2,140.39,1.995,142.385
"Nitrogen",239,16,"mgX.kgSoil",510,672.5,422.5,1.43,1.37,1.62,"predicted",0.740740740740741,145.86,184.265,5.07,189.335
"Nitrogen",242,16,"mgX.kgSoil",410,512.5,347.5,1.45,1.39,1.62,"measured",0.740740740740741,118.9,142.475,4.17,146.645
"Nitrogen",253,16,"mgX.kgSoil",470,607.5,372.5,1.44,1.4,1.64,"predicted",0.487804878048781,135.36,170.1,2.98,173.08
"Nitrogen",257,16,"mgX.kgSoil",540,715,387.5,1.41,1.35,1.6,"predicted",0.75,152.28,193.05,4.65,197.7
"Nitrogen",259,2,"mgX.kgSoil",550,662.5,422.5,1.42,1.37,1.62,"predicted",0.617283950617284,156.2,181.525,4.225,185.75
"Nitrogen",265,1,"mgX.kgSoil",500,710,547.5,1.44,1.36,1.61,"measured",0.993788819875776,144,193.12,8.76,201.88
"Nitrogen",266,8,"mgX.kgSoil",570,577.5,392.5,1.42,1.34,1.61,"measured",0.993788819875776,161.88,154.77,6.28,161.05
"Nitrogen",267,1,"mgX.kgSoil",770,717.5,535,1.36,1.38,1.69,"measured",-0.289855072463768,209.44,198.03,-2.87,195.16
"Nitrogen",268,1,"mgX.kgSoil",730,605,410,1.36,1.46,1.64,"measured",-1.36986301369863,198.56,176.66,-12.1,164.56
"Nitrogen",273,16,"mgX.kgSoil",1010,1262.5,787.5,1.28,1.17,1.47,"predicted",1.49659863945578,258.56,295.425,17.325,312.75
"Nitrogen",278,2,"mgX.kgSoil",370,407.5,317.5,1.47,1.45,1.69,"predicted",0.236686390532544,108.78,118.175,1.27,119.445
"Nitrogen",280,1,"mgX.kgSoil",410,480,337.5,1.45,1.42,1.66,"predicted",0.36144578313253,118.9,136.32,2.025,138.345
"Nitrogen",282,1,"mgX.kgSoil",500,445,330,1.43,1.44,1.68,"predicted",-0.138888888888889,143,128.16,-0.89,127.27
"Nitrogen",283,8,"mgX.kgSoil",510,447.5,327.5,1.43,1.44,1.68,"predicted",-0.138888888888889,145.86,128.88,-0.895,127.985
"Nitrogen",286,4,"mgX.kgSoil",400,457.5,357.5,1.46,1.4,1.63,"measured",0.736196319018405,116.8,128.1,4.29,132.39
"Nitrogen",287,4,"mgX.kgSoil",410,432.5,290,1.46,1.54,1.64,"measured",-1.03896103896104,119.72,133.21,-6.92,126.29
"Nitrogen",290,1,"mgX.kgSoil",400,507.5,335,1.46,1.39,1.62,"measured",0.864197530864198,116.8,141.085,4.69,145.775
"Nitrogen",291,1,"mgX.kgSoil",390,500,345,1.46,1.43,1.67,"predicted",0.359281437125749,113.88,143,2.07,145.07
"Nitrogen",292,8,"mgX.kgSoil",550,597.5,407.5,1.42,1.39,1.64,"predicted",0.365853658536585,156.2,166.105,2.445,168.55
"Nitrogen",293,8,"mgX.kgSoil",480,637.5,372.5,1.44,1.38,1.63,"predicted",0.736196319018405,138.24,175.95,4.47,180.42
"Nitrogen",299,16,"mgX.kgSoil",420,627.5,435,1.45,1.25,1.57,"measured",2.54777070063694,121.8,156.875,17.4,174.275
"Nitrogen",300,2,"mgX.kgSoil",380,587.5,262.5,1.46,1.41,1.6,"measured",0.625,110.96,165.675,2.625,168.3
"Nitrogen",301,16,"mgX.kgSoil",420,510,165,1.45,1.34,1.65,"measured",1.33333333333333,121.8,136.68,3.63,140.31
"Nitrogen",302,4,"mgX.kgSoil",470,565,290,1.43,1.4,1.82,"measured",0.32967032967033,134.42,158.2,1.74,159.94
"Nitrogen",303,8,"mgX.kgSoil",470,577.5,400,1.44,1.42,1.66,"predicted",0.240963855421687,135.36,164.01,1.6,165.61
"Nitrogen",304,2,"mgX.kgSoil",560,580,487.5,1.42,1.41,1.66,"predicted",0.120481927710843,159.04,163.56,0.975,164.535
"Nitrogen",307,8,"mgX.kgSoil",460,635,387.5,1.44,1.37,1.67,"measured",0.838323353293413,132.48,173.99,5.425,179.415
"Nitrogen",308,1,"mgX.kgSoil",420,430,232.5,1.45,1.53,1.74,"measured",-1.04575163398693,121.8,131.58,-6.88,124.7
"Nitrogen",311,2,"mgX.kgSoil",560,585,405,1.42,1.48,1.63,"measured",-0.810810810810811,159.04,173.16,-7.02,166.14
"Nitrogen",313,8,"mgX.kgSoil",210,507.5,455,1.52,1.43,1.67,"predicted",1.07784431137725,63.84,145.145,8.19,153.335
"Nitrogen",318,16,"mgX.kgSoil",680,580,455,1.35,1.4,1.65,"predicted",-0.714285714285714,183.6,162.4,-5.8,156.6
"Nitrogen",324,2,"mgX.kgSoil",420,440,282.5,1.45,1.45,1.69,"predicted",0,121.8,127.6,0,127.6
"Nitrogen",325,4,"mgX.kgSoil",410,555,322.5,1.45,1.43,1.73,"measured",0.23121387283237,118.9,158.73,1.29,160.02
"Nitrogen",328,16,"mgX.kgSoil",380,642.5,415,1.47,1.31,1.54,"measured",2.07792207792208,111.72,168.335,13.28,181.615
"Nitrogen",329,16,"mgX.kgSoil",440,607.5,437.5,1.45,1.34,1.58,"measured",1.39240506329114,127.6,162.81,9.625,172.435
"Nitrogen",330,2,"mgX.kgSoil",540,470,380,1.42,1.46,1.76,"measured",-0.547945205479452,153.36,137.24,-3.76,133.48
"Nitrogen",331,16,"mgX.kgSoil",520,710,400,1.43,1.35,1.57,"measured",1.01910828025478,148.72,191.7,6.4,198.1
"Nitrogen",334,2,"mgX.kgSoil",590,492.5,392.5,1.41,1.42,1.66,"predicted",-0.140845070422535,166.38,139.87,-0.985,138.885
"Nitrogen",335,2,"mgX.kgSoil",560,447.5,405,1.43,1.45,1.69,"predicted",-0.275862068965517,160.16,129.775,-1.79,127.985
"Nitrogen",336,16,"mgX.kgSoil",480,640,422.5,1.44,1.32,1.5,"measured",1.6,138.24,168.96,10.14,179.1
"Nitrogen",338,1,"mgX.kgSoil",430,492.5,275,1.46,1.48,1.67,"measured",-0.27027027027027,125.56,145.78,-1.97,143.81
"Nitrogen",339,16,"mgX.kgSoil",440,600,350,1.45,1.41,1.62,"measured",0.493827160493827,127.6,169.2,2.8,172
"Nitrogen",342,2,"mgX.kgSoil",470,580,325,1.45,1.36,1.71,"measured",1.05263157894737,136.3,157.76,5.85,163.61
"Carbon",2,1,"mgX.kgSoil",3450,3772.5,2745,1.48,1.49,1.62,"measured",-0.134228187919463,1021.2,1124.205,-7.545,1116.66
"Carbon",3,4,"mgX.kgSoil",4450,2920,2890,1.46,1.47,1.6,"measured",-0.136054421768707,1299.4,858.48,-5.84,852.64
"Carbon",5,1,"mgX.kgSoil",3730,4852.5,2617.5,1.47,1.46,1.61,"measured",0.124223602484472,1096.62,1416.93,5.235,1422.165
"Carbon",6,2,"mgX.kgSoil",3640,4377.5,2625,1.48,1.46,1.69,"predicted",0.236686390532544,1077.44,1278.23,10.5,1288.73
"Carbon",9,16,"mgX.kgSoil",3210,5515,2775,1.49,1.39,1.52,"measured",1.31578947368421,956.58,1533.17,55.5,1588.67
"Carbon",11,1,"mgX.kgSoil",3550,3915,2445,1.48,1.34,1.57,"measured",1.78343949044586,1050.8,1049.22,68.46,1117.68
"Carbon",12,8,"mgX.kgSoil",4580,7290,3575,1.45,1.39,1.57,"measured",0.764331210191083,1328.2,2026.62,42.9,2069.52
"Carbon",14,2,"mgX.kgSoil",4960,3875,3087.5,1.44,1.44,1.62,"measured",0,1428.48,1116,0,1116
"Carbon",15,8,"mgX.kgSoil",4280,5167.5,3027.5,1.46,1.44,1.68,"predicted",0.238095238095238,1249.76,1488.24,12.11,1500.35
"Carbon",16,1,"mgX.kgSoil",5190,3320,1982.5,1.44,1.56,1.74,"measured",-1.53846153846154,1494.72,1035.84,-79.68,956.16
"Carbon",20,1,"mgX.kgSoil",3480,3485,2615,1.48,1.39,1.72,"measured",1.04651162790698,1030.08,968.83,47.07,1015.9
"Carbon",22,8,"mgX.kgSoil",3260,3435,2272.5,1.49,1.48,1.71,"predicted",0.116959064327485,971.48,1016.76,4.545,1021.305
"Carbon",24,4,"mgX.kgSoil",3650,4385,2767.5,1.48,1.47,1.72,"measured",0.116279069767442,1080.4,1289.19,5.535,1294.725
"Carbon",26,4,"mgX.kgSoil",4680,6990,3125,1.45,1.4,1.64,"predicted",0.609756097560976,1357.2,1957.2,31.25,1988.45
"Carbon",27,16,"mgX.kgSoil",6130,6907.5,3640,1.42,1.35,1.64,"measured",0.853658536585366,1740.92,1865.025,50.96,1915.985
"Carbon",28,4,"mgX.kgSoil",3730,5472.5,2917.5,1.47,1.43,1.67,"predicted",0.479041916167665,1096.62,1565.135,23.34,1588.475
"Carbon",29,1,"mgX.kgSoil",4310,4752.5,2330,1.46,1.45,1.69,"predicted",0.118343195266272,1258.52,1378.225,4.66,1382.885
"Carbon",30,16,"mgX.kgSoil",4070,7035,3290,1.47,1.4,1.64,"predicted",0.853658536585366,1196.58,1969.8,46.06,2015.86
"Carbon",31,1,"mgX.kgSoil",2290,3742.5,2030,1.51,1.42,1.7,"measured",1.05882352941176,691.58,1062.87,36.54,1099.41
"Carbon",33,4,"mgX.kgSoil",3710,5052.5,2417.5,1.47,1.44,1.68,"predicted",0.357142857142857,1090.74,1455.12,14.505,1469.625
"Carbon",34,16,"mgX.kgSoil",3860,7112.5,4417.5,1.47,1.39,1.64,"predicted",0.975609756097561,1134.84,1977.275,70.68,2047.955
"Carbon",35,16,"mgX.kgSoil",4130,7220,4405,1.46,1.46,1.71,"measured",0,1205.96,2108.24,0,2108.24
"Carbon",44,4,"mgX.kgSoil",4310,5845,3565,1.46,1.47,1.78,"measured",-0.136054421768707,1258.52,1718.43,-11.69,1706.74
"Carbon",45,4,"mgX.kgSoil",2760,4595,2480,1.5,1.45,1.69,"predicted",0.591715976331361,828,1332.55,24.8,1357.35
"Carbon",46,16,"mgX.kgSoil",3830,5950,3045,1.47,1.42,1.66,"predicted",0.602409638554217,1126.02,1689.8,30.45,1720.25
"Carbon",48,2,"mgX.kgSoil",3450,5140,2782.5,1.48,1.48,1.74,"measured",0,1021.2,1521.44,0,1521.44
"Carbon",50,8,"mgX.kgSoil",3010,4222.5,1880,1.49,1.28,1.68,"measured",2.5,896.98,1080.96,78.96,1159.92
"Carbon",53,4,"mgX.kgSoil",3490,5140,3022.5,1.48,1.44,1.68,"predicted",0.476190476190476,1033.04,1480.32,24.18,1504.5
"Carbon",56,2,"mgX.kgSoil",3520,6232.5,2622.5,1.48,1.4,1.6,"measured",1,1041.92,1745.1,41.96,1787.06
"Carbon",57,8,"mgX.kgSoil",3730,5085,3217.5,1.47,1.44,1.68,"predicted",0.357142857142857,1096.62,1464.48,19.305,1483.785
"Carbon",58,4,"mgX.kgSoil",2570,4302.5,2257.5,1.5,1.44,1.71,"measured",0.701754385964912,771,1239.12,27.09,1266.21
"Carbon",62,4,"mgX.kgSoil",3260,4430,2905,1.49,1.46,1.69,"predicted",0.355029585798817,971.48,1293.56,17.43,1310.99
"Carbon",67,8,"mgX.kgSoil",3460,6622.5,3497.5,1.48,1.41,1.65,"predicted",0.848484848484849,1024.16,1867.545,48.965,1916.51
"Carbon",68,16,"mgX.kgSoil",4090,7240,3482.5,1.47,1.39,1.64,"predicted",0.975609756097561,1202.46,2012.72,55.72,2068.44
"Carbon",69,1,"mgX.kgSoil",3370,3780,2070,1.48,1.51,1.62,"measured",-0.397350993377483,997.52,1141.56,-22.68,1118.88
"Carbon",70,4,"mgX.kgSoil",3840,7400,3385,1.47,1.37,1.53,"measured",1.30718954248366,1128.96,2027.6,67.7,2095.3
"Carbon",74,8,"mgX.kgSoil",4300,7335,4477.5,1.46,1.39,1.64,"predicted",0.853658536585366,1255.6,2039.13,62.685,2101.815
"Carbon",75,2,"mgX.kgSoil",3970,4387.5,3182.5,1.47,1.46,1.69,"predicted",0.118343195266272,1167.18,1281.15,6.365,1287.515
"Carbon",81,8,"mgX.kgSoil",3400,5930,3530,1.48,1.42,1.66,"predicted",0.72289156626506,1006.4,1684.12,42.36,1726.48
"Carbon",82,16,"mgX.kgSoil",3460,5992.5,2865,1.48,1.42,1.66,"predicted",0.72289156626506,1024.16,1701.87,34.38,1736.25
"Carbon",83,1,"mgX.kgSoil",5070,5765,3170,1.44,1.47,1.62,"measured",-0.408163265306122,1460.16,1694.91,-34.59,1660.32
"Carbon",87,1,"mgX.kgSoil",3820,5600,2465,1.47,1.41,1.67,"measured",0.718562874251497,1123.08,1579.2,29.58,1608.78
"Carbon",89,16,"mgX.kgSoil",5140,7777.5,4582.5,1.44,1.38,1.63,"predicted",0.736196319018405,1480.32,2146.59,54.99,2201.58
"Carbon",92,1,"mgX.kgSoil",5520,7685,4867.5,1.43,1.38,1.63,"predicted",0.613496932515337,1578.72,2121.06,48.675,2169.735
"Carbon",93,4,"mgX.kgSoil",3440,7517.5,3752.5,1.48,1.26,1.53,"measured",2.87581699346405,1018.24,1894.41,165.11,2059.52
"Carbon",94,1,"mgX.kgSoil",5130,5070,2187.5,1.44,1.36,1.66,"measured",0.963855421686747,1477.44,1379.04,35,1414.04
"Carbon",98,8,"mgX.kgSoil",5610,6487.5,2792.5,1.43,1.37,1.66,"measured",0.72289156626506,1604.46,1777.575,33.51,1811.085
"Carbon",104,8,"mgX.kgSoil",4680,6720,3557.5,1.45,1.38,1.67,"measured",0.838323353293413,1357.2,1854.72,49.805,1904.525
"Carbon",107,16,"mgX.kgSoil",2650,5122.5,2200,1.5,1.44,1.68,"predicted",0.714285714285714,795,1475.28,26.4,1501.68
"Carbon",108,16,"mgX.kgSoil",4250,6447.5,3615,1.46,1.41,1.65,"predicted",0.606060606060606,1241,1818.195,36.15,1854.345
"Carbon",109,1,"mgX.kgSoil",3500,4287.5,2202.5,1.48,1.54,1.85,"measured",-0.779220779220779,1036,1320.55,-51.45,1269.1
"Carbon",110,4,"mgX.kgSoil",3320,6490,4572.5,1.48,1.35,1.62,"measured",1.60493827160494,982.72,1752.3,118.885,1871.185
"Carbon",111,8,"mgX.kgSoil",4590,6387.5,3725,1.45,1.41,1.65,"predicted",0.484848484848485,1331.1,1801.275,29.8,1831.075
"Carbon",115,8,"mgX.kgSoil",3890,4747.5,4467.5,1.47,1.45,1.69,"predicted",0.236686390532544,1143.66,1376.775,17.87,1394.645
"Carbon",117,2,"mgX.kgSoil",3640,4995,3905,1.48,1.39,1.69,"measured",1.06508875739645,1077.44,1388.61,70.29,1458.9
"Carbon",118,8,"mgX.kgSoil",4150,5660,3600,1.46,1.5,1.75,"measured",-0.533333333333333,1211.8,1698,-45.28,1652.72
"Carbon",125,2,"mgX.kgSoil",4960,5700,4032.5,1.44,1.49,1.71,"measured",-0.671140939597315,1428.48,1698.6,-57,1641.6
"Carbon",129,1,"mgX.kgSoil",5380,5160,4602.5,1.43,1.55,1.71,"measured",-1.54838709677419,1538.68,1599.6,-123.84,1475.76
"Carbon",130,8,"mgX.kgSoil",7750,6985,3342.5,1.38,1.46,1.73,"measured",-1.0958904109589,2139,2039.62,-111.76,1927.86
"Carbon",133,4,"mgX.kgSoil",2930,4162.5,2070,1.49,1.36,1.68,"measured",1.54761904761905,873.14,1132.2,53.82,1186.02
"Carbon",135,1,"mgX.kgSoil",4850,4670,2225,1.45,1.51,1.72,"measured",-0.794701986754967,1406.5,1410.34,-56.04,1354.3
"Carbon",136,16,"mgX.kgSoil",4830,6615,3470,1.45,1.41,1.65,"predicted",0.484848484848485,1400.7,1865.43,27.76,1893.19
"Carbon",137,1,"mgX.kgSoil",4780,6675,3725,1.45,1.34,1.91,"measured",1.15183246073298,1386.2,1788.9,81.95,1870.85
"Carbon",138,4,"mgX.kgSoil",6030,8035,5055,1.42,1.39,1.59,"measured",0.377358490566038,1712.52,2233.73,30.33,2264.06
"Carbon",139,4,"mgX.kgSoil",5020,7565,6117.5,1.44,1.38,1.63,"predicted",0.736196319018405,1445.76,2087.94,73.41,2161.35
"Carbon",142,1,"mgX.kgSoil",4480,4592.5,3417.5,1.46,1.56,1.71,"measured",-1.28205128205128,1308.16,1432.86,-91.85,1341.01
"Carbon",146,8,"mgX.kgSoil",5550,9602.5,4507.5,1.43,1.35,1.57,"measured",1.01910828025478,1587.3,2592.675,72.12,2664.795
"Carbon",149,4,"mgX.kgSoil",5380,7310,5500,1.43,1.39,1.64,"predicted",0.487804878048781,1538.68,2032.18,44,2076.18
"Carbon",156,16,"mgX.kgSoil",4220,6800,4170,1.46,1.39,1.74,"measured",0.804597701149425,1232.24,1890.4,58.38,1948.78
"Carbon",157,2,"mgX.kgSoil",5260,5545,3775,1.44,1.43,1.67,"predicted",0.119760479041916,1514.88,1585.87,7.55,1593.42
"Carbon",160,16,"mgX.kgSoil",4260,5890,3415,1.46,1.49,1.73,"measured",-0.402684563758389,1243.92,1755.22,-35.34,1719.88
"Carbon",163,1,"mgX.kgSoil",6250,5490,2810,1.41,1.57,1.74,"measured",-2.03821656050955,1762.5,1723.86,-175.68,1548.18
"Carbon",164,16,"mgX.kgSoil",4270,6725,3635,1.46,1.49,1.77,"measured",-0.402684563758389,1246.84,2004.05,-40.35,1963.7
"Carbon",165,2,"mgX.kgSoil",6640,7065,4307.5,1.4,1.39,1.64,"predicted",0.121951219512195,1859.2,1964.07,8.615,1972.685
"Carbon",167,1,"mgX.kgSoil",3640,4592.5,3300,1.48,1.45,1.69,"predicted",0.355029585798817,1077.44,1331.825,19.8,1351.625
"Carbon",168,2,"mgX.kgSoil",4420,5452.5,3487.5,1.46,1.41,1.71,"measured",0.584795321637427,1290.64,1537.605,34.875,1572.48
"Carbon",169,16,"mgX.kgSoil",3680,6200,3197.5,1.48,1.42,1.66,"predicted",0.72289156626506,1089.28,1760.8,38.37,1799.17
"Carbon",170,8,"mgX.kgSoil",3700,5292.5,3130,1.47,1.44,1.68,"predicted",0.357142857142857,1087.8,1524.24,18.78,1543.02
"Carbon",171,2,"mgX.kgSoil",4220,6037.5,3600,1.46,1.43,1.58,"measured",0.379746835443038,1232.24,1726.725,21.6,1748.325
"Carbon",174,16,"mgX.kgSoil",5790,7232.5,3895,1.42,1.39,1.64,"predicted",0.365853658536585,1644.36,2010.635,23.37,2034.005
"Carbon",175,2,"mgX.kgSoil",4310,7395,4215,1.46,1.29,1.29,"measured",2.63565891472868,1258.52,1907.91,143.31,2051.22
"Carbon",176,4,"mgX.kgSoil",6030,5185,4477.5,1.42,1.44,1.68,"predicted",-0.277777777777778,1712.52,1493.28,-20.74,1472.54
"Carbon",177,8,"mgX.kgSoil",6150,7660,4672.5,1.42,1.38,1.63,"predicted",0.49079754601227,1746.6,2114.16,37.38,2151.54
"Carbon",178,8,"mgX.kgSoil",10110,9762.5,6982.5,1.32,1.31,1.59,"measured",0.125786163522011,2669.04,2557.775,13.9649999999998,2571.74
"Carbon",185,1,"mgX.kgSoil",6080,6112.5,3765,1.42,1.59,1.84,"measured",-2.13836477987421,1726.72,1943.775,-207.825,1735.95
"Carbon",186,16,"mgX.kgSoil",7610,7390,5095,1.38,1.39,1.64,"predicted",-0.143884892086331,2100.36,2054.42,-14.78,2039.64
"Carbon",190,4,"mgX.kgSoil",6660,6137.5,5005,1.4,1.5,1.74,"measured",-1.33333333333333,1864.8,1841.25,-122.75,1718.5
"Carbon",193,2,"mgX.kgSoil",3990,10312.5,5277.5,1.47,1.35,1.59,"measured",1.50943396226415,1173.06,2784.375,126.66,2911.035
"Carbon",197,2,"mgX.kgSoil",6980,7290,4475,1.4,1.49,1.7,"measured",-1.20805369127517,1954.4,2172.42,-131.22,2041.2
"Carbon",199,4,"mgX.kgSoil",5570,7870,5407.5,1.43,1.38,1.63,"predicted",0.613496932515337,1593.02,2172.12,54.075,2226.195
"Carbon",201,4,"mgX.kgSoil",5660,8105,4775,1.43,1.37,1.62,"predicted",0.740740740740741,1618.76,2220.77,57.3,2278.07
"Carbon",202,16,"mgX.kgSoil",8490,12760,8830,1.36,1.26,1.53,"predicted",1.30718954248366,2309.28,3215.52,176.6,3392.12
"Carbon",205,1,"mgX.kgSoil",5740,5460,3265,1.43,1.45,1.66,"measured",-0.275862068965517,1641.64,1583.4,-21.84,1561.56
"Carbon",206,8,"mgX.kgSoil",6520,7550,4495,1.41,1.24,1.6,"measured",2.125,1838.64,1872.4,152.83,2025.23
"Carbon",208,8,"mgX.kgSoil",5460,7530,3580,1.43,1.28,1.5,"measured",2,1561.56,1927.68,107.4,2035.08
"Carbon",210,8,"mgX.kgSoil",5160,7032.5,4345,1.44,1.33,1.61,"measured",1.36645962732919,1486.08,1870.645,95.59,1966.235
"Carbon",211,2,"mgX.kgSoil",5230,6562.5,3435,1.44,1.41,1.65,"predicted",0.363636363636364,1506.24,1850.625,20.61,1871.235
"Carbon",213,8,"mgX.kgSoil",3750,5642.5,2717.5,1.47,1.47,1.73,"measured",0,1102.5,1658.895,0,1658.895
"Carbon",220,16,"mgX.kgSoil",3720,6082.5,3365,1.47,1.42,1.66,"predicted",0.602409638554217,1093.68,1727.43,33.65,1761.08
"Carbon",223,4,"mgX.kgSoil",4960,6487.5,6000,1.44,1.41,1.65,"predicted",0.363636363636364,1428.48,1829.475,36,1865.475
"Carbon",224,2,"mgX.kgSoil",4990,6270,5240,1.44,1.47,1.7,"measured",-0.408163265306122,1437.12,1843.38,-37.62,1805.76
"Carbon",225,4,"mgX.kgSoil",5660,7005,4460,1.43,1.4,1.64,"predicted",0.365853658536585,1618.76,1961.4,26.76,1988.16
"Carbon",227,16,"mgX.kgSoil",5230,6377.5,5197.5,1.44,1.33,1.68,"measured",1.30952380952381,1506.24,1696.415,114.345,1810.76
"Carbon",229,4,"mgX.kgSoil",5500,7495,4515,1.43,1.49,1.62,"measured",-0.805369127516778,1573,2233.51,-89.94,2143.57
"Carbon",230,1,"mgX.kgSoil",4970,6352.5,4412.5,1.44,1.5,1.72,"measured",-0.8,1431.36,1905.75,-76.23,1829.52
