"Plot","NumSp","Depth","Year","nut","val","unit"
81,8,"0.20cm","1994","pH",5,"log.H"
81,8,"0.20cm","1994","Nitrogen",330,"mgX.kgSoil"
81,8,"0.20cm","1994","Carbon",3400,"mgX.kgSoil"
81,8,"0.20cm","2017","Phosphorus",28,"mgX.kgSoil"
81,8,"0.20cm","2017","Calcium",347.99,"mgX.kgSoil"
81,8,"0.20cm","2017","Potassium",32.5,"mgX.kgSoil"
81,8,"0.20cm","2017","Magnesium",56.09,"mgX.kgSoil"
81,8,"0.20cm","2017","CEC",2.31,"meq.100gSoil"
81,8,"0.20cm","2017","pH",5.7,"log.H"
81,8,"0.20cm","2017","Nitrogen",530,"mgX.kgSoil"
81,8,"0.20cm","2017","Carbon",5930,"mgX.kgSoil"
81,8,"20.40cm","2017","Phosphorus",16,"mgX.kgSoil"
81,8,"20.40cm","2017","Calcium",324.01,"mgX.kgSoil"
81,8,"20.40cm","2017","Potassium",20.24,"mgX.kgSoil"
81,8,"20.40cm","2017","Magnesium",32.02,"mgX.kgSoil"
81,8,"20.40cm","2017","CEC",1.96,"meq.100gSoil"
81,8,"20.40cm","2017","pH",5.5,"log.H"
81,8,"20.40cm","2017","Nitrogen",367.5,"mgX.kgSoil"
81,8,"20.40cm","2017","Carbon",3530,"mgX.kgSoil"
82,16,"0.20cm","1994","Phosphorus",46,"mgX.kgSoil"
82,16,"0.20cm","1994","Calcium",251.5,"mgX.kgSoil"
82,16,"0.20cm","1994","Potassium",24.56,"mgX.kgSoil"
82,16,"0.20cm","1994","Magnesium",28.88,"mgX.kgSoil"
82,16,"0.20cm","1994","CEC",1.59,"meq.100gSoil"
82,16,"0.20cm","1994","Organic.Matter",9000,"mgX.kgSoil"
82,16,"0.20cm","1994","pH",5.1,"log.H"
82,16,"0.20cm","1994","Nitrogen",330,"mgX.kgSoil"
82,16,"0.20cm","1994","Carbon",3460,"mgX.kgSoil"
82,16,"0.20cm","2017","Phosphorus",46,"mgX.kgSoil"
82,16,"0.20cm","2017","Calcium",468.26,"mgX.kgSoil"
82,16,"0.20cm","2017","Potassium",53.67,"mgX.kgSoil"
82,16,"0.20cm","2017","Magnesium",74.54,"mgX.kgSoil"
82,16,"0.20cm","2017","CEC",3.11,"meq.100gSoil"
82,16,"0.20cm","2017","pH",6.1,"log.H"
82,16,"0.20cm","2017","Nitrogen",510,"mgX.kgSoil"
82,16,"0.20cm","2017","Carbon",5992.5,"mgX.kgSoil"
82,16,"20.40cm","2017","Phosphorus",45,"mgX.kgSoil"
82,16,"20.40cm","2017","Calcium",302.29,"mgX.kgSoil"
82,16,"20.40cm","2017","Potassium",38.47,"mgX.kgSoil"
82,16,"20.40cm","2017","Magnesium",33.4,"mgX.kgSoil"
82,16,"20.40cm","2017","CEC",1.91,"meq.100gSoil"
82,16,"20.40cm","2017","pH",5.5,"log.H"
82,16,"20.40cm","2017","Nitrogen",285,"mgX.kgSoil"
82,16,"20.40cm","2017","Carbon",2865,"mgX.kgSoil"
83,1,"0.20cm","1994","Phosphorus",51,"mgX.kgSoil"
83,1,"0.20cm","1994","Calcium",332.99,"mgX.kgSoil"
83,1,"0.20cm","1994","Potassium",31.29,"mgX.kgSoil"
83,1,"0.20cm","1994","Magnesium",38.25,"mgX.kgSoil"
83,1,"0.20cm","1994","CEC",2.09,"meq.100gSoil"
83,1,"0.20cm","1994","Organic.Matter",11000,"mgX.kgSoil"
83,1,"0.20cm","1994","pH",5.1,"log.H"
83,1,"0.20cm","1994","Nitrogen",460,"mgX.kgSoil"
83,1,"0.20cm","1994","Carbon",5070,"mgX.kgSoil"
83,1,"0.20cm","2017","Phosphorus",38,"mgX.kgSoil"
83,1,"0.20cm","2017","Calcium",602.33,"mgX.kgSoil"
83,1,"0.20cm","2017","Potassium",27.79,"mgX.kgSoil"
83,1,"0.20cm","2017","Magnesium",87.71,"mgX.kgSoil"
83,1,"0.20cm","2017","CEC",3.83,"meq.100gSoil"
83,1,"0.20cm","2017","pH",6.1,"log.H"
83,1,"0.20cm","2017","Nitrogen",512.5,"mgX.kgSoil"
83,1,"0.20cm","2017","Carbon",5765,"mgX.kgSoil"
83,1,"20.40cm","2017","Phosphorus",40,"mgX.kgSoil"
83,1,"20.40cm","2017","Calcium",404.71,"mgX.kgSoil"
83,1,"20.40cm","2017","Potassium",16.98,"mgX.kgSoil"
83,1,"20.40cm","2017","Magnesium",30.13,"mgX.kgSoil"
83,1,"20.40cm","2017","CEC",2.34,"meq.100gSoil"
83,1,"20.40cm","2017","pH",5.6,"log.H"
83,1,"20.40cm","2017","Nitrogen",330,"mgX.kgSoil"
83,1,"20.40cm","2017","Carbon",3170,"mgX.kgSoil"
87,1,"0.20cm","1994","Phosphorus",65,"mgX.kgSoil"
87,1,"0.20cm","1994","Calcium",357.52,"mgX.kgSoil"
87,1,"0.20cm","1994","Potassium",44.1,"mgX.kgSoil"
87,1,"0.20cm","1994","Magnesium",73.8,"mgX.kgSoil"
87,1,"0.20cm","1994","CEC",2.54,"meq.100gSoil"
87,1,"0.20cm","1994","Organic.Matter",9000,"mgX.kgSoil"
87,1,"0.20cm","1994","pH",5.6,"log.H"
87,1,"0.20cm","1994","Nitrogen",350,"mgX.kgSoil"
87,1,"0.20cm","1994","Carbon",3820,"mgX.kgSoil"
87,1,"0.20cm","2017","Phosphorus",53,"mgX.kgSoil"
87,1,"0.20cm","2017","Calcium",398.6,"mgX.kgSoil"
87,1,"0.20cm","2017","Potassium",30.91,"mgX.kgSoil"
87,1,"0.20cm","2017","Magnesium",80.65,"mgX.kgSoil"
87,1,"0.20cm","2017","CEC",2.76,"meq.100gSoil"
87,1,"0.20cm","2017","pH",6.2,"log.H"
87,1,"0.20cm","2017","Nitrogen",470,"mgX.kgSoil"
87,1,"0.20cm","2017","Carbon",5600,"mgX.kgSoil"
87,1,"20.40cm","2017","Phosphorus",57,"mgX.kgSoil"
87,1,"20.40cm","2017","Calcium",340.97,"mgX.kgSoil"
87,1,"20.40cm","2017","Potassium",27.2,"mgX.kgSoil"
87,1,"20.40cm","2017","Magnesium",76.97,"mgX.kgSoil"
87,1,"20.40cm","2017","CEC",2.43,"meq.100gSoil"
87,1,"20.40cm","2017","pH",5.9,"log.H"
87,1,"20.40cm","2017","Nitrogen",262.5,"mgX.kgSoil"
87,1,"20.40cm","2017","Carbon",2465,"mgX.kgSoil"
89,16,"0.20cm","1994","Phosphorus",54,"mgX.kgSoil"
89,16,"0.20cm","1994","Calcium",403.46,"mgX.kgSoil"
89,16,"0.20cm","1994","Potassium",38.86,"mgX.kgSoil"
89,16,"0.20cm","1994","Magnesium",72.81,"mgX.kgSoil"
89,16,"0.20cm","1994","CEC",2.74,"meq.100gSoil"
89,16,"0.20cm","1994","Organic.Matter",11000,"mgX.kgSoil"
89,16,"0.20cm","1994","pH",5.4,"log.H"
89,16,"0.20cm","1994","Nitrogen",460,"mgX.kgSoil"
89,16,"0.20cm","1994","Carbon",5140,"mgX.kgSoil"
89,16,"0.20cm","2017","Phosphorus",44,"mgX.kgSoil"
89,16,"0.20cm","2017","Calcium",586.61,"mgX.kgSoil"
89,16,"0.20cm","2017","Potassium",51.17,"mgX.kgSoil"
89,16,"0.20cm","2017","Magnesium",108.68,"mgX.kgSoil"
89,16,"0.20cm","2017","CEC",3.98,"meq.100gSoil"
89,16,"0.20cm","2017","pH",6.3,"log.H"
89,16,"0.20cm","2017","Nitrogen",605,"mgX.kgSoil"
89,16,"0.20cm","2017","Carbon",7777.5,"mgX.kgSoil"
89,16,"20.40cm","2017","Phosphorus",41,"mgX.kgSoil"
89,16,"20.40cm","2017","Calcium",410.29,"mgX.kgSoil"
89,16,"20.40cm","2017","Potassium",35.18,"mgX.kgSoil"
89,16,"20.40cm","2017","Magnesium",88.54,"mgX.kgSoil"
89,16,"20.40cm","2017","CEC",2.89,"meq.100gSoil"
89,16,"20.40cm","2017","pH",5.5,"log.H"
89,16,"20.40cm","2017","Nitrogen",430,"mgX.kgSoil"
89,16,"20.40cm","2017","Carbon",4582.5,"mgX.kgSoil"
92,1,"0.20cm","1994","Phosphorus",67,"mgX.kgSoil"
92,1,"0.20cm","1994","Calcium",522.48,"mgX.kgSoil"
92,1,"0.20cm","1994","Potassium",34.72,"mgX.kgSoil"
92,1,"0.20cm","1994","Magnesium",84.16,"mgX.kgSoil"
92,1,"0.20cm","1994","CEC",3.42,"meq.100gSoil"
92,1,"0.20cm","1994","Organic.Matter",11000,"mgX.kgSoil"
92,1,"0.20cm","1994","pH",5.6,"log.H"
92,1,"0.20cm","1994","Nitrogen",510,"mgX.kgSoil"
92,1,"0.20cm","1994","Carbon",5520,"mgX.kgSoil"
92,1,"0.20cm","2017","Phosphorus",62,"mgX.kgSoil"
92,1,"0.20cm","2017","Calcium",503.07,"mgX.kgSoil"
92,1,"0.20cm","2017","Potassium",39.29,"mgX.kgSoil"
92,1,"0.20cm","2017","Magnesium",81.63,"mgX.kgSoil"
92,1,"0.20cm","2017","CEC",3.31,"meq.100gSoil"
92,1,"0.20cm","2017","pH",5.8,"log.H"
92,1,"0.20cm","2017","Nitrogen",607.5,"mgX.kgSoil"
92,1,"0.20cm","2017","Carbon",7685,"mgX.kgSoil"
92,1,"20.40cm","2017","Phosphorus",68,"mgX.kgSoil"
92,1,"20.40cm","2017","Calcium",432.84,"mgX.kgSoil"
92,1,"20.40cm","2017","Potassium",31.61,"mgX.kgSoil"
92,1,"20.40cm","2017","Magnesium",71.79,"mgX.kgSoil"
92,1,"20.40cm","2017","CEC",2.86,"meq.100gSoil"
92,1,"20.40cm","2017","pH",5.8,"log.H"
92,1,"20.40cm","2017","Nitrogen",465,"mgX.kgSoil"
92,1,"20.40cm","2017","Carbon",4867.5,"mgX.kgSoil"
93,4,"0.20cm","1994","Phosphorus",76,"mgX.kgSoil"
93,4,"0.20cm","1994","Calcium",399.23,"mgX.kgSoil"
93,4,"0.20cm","1994","Potassium",45.17,"mgX.kgSoil"
93,4,"0.20cm","1994","Magnesium",81.14,"mgX.kgSoil"
93,4,"0.20cm","1994","CEC",2.8,"meq.100gSoil"
93,4,"0.20cm","1994","Organic.Matter",10000,"mgX.kgSoil"
93,4,"0.20cm","1994","pH",5.5,"log.H"
93,4,"0.20cm","1994","Nitrogen",340,"mgX.kgSoil"
93,4,"0.20cm","1994","Carbon",3440,"mgX.kgSoil"
93,4,"0.20cm","2017","Phosphorus",52,"mgX.kgSoil"
93,4,"0.20cm","2017","Calcium",628.68,"mgX.kgSoil"
93,4,"0.20cm","2017","Potassium",54.18,"mgX.kgSoil"
93,4,"0.20cm","2017","Magnesium",106.67,"mgX.kgSoil"
93,4,"0.20cm","2017","CEC",4.18,"meq.100gSoil"
93,4,"0.20cm","2017","pH",6.2,"log.H"
93,4,"0.20cm","2017","Nitrogen",697.5,"mgX.kgSoil"
93,4,"0.20cm","2017","Carbon",7517.5,"mgX.kgSoil"
93,4,"20.40cm","2017","Phosphorus",66,"mgX.kgSoil"
93,4,"20.40cm","2017","Calcium",407.87,"mgX.kgSoil"
93,4,"20.40cm","2017","Potassium",27.09,"mgX.kgSoil"
93,4,"20.40cm","2017","Magnesium",106.98,"mgX.kgSoil"
93,4,"20.40cm","2017","CEC",3.02,"meq.100gSoil"
93,4,"20.40cm","2017","pH",5.8,"log.H"
93,4,"20.40cm","2017","Nitrogen",380,"mgX.kgSoil"
93,4,"20.40cm","2017","Carbon",3752.5,"mgX.kgSoil"
94,1,"0.20cm","1994","Phosphorus",42,"mgX.kgSoil"
94,1,"0.20cm","1994","Calcium",372.75,"mgX.kgSoil"
94,1,"0.20cm","1994","Potassium",33.99,"mgX.kgSoil"
94,1,"0.20cm","1994","Magnesium",65.57,"mgX.kgSoil"
94,1,"0.20cm","1994","CEC",2.52,"meq.100gSoil"
94,1,"0.20cm","1994","Organic.Matter",9000,"mgX.kgSoil"
94,1,"0.20cm","1994","pH",5.6,"log.H"
94,1,"0.20cm","1994","Nitrogen",510,"mgX.kgSoil"
94,1,"0.20cm","1994","Carbon",5130,"mgX.kgSoil"
94,1,"0.20cm","2017","Phosphorus",35,"mgX.kgSoil"
94,1,"0.20cm","2017","Calcium",412.22,"mgX.kgSoil"
94,1,"0.20cm","2017","Potassium",25.27,"mgX.kgSoil"
94,1,"0.20cm","2017","Magnesium",67.44,"mgX.kgSoil"
94,1,"0.20cm","2017","CEC",2.7,"meq.100gSoil"
94,1,"0.20cm","2017","pH",6.1,"log.H"
94,1,"0.20cm","2017","Nitrogen",485,"mgX.kgSoil"
94,1,"0.20cm","2017","Carbon",5070,"mgX.kgSoil"
94,1,"20.40cm","2017","Phosphorus",30,"mgX.kgSoil"
94,1,"20.40cm","2017","Calcium",286.62,"mgX.kgSoil"
94,1,"20.40cm","2017","Potassium",15.92,"mgX.kgSoil"
94,1,"20.40cm","2017","Magnesium",68.01,"mgX.kgSoil"
94,1,"20.40cm","2017","CEC",2.06,"meq.100gSoil"
94,1,"20.40cm","2017","pH",5.9,"log.H"
94,1,"20.40cm","2017","Nitrogen",242.5,"mgX.kgSoil"
94,1,"20.40cm","2017","Carbon",2187.5,"mgX.kgSoil"
98,8,"0.20cm","1994","Phosphorus",53,"mgX.kgSoil"
98,8,"0.20cm","1994","Calcium",383.84,"mgX.kgSoil"
98,8,"0.20cm","1994","Potassium",39.32,"mgX.kgSoil"
98,8,"0.20cm","1994","Magnesium",70.91,"mgX.kgSoil"
98,8,"0.20cm","1994","CEC",2.63,"meq.100gSoil"
98,8,"0.20cm","1994","Organic.Matter",12000,"mgX.kgSoil"
98,8,"0.20cm","1994","pH",5.4,"log.H"
98,8,"0.20cm","1994","Nitrogen",540,"mgX.kgSoil"
98,8,"0.20cm","1994","Carbon",5610,"mgX.kgSoil"
98,8,"0.20cm","2017","Phosphorus",46,"mgX.kgSoil"
98,8,"0.20cm","2017","Calcium",483.23,"mgX.kgSoil"
98,8,"0.20cm","2017","Potassium",49.49,"mgX.kgSoil"
98,8,"0.20cm","2017","Magnesium",86.08,"mgX.kgSoil"
98,8,"0.20cm","2017","CEC",3.27,"meq.100gSoil"
98,8,"0.20cm","2017","pH",6.2,"log.H"
98,8,"0.20cm","2017","Nitrogen",595,"mgX.kgSoil"
98,8,"0.20cm","2017","Carbon",6487.5,"mgX.kgSoil"
98,8,"20.40cm","2017","Phosphorus",47,"mgX.kgSoil"
98,8,"20.40cm","2017","Calcium",335.52,"mgX.kgSoil"
98,8,"20.40cm","2017","Potassium",36.2,"mgX.kgSoil"
98,8,"20.40cm","2017","Magnesium",83.42,"mgX.kgSoil"
98,8,"20.40cm","2017","CEC",2.48,"meq.100gSoil"
98,8,"20.40cm","2017","pH",6,"log.H"
98,8,"20.40cm","2017","Nitrogen",287.5,"mgX.kgSoil"
98,8,"20.40cm","2017","Carbon",2792.5,"mgX.kgSoil"
104,8,"0.20cm","1994","Phosphorus",58,"mgX.kgSoil"
104,8,"0.20cm","1994","Calcium",381.44,"mgX.kgSoil"
104,8,"0.20cm","1994","Potassium",37.27,"mgX.kgSoil"
104,8,"0.20cm","1994","Magnesium",67.83,"mgX.kgSoil"
104,8,"0.20cm","1994","CEC",2.59,"meq.100gSoil"
104,8,"0.20cm","1994","Organic.Matter",10000,"mgX.kgSoil"
104,8,"0.20cm","1994","pH",5.4,"log.H"
104,8,"0.20cm","1994","Nitrogen",450,"mgX.kgSoil"
104,8,"0.20cm","1994","Carbon",4680,"mgX.kgSoil"
104,8,"0.20cm","2017","Phosphorus",51,"mgX.kgSoil"
104,8,"0.20cm","2017","Calcium",602.49,"mgX.kgSoil"
104,8,"0.20cm","2017","Potassium",59.35,"mgX.kgSoil"
104,8,"0.20cm","2017","Magnesium",99.81,"mgX.kgSoil"
104,8,"0.20cm","2017","CEC",4,"meq.100gSoil"
104,8,"0.20cm","2017","pH",6.4,"log.H"
104,8,"0.20cm","2017","Nitrogen",600,"mgX.kgSoil"
104,8,"0.20cm","2017","Carbon",6720,"mgX.kgSoil"
104,8,"20.40cm","2017","Phosphorus",61,"mgX.kgSoil"
104,8,"20.40cm","2017","Calcium",327.95,"mgX.kgSoil"
104,8,"20.40cm","2017","Potassium",35.76,"mgX.kgSoil"
104,8,"20.40cm","2017","Magnesium",83.84,"mgX.kgSoil"
104,8,"20.40cm","2017","CEC",2.44,"meq.100gSoil"
104,8,"20.40cm","2017","pH",5.9,"log.H"
104,8,"20.40cm","2017","Nitrogen",332.5,"mgX.kgSoil"
104,8,"20.40cm","2017","Carbon",3557.5,"mgX.kgSoil"
107,16,"0.20cm","1994","Phosphorus",43,"mgX.kgSoil"
107,16,"0.20cm","1994","Calcium",299.93,"mgX.kgSoil"
107,16,"0.20cm","1994","Potassium",24.3,"mgX.kgSoil"
107,16,"0.20cm","1994","Magnesium",25.59,"mgX.kgSoil"
107,16,"0.20cm","1994","CEC",1.8,"meq.100gSoil"
107,16,"0.20cm","1994","Organic.Matter",6000,"mgX.kgSoil"
107,16,"0.20cm","1994","pH",5.4,"log.H"
107,16,"0.20cm","1994","Nitrogen",290,"mgX.kgSoil"
107,16,"0.20cm","1994","Carbon",2650,"mgX.kgSoil"
107,16,"0.20cm","2017","Phosphorus",50,"mgX.kgSoil"
107,16,"0.20cm","2017","Calcium",406.97,"mgX.kgSoil"
107,16,"0.20cm","2017","Potassium",43.43,"mgX.kgSoil"
107,16,"0.20cm","2017","Magnesium",59.17,"mgX.kgSoil"
107,16,"0.20cm","2017","CEC",2.65,"meq.100gSoil"
107,16,"0.20cm","2017","pH",6.1,"log.H"
107,16,"0.20cm","2017","Nitrogen",475,"mgX.kgSoil"
107,16,"0.20cm","2017","Carbon",5122.5,"mgX.kgSoil"
107,16,"20.40cm","2017","Phosphorus",46,"mgX.kgSoil"
107,16,"20.40cm","2017","Calcium",305.36,"mgX.kgSoil"
107,16,"20.40cm","2017","Potassium",27.98,"mgX.kgSoil"
107,16,"20.40cm","2017","Magnesium",27.28,"mgX.kgSoil"
107,16,"20.40cm","2017","CEC",1.85,"meq.100gSoil"
107,16,"20.40cm","2017","pH",5.5,"log.H"
107,16,"20.40cm","2017","Nitrogen",220,"mgX.kgSoil"
107,16,"20.40cm","2017","Carbon",2200,"mgX.kgSoil"
108,16,"0.20cm","1994","Phosphorus",52,"mgX.kgSoil"
108,16,"0.20cm","1994","Calcium",288.01,"mgX.kgSoil"
108,16,"0.20cm","1994","Potassium",22.3,"mgX.kgSoil"
108,16,"0.20cm","1994","Magnesium",33.04,"mgX.kgSoil"
108,16,"0.20cm","1994","CEC",1.81,"meq.100gSoil"
108,16,"0.20cm","1994","Organic.Matter",10000,"mgX.kgSoil"
108,16,"0.20cm","1994","pH",5,"log.H"
108,16,"0.20cm","1994","Nitrogen",420,"mgX.kgSoil"
108,16,"0.20cm","1994","Carbon",4250,"mgX.kgSoil"
108,16,"0.20cm","2017","Phosphorus",39,"mgX.kgSoil"
108,16,"0.20cm","2017","Calcium",560.68,"mgX.kgSoil"
108,16,"0.20cm","2017","Potassium",55.49,"mgX.kgSoil"
108,16,"0.20cm","2017","Magnesium",92.9,"mgX.kgSoil"
108,16,"0.20cm","2017","CEC",3.73,"meq.100gSoil"
108,16,"0.20cm","2017","pH",6.2,"log.H"
108,16,"0.20cm","2017","Nitrogen",542.5,"mgX.kgSoil"
108,16,"0.20cm","2017","Carbon",6447.5,"mgX.kgSoil"
108,16,"20.40cm","2017","Phosphorus",40,"mgX.kgSoil"
108,16,"20.40cm","2017","Calcium",359.89,"mgX.kgSoil"
108,16,"20.40cm","2017","Potassium",26.42,"mgX.kgSoil"
108,16,"20.40cm","2017","Magnesium",38.55,"mgX.kgSoil"
108,16,"20.40cm","2017","CEC",2.22,"meq.100gSoil"
108,16,"20.40cm","2017","pH",5.7,"log.H"
108,16,"20.40cm","2017","Nitrogen",342.5,"mgX.kgSoil"
108,16,"20.40cm","2017","Carbon",3615,"mgX.kgSoil"
109,1,"0.20cm","1994","Phosphorus",40,"mgX.kgSoil"
109,1,"0.20cm","1994","Calcium",278.63,"mgX.kgSoil"
109,1,"0.20cm","1994","Potassium",29.34,"mgX.kgSoil"
109,1,"0.20cm","1994","Magnesium",32.77,"mgX.kgSoil"
109,1,"0.20cm","1994","CEC",1.77,"meq.100gSoil"
109,1,"0.20cm","1994","Organic.Matter",9000,"mgX.kgSoil"
109,1,"0.20cm","1994","pH",5,"log.H"
109,1,"0.20cm","1994","Nitrogen",350,"mgX.kgSoil"
109,1,"0.20cm","1994","Carbon",3500,"mgX.kgSoil"
109,1,"0.20cm","2017","Phosphorus",32,"mgX.kgSoil"
109,1,"0.20cm","2017","Calcium",350.33,"mgX.kgSoil"
109,1,"0.20cm","2017","Potassium",29.82,"mgX.kgSoil"
109,1,"0.20cm","2017","Magnesium",49.98,"mgX.kgSoil"
109,1,"0.20cm","2017","CEC",2.27,"meq.100gSoil"
109,1,"0.20cm","2017","pH",5.9,"log.H"
109,1,"0.20cm","2017","Nitrogen",382.5,"mgX.kgSoil"
109,1,"0.20cm","2017","Carbon",4287.5,"mgX.kgSoil"
109,1,"20.40cm","2017","Phosphorus",34,"mgX.kgSoil"
109,1,"20.40cm","2017","Calcium",353.02,"mgX.kgSoil"
109,1,"20.40cm","2017","Potassium",20.28,"mgX.kgSoil"
109,1,"20.40cm","2017","Magnesium",35.43,"mgX.kgSoil"
109,1,"20.40cm","2017","CEC",2.13,"meq.100gSoil"
109,1,"20.40cm","2017","pH",5.8,"log.H"
109,1,"20.40cm","2017","Nitrogen",227.5,"mgX.kgSoil"
109,1,"20.40cm","2017","Carbon",2202.5,"mgX.kgSoil"
110,4,"0.20cm","1994","Phosphorus",35,"mgX.kgSoil"
110,4,"0.20cm","1994","Calcium",232.12,"mgX.kgSoil"
110,4,"0.20cm","1994","Potassium",34.28,"mgX.kgSoil"
110,4,"0.20cm","1994","Magnesium",29.24,"mgX.kgSoil"
110,4,"0.20cm","1994","CEC",1.53,"meq.100gSoil"
110,4,"0.20cm","1994","Organic.Matter",8000,"mgX.kgSoil"
110,4,"0.20cm","1994","pH",5.1,"log.H"
110,4,"0.20cm","1994","Nitrogen",350,"mgX.kgSoil"
110,4,"0.20cm","1994","Carbon",3320,"mgX.kgSoil"
110,4,"0.20cm","2017","Phosphorus",26,"mgX.kgSoil"
110,4,"0.20cm","2017","Calcium",449.26,"mgX.kgSoil"
110,4,"0.20cm","2017","Potassium",42.44,"mgX.kgSoil"
110,4,"0.20cm","2017","Magnesium",68.66,"mgX.kgSoil"
110,4,"0.20cm","2017","CEC",2.94,"meq.100gSoil"
110,4,"0.20cm","2017","pH",6,"log.H"
110,4,"0.20cm","2017","Nitrogen",600,"mgX.kgSoil"
110,4,"0.20cm","2017","Carbon",6490,"mgX.kgSoil"
110,4,"20.40cm","2017","Phosphorus",20,"mgX.kgSoil"
110,4,"20.40cm","2017","Calcium",278.29,"mgX.kgSoil"
110,4,"20.40cm","2017","Potassium",26.32,"mgX.kgSoil"
110,4,"20.40cm","2017","Magnesium",32.66,"mgX.kgSoil"
110,4,"20.40cm","2017","CEC",1.76,"meq.100gSoil"
110,4,"20.40cm","2017","pH",5.5,"log.H"
110,4,"20.40cm","2017","Nitrogen",447.5,"mgX.kgSoil"
110,4,"20.40cm","2017","Carbon",4572.5,"mgX.kgSoil"
111,8,"0.20cm","1994","Phosphorus",26,"mgX.kgSoil"
111,8,"0.20cm","1994","Calcium",376.36,"mgX.kgSoil"
111,8,"0.20cm","1994","Potassium",40.95,"mgX.kgSoil"
111,8,"0.20cm","1994","Magnesium",68.76,"mgX.kgSoil"
111,8,"0.20cm","1994","CEC",2.58,"meq.100gSoil"
111,8,"0.20cm","1994","Organic.Matter",10000,"mgX.kgSoil"
111,8,"0.20cm","1994","pH",5.4,"log.H"
111,8,"0.20cm","1994","Nitrogen",450,"mgX.kgSoil"
111,8,"0.20cm","1994","Carbon",4590,"mgX.kgSoil"
111,8,"0.20cm","2017","Phosphorus",20,"mgX.kgSoil"
111,8,"0.20cm","2017","Calcium",472.99,"mgX.kgSoil"
111,8,"0.20cm","2017","Potassium",35.4,"mgX.kgSoil"
111,8,"0.20cm","2017","Magnesium",88.29,"mgX.kgSoil"
111,8,"0.20cm","2017","CEC",3.2,"meq.100gSoil"
111,8,"0.20cm","2017","pH",5.9,"log.H"
111,8,"0.20cm","2017","Nitrogen",577.5,"mgX.kgSoil"
111,8,"0.20cm","2017","Carbon",6387.5,"mgX.kgSoil"
111,8,"20.40cm","2017","Phosphorus",13,"mgX.kgSoil"
111,8,"20.40cm","2017","Calcium",311.68,"mgX.kgSoil"
111,8,"20.40cm","2017","Potassium",18.16,"mgX.kgSoil"
111,8,"20.40cm","2017","Magnesium",46.7,"mgX.kgSoil"
111,8,"20.40cm","2017","CEC",2.02,"meq.100gSoil"
111,8,"20.40cm","2017","pH",5.3,"log.H"
111,8,"20.40cm","2017","Nitrogen",382.5,"mgX.kgSoil"
111,8,"20.40cm","2017","Carbon",3725,"mgX.kgSoil"
115,8,"0.20cm","1994","Phosphorus",41,"mgX.kgSoil"
115,8,"0.20cm","1994","Calcium",409.39,"mgX.kgSoil"
115,8,"0.20cm","1994","Potassium",23.35,"mgX.kgSoil"
115,8,"0.20cm","1994","Magnesium",82.5,"mgX.kgSoil"
115,8,"0.20cm","1994","CEC",2.82,"meq.100gSoil"
115,8,"0.20cm","1994","Organic.Matter",10000,"mgX.kgSoil"
115,8,"0.20cm","1994","pH",5.9,"log.H"
115,8,"0.20cm","1994","Nitrogen",380,"mgX.kgSoil"
115,8,"0.20cm","1994","Carbon",3890,"mgX.kgSoil"
115,8,"0.20cm","2017","Phosphorus",25,"mgX.kgSoil"
115,8,"0.20cm","2017","Calcium",398.45,"mgX.kgSoil"
115,8,"0.20cm","2017","Potassium",25.28,"mgX.kgSoil"
115,8,"0.20cm","2017","Magnesium",73.83,"mgX.kgSoil"
115,8,"0.20cm","2017","CEC",2.69,"meq.100gSoil"
115,8,"0.20cm","2017","pH",5.8,"log.H"
115,8,"0.20cm","2017","Nitrogen",417.5,"mgX.kgSoil"
115,8,"0.20cm","2017","Carbon",4747.5,"mgX.kgSoil"
115,8,"20.40cm","2017","Phosphorus",18,"mgX.kgSoil"
115,8,"20.40cm","2017","Calcium",372.22,"mgX.kgSoil"
115,8,"20.40cm","2017","Potassium",17.31,"mgX.kgSoil"
115,8,"20.40cm","2017","Magnesium",66.75,"mgX.kgSoil"
115,8,"20.40cm","2017","CEC",2.48,"meq.100gSoil"
115,8,"20.40cm","2017","pH",5.9,"log.H"
115,8,"20.40cm","2017","Nitrogen",455,"mgX.kgSoil"
115,8,"20.40cm","2017","Carbon",4467.5,"mgX.kgSoil"
117,2,"0.20cm","1994","Phosphorus",35,"mgX.kgSoil"
117,2,"0.20cm","1994","Calcium",270.18,"mgX.kgSoil"
117,2,"0.20cm","1994","Potassium",31.7,"mgX.kgSoil"
117,2,"0.20cm","1994","Magnesium",55.79,"mgX.kgSoil"
117,2,"0.20cm","1994","CEC",1.93,"meq.100gSoil"
117,2,"0.20cm","1994","Organic.Matter",7000,"mgX.kgSoil"
117,2,"0.20cm","1994","pH",5.4,"log.H"
117,2,"0.20cm","1994","Nitrogen",350,"mgX.kgSoil"
117,2,"0.20cm","1994","Carbon",3640,"mgX.kgSoil"
117,2,"0.20cm","2017","Phosphorus",27,"mgX.kgSoil"
117,2,"0.20cm","2017","Calcium",481.62,"mgX.kgSoil"
117,2,"0.20cm","2017","Potassium",35.1,"mgX.kgSoil"
117,2,"0.20cm","2017","Magnesium",79.58,"mgX.kgSoil"
117,2,"0.20cm","2017","CEC",3.17,"meq.100gSoil"
117,2,"0.20cm","2017","pH",6.4,"log.H"
117,2,"0.20cm","2017","Nitrogen",472.5,"mgX.kgSoil"
